tempo,quantidadePAs,betweenness,degree,closeness,eigenvector,lifespan,mobility,fragmentationImpact,kConnectivity,density,number_of_cars
111,3,0.0082,2.3333,0.1029,0.0592,1.0000,0.0000,21.0000,1.0000,1.5326,10.0000
112,1,0.0167,4.0000,0.1800,0.3723,1.0000,0.0000,20.0000,1.0000,4.0000,26.0000
113,1,0.0667,5.0000,0.2880,0.1483,1.0000,0.0000,14.0000,2.0000,11.0769,26.0000
114,1,0.0085,4.0000,0.1481,0.5236,1.0000,0.0000,21.0000,1.0000,2.9101,28.0000
115,2,0.0040,2.5000,0.0893,0.3058,1.0000,0.0000,22.0000,1.0000,1.1084,14.5000
116,3,0.0267,4.0000,0.1943,0.2990,1.0000,0.0000,18.0000,1.3333,1.7094,9.0000
117,1,0.0481,4.0000,0.1513,0.0708,1.0000,0.0000,21.0000,3.0000,4.7059,35.0000
118,3,0.0410,4.3333,0.2083,0.2193,1.3333,99.3020,15.0000,2.0000,2.3656,10.3333
119,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
120,6,0.1196,3.0000,0.1530,0.0331,1.0000,0.0000,16.0000,2.1667,1.0101,5.5000
121,1,0.0227,4.0000,0.1485,0.3943,1.0000,0.0000,25.0000,3.0000,3.0303,34.0000
122,2,0.0366,3.5000,0.1531,0.4178,1.0000,0.0000,20.5000,2.0000,1.8145,16.0000
123,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
124,1,0.0296,5.0000,0.2331,0.2118,1.0000,0.0000,16.0000,1.0000,9.8851,30.0000
125,1,0.0129,3.0000,0.1437,0.0001,1.0000,0.0000,18.0000,1.0000,6.8548,32.0000
126,3,0.0183,4.0000,0.1543,0.1589,1.0000,0.0000,14.0000,1.6667,2.3810,9.3333
127,1,0.0046,3.0000,0.1000,0.0000,1.0000,0.0000,19.0000,1.0000,3.8710,31.0000
128,2,0.0238,3.5000,0.1379,0.3999,1.0000,0.0000,18.0000,2.0000,2.2167,14.5000
129,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
130,1,0.0092,3.0000,0.1231,0.4747,1.0000,0.0000,22.0000,1.0000,2.2792,27.0000
131,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
132,1,0.0123,4.0000,0.1552,0.4165,1.0000,0.0000,18.0000,1.0000,4.3678,30.0000
133,2,0.0071,2.5000,0.0951,0.1108,1.0000,0.0000,21.0000,1.0000,1.9886,16.5000
134,6,0.0620,3.0000,0.1382,0.2562,1.1667,53.9288,16.0000,2.3333,0.8065,5.3333
135,2,0.0099,3.5000,0.1362,0.1468,1.0000,0.0000,19.0000,1.0000,2.5287,15.0000
136,1,0.0245,7.0000,0.2333,0.4772,1.0000,0.0000,23.0000,2.0000,3.8710,31.0000
137,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
138,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139,2,0.0316,4.0000,0.1856,0.3956,1.0000,0.0000,17.0000,1.5000,2.3551,12.0000
140,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
141,1,0.0227,3.0000,0.1766,0.0365,1.0000,0.0000,18.0000,1.0000,9.6257,34.0000
142,1,0.0040,3.0000,0.0938,0.0000,1.0000,0.0000,23.0000,1.0000,2.8409,33.0000
143,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
144,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
145,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
146,3,0.0061,3.6667,0.1222,0.1394,1.0000,0.0000,20.0000,1.0000,1.6487,10.3333
147,1,0.0025,2.0000,0.0690,0.0000,1.0000,0.0000,19.0000,1.0000,3.9080,30.0000
148,2,0.0308,3.5000,0.1771,0.3803,1.5000,559.1251,15.0000,2.5000,2.5000,12.5000
149,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
150,5,0.0152,2.4000,0.0963,0.2527,1.0000,0.0000,16.0000,1.4000,0.8602,6.2000
151,6,0.0193,2.3333,0.1000,0.2770,1.1667,34.0037,18.0000,1.5000,0.5364,5.0000
152,2,0.0117,3.5000,0.1489,0.1511,1.5000,135.2245,17.0000,1.0000,3.5385,13.0000
153,1,0.0230,3.0000,0.1681,0.1761,1.0000,0.0000,18.0000,1.0000,5.5914,31.0000
154,1,0.0022,2.0000,0.0645,0.0000,1.0000,0.0000,25.0000,1.0000,2.8226,32.0000
155,5,0.0103,2.0000,0.0835,0.0001,1.2000,135.0319,20.0000,1.4000,0.5517,6.0000
156,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
157,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
158,1,0.0028,2.0000,0.0741,0.0000,1.0000,0.0000,19.0000,1.0000,4.4974,28.0000
159,5,0.0375,2.6000,0.1355,0.1531,1.2000,87.9648,20.0000,1.6000,0.7312,6.2000
160,2,0.0114,2.5000,0.1160,0.0861,1.0000,0.0000,18.0000,1.0000,2.5132,14.0000
161,3,0.0242,3.6667,0.1560,0.2184,1.0000,0.0000,22.0000,1.3333,1.3258,11.0000
162,2,0.0291,3.0000,0.1469,0.2952,1.0000,0.0000,22.0000,2.5000,1.4778,14.5000
163,1,0.0048,2.0000,0.0952,0.0000,1.0000,0.0000,14.0000,1.0000,5.6277,22.0000
164,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
165,1,0.0022,2.0000,0.0645,0.0000,1.0000,0.0000,18.0000,1.0000,7.4597,32.0000
166,2,0.0149,2.5000,0.1167,0.2210,1.0000,0.0000,22.0000,1.5000,1.5054,15.5000
167,1,0.0023,2.0000,0.0667,0.0000,1.0000,0.0000,25.0000,1.0000,2.3656,31.0000
168,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
169,1,0.0123,3.0000,0.1379,0.2521,1.0000,0.0000,19.0000,1.0000,4.5977,30.0000
170,1,0.0057,3.0000,0.1111,0.6116,1.0000,0.0000,22.0000,1.0000,2.1164,28.0000
171,1,0.0114,3.0000,0.1323,0.3834,1.0000,0.0000,20.0000,1.0000,3.4392,28.0000
172,1,0.0290,7.0000,0.2917,0.4299,1.0000,0.0000,19.0000,1.0000,6.0000,25.0000
173,4,0.0192,2.2500,0.1142,0.0249,1.0000,0.0000,15.0000,1.2500,1.8519,7.0000
174,3,0.0038,2.0000,0.0722,0.0000,1.0000,0.0000,21.0000,1.0000,0.8602,10.3333
175,3,0.0194,4.0000,0.1680,0.3423,1.0000,0.0000,20.0000,1.3333,1.3136,9.6667
176,5,0.0160,2.6000,0.1190,0.2768,1.2000,44.5736,14.0000,1.4000,0.9231,5.2000
177,1,0.0023,2.0000,0.0667,0.7071,2.0000,300.2150,27.0000,1.0000,1.0753,31.0000
178,2,0.0148,4.0000,0.1549,0.3282,1.0000,0.0000,20.0000,1.0000,2.0690,15.0000
179,3,0.0263,3.6667,0.1840,0.0859,1.0000,0.0000,13.0000,1.3333,4.1379,10.0000
180,2,0.0037,2.5000,0.0862,0.3058,1.5000,180.4779,21.0000,1.0000,1.4943,15.0000
181,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
182,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
183,6,0.0437,2.8333,0.1285,0.1925,1.0000,0.0000,17.0000,1.8333,0.7168,5.1667
184,1,0.0028,2.0000,0.0741,0.7071,1.0000,0.0000,24.0000,1.0000,1.3228,28.0000
185,2,0.0079,2.0000,0.0978,0.6015,1.0000,0.0000,19.0000,1.0000,1.0870,12.0000
186,2,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,18.0000,1.0000,2.9557,14.5000
187,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
188,3,0.0067,2.3333,0.1000,0.2039,1.0000,0.0000,19.0000,1.0000,0.9231,8.6667
189,1,0.0185,6.0000,0.2356,0.3488,1.0000,0.0000,17.0000,1.0000,7.1225,27.0000
190,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
191,2,0.0200,3.0000,0.1429,0.5000,1.0000,0.0000,19.0000,2.0000,1.6923,13.0000
192,3,0.0300,3.3333,0.1573,0.2643,1.6667,285.0985,17.3333,1.6667,1.4359,8.6667
193,4,0.0099,2.7500,0.1084,0.2500,1.0000,0.0000,17.0000,1.5000,1.0468,7.2500
194,2,0.0057,2.0000,0.0833,0.6015,1.0000,0.0000,22.0000,1.0000,0.9259,14.0000
195,5,0.0111,2.6000,0.1098,0.2479,1.0000,0.0000,18.0000,1.2000,0.6897,5.8000
196,2,0.0181,3.0000,0.1519,0.3566,1.5000,135.8692,20.0000,1.5000,1.5000,12.5000
197,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
198,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
199,2,0.0635,6.0000,0.2274,0.3751,1.0000,0.0000,18.0000,3.0000,3.0788,14.5000
200,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
201,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
202,2,0.0423,5.0000,0.2161,0.1977,1.0000,0.0000,22.0000,2.5000,3.1250,16.5000
203,2,0.0382,4.5000,0.2380,0.1993,1.0000,0.0000,16.0000,1.5000,4.3103,14.5000
204,3,0.0036,2.0000,0.0699,0.0000,1.0000,0.0000,24.0000,1.0000,0.6720,10.6667
205,4,0.0192,3.0000,0.1198,0.2679,1.2500,82.8764,16.2500,1.2500,1.0468,7.2500
206,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
207,2,0.0115,2.5000,0.1058,0.3440,1.0000,0.0000,23.0000,1.5000,1.1828,15.5000
208,3,0.0456,3.6667,0.1901,0.3156,1.0000,0.0000,17.3333,1.6667,1.4359,8.6667
209,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
210,1,0.0040,2.0000,0.0870,0.7071,1.0000,0.0000,21.0000,1.0000,1.4493,24.0000
211,2,0.0087,2.0000,0.1023,0.0000,1.0000,0.0000,17.0000,1.0000,1.5810,11.5000
212,1,0.0123,4.0000,0.1603,0.4142,1.0000,0.0000,16.0000,1.0000,5.4131,27.0000
213,2,0.0785,3.0000,0.1908,0.0370,1.0000,0.0000,15.0000,3.0000,3.8306,16.0000
214,3,0.0282,3.6667,0.1458,0.1889,1.0000,0.0000,19.3333,1.6667,1.3889,11.0000
215,2,0.0093,4.5000,0.1607,0.1925,1.0000,0.0000,16.0000,1.0000,3.8177,14.5000
216,1,0.0031,2.0000,0.0769,0.0000,1.0000,0.0000,19.0000,1.0000,3.7037,27.0000
217,3,0.0115,2.6667,0.1089,0.0000,1.0000,0.0000,18.0000,1.3333,2.2989,10.0000
218,3,0.0490,3.6667,0.2269,0.0788,1.0000,0.0000,15.0000,1.3333,3.3692,10.3333
219,1,0.0079,6.0000,0.1667,0.4183,1.0000,0.0000,24.0000,1.0000,3.9039,37.0000
220,3,0.0032,2.0000,0.0657,0.4011,1.0000,0.0000,28.0000,1.0000,0.4159,11.3333
221,1,0.0043,2.0000,0.0909,0.0000,1.0000,0.0000,15.0000,1.0000,9.4862,23.0000
222,3,0.0540,3.0000,0.1852,0.2711,1.0000,0.0000,14.0000,2.3333,1.8759,7.3333
223,1,0.0031,2.0000,0.0769,0.7071,1.0000,0.0000,24.0000,1.0000,1.1396,27.0000
224,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
225,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
226,2,0.0670,5.0000,0.2680,0.1412,1.0000,0.0000,16.0000,2.5000,5.9524,14.0000
227,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
228,2,0.0057,2.5000,0.0963,0.2374,1.0000,0.0000,21.0000,1.0000,1.3228,14.0000
229,2,0.0066,3.0000,0.1071,0.3077,1.0000,0.0000,21.0000,1.5000,1.3547,14.5000
230,1,0.0703,7.0000,0.2849,0.4630,1.0000,0.0000,19.0000,4.0000,6.0847,28.0000
231,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
232,6,0.0692,3.3333,0.1763,0.1687,1.0000,0.0000,17.0000,1.8333,0.9700,4.6667
233,1,0.0303,6.0000,0.2909,0.3157,1.0000,0.0000,16.0000,1.0000,9.8814,23.0000
234,1,0.0133,3.0000,0.1429,0.3310,1.0000,0.0000,18.0000,1.0000,4.3077,26.0000
235,1,0.0132,3.0000,0.1429,0.2316,1.0000,0.0000,21.0000,1.0000,4.1872,29.0000
236,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
237,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
238,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
239,2,0.0277,3.5000,0.1485,0.3999,1.0000,0.0000,17.0000,2.0000,2.2792,13.5000
240,1,0.0025,2.0000,0.0690,0.0000,1.0000,0.0000,21.0000,1.0000,4.3678,30.0000
241,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
242,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
243,1,0.0036,2.0000,0.0833,0.7071,1.0000,0.0000,22.0000,1.0000,1.3333,25.0000
244,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
245,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
246,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
247,1,0.0036,2.0000,0.0833,0.0000,1.0000,0.0000,17.0000,1.0000,3.6667,25.0000
248,3,0.0635,3.0000,0.2168,0.1507,1.3333,101.5013,12.0000,1.6667,3.1746,7.3333
249,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250,4,0.0192,2.7500,0.1129,0.2852,1.2500,53.2693,19.0000,1.7500,0.8621,7.2500
251,2,0.0108,2.5000,0.1128,0.4731,1.0000,0.0000,21.0000,1.5000,1.2821,13.5000
252,3,0.0271,2.6667,0.1371,0.2528,1.6667,192.4047,21.0000,1.6667,0.9700,9.3333
253,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
254,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
255,3,0.0297,4.0000,0.1482,0.1989,1.0000,0.0000,17.0000,1.6667,1.9157,10.0000
256,1,0.0020,2.0000,0.0625,0.0000,1.0000,0.0000,18.0000,1.0000,8.9015,33.0000
257,2,0.0086,2.5000,0.1011,0.4731,1.0000,0.0000,19.0000,1.5000,1.6092,15.0000
258,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
259,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
260,1,0.0238,3.0000,0.1701,0.0552,1.0000,0.0000,15.0000,1.0000,8.3744,29.0000
261,3,0.0115,2.3333,0.0941,0.3844,1.0000,0.0000,23.0000,1.6667,0.7392,10.6667
262,3,0.0390,3.0000,0.1565,0.1799,1.0000,0.0000,20.0000,2.0000,1.2346,9.0000
263,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
264,1,0.0148,5.0000,0.1724,0.5526,1.0000,0.0000,21.0000,2.0000,3.6782,30.0000
265,2,0.0038,2.0000,0.0682,0.0000,1.0000,0.0000,19.0000,1.0000,3.6542,17.0000
266,4,0.0231,3.0000,0.1407,0.1308,1.0000,0.0000,17.0000,1.5000,1.4778,7.2500
267,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
268,3,0.0153,3.6667,0.1398,0.2808,1.0000,0.0000,18.0000,1.3333,1.4337,10.3333
269,1,0.0069,3.0000,0.1067,0.0001,1.0000,0.0000,23.0000,1.0000,3.0108,31.0000
270,4,0.0055,2.2500,0.0810,0.0000,1.0000,0.0000,20.0000,1.2500,1.0417,8.2500
