tempo,quantidadePAs,betweenness,degree,closeness,eigenvector,lifespan,mobility,fragmentationImpact,k_connectivity,density,number_of_cars
0,0
1,0
2,0
3,1,0.0033,2.0000,0.0800,0.0000,1.0000,0.0000,1.0000,0.0000,6.1538,26.0000
4,1,0.0033,2.0000,0.0800,0.0000,1.0000,0.0000,1.0000,0.0000,6.1538,26.0000
5,2,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,1.0000,0.0000,5.1724,29.0000
6,2,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,1.0000,0.0000,5.1724,29.0000
7,5,0.0223,2.8000,0.1226,0.2881,1.0000,0.0000,1.0000,0.0000,3.2258,31.0000
8,5,0.0223,2.8000,0.1226,0.2881,1.0000,0.0000,1.0000,0.0000,3.2258,31.0000
9,0
10,1,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,1.0000,0.0000,2.9557,29.0000
11,1,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,1.0000,0.0000,2.9557,29.0000
12,0
13,0
14,2,0.0553,3.5000,0.2087,0.2205,1.0000,0.0000,1.5000,0.0000,6.5217,24.0000
15,2,0.0553,3.5000,0.2087,0.2205,1.0000,0.0000,1.5000,0.0000,6.5217,24.0000
16,1,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,1.0000,0.0000,2.4631,29.0000
17,1,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,1.0000,0.0000,2.4631,29.0000
18,0
19,3,0.0411,3.0000,0.1473,0.1358,1.0000,0.0000,1.0000,0.0000,5.5172,30.0000
20,3,0.0411,3.0000,0.1473,0.1358,1.0000,0.0000,1.0000,0.0000,5.5172,30.0000
21,0
22,2,0.0216,3.5000,0.1759,0.5181,1.0000,0.0000,1.0000,0.0000,4.3478,23.0000
23,2,0.0216,3.5000,0.1759,0.5181,1.0000,0.0000,1.0000,0.0000,4.3478,23.0000
24,2,0.0812,4.0000,0.2353,0.1478,1.0000,0.0000,1.0000,0.0000,9.5238,28.0000
25,2,0.0812,4.0000,0.2353,0.1478,1.0000,0.0000,1.0000,0.0000,9.5238,28.0000
26,0
27,1,0.0031,2.0000,0.0769,0.0000,1.0000,0.0000,1.0000,0.0000,2.2792,27.0000
28,1,0.0031,2.0000,0.0769,0.0000,1.0000,0.0000,1.0000,0.0000,2.2792,27.0000
29,2,0.0067,2.0000,0.0900,0.0000,1.0000,0.0000,1.0000,0.0000,4.3077,26.0000
30,2,0.0067,2.0000,0.0900,0.0000,1.0000,0.0000,1.0000,0.0000,4.3077,26.0000
31,2,0.0217,3.0000,0.1488,0.0000,1.0000,0.0000,1.0000,0.0000,5.6667,25.0000
32,2,0.0217,3.0000,0.1488,0.0000,1.0000,0.0000,1.0000,0.0000,5.6667,25.0000
33,2,0.0105,2.5000,0.1250,0.3536,1.0000,0.0000,1.5000,0.0000,3.3333,21.0000
34,2,0.0105,2.5000,0.1250,0.3536,1.0000,0.0000,1.5000,0.0000,3.3333,21.0000
35,0
36,1,0.0855,6.0000,0.2721,0.3022,1.0000,0.0000,1.0000,0.0000,8.9947,28.0000
37,1,0.0855,6.0000,0.2721,0.3022,1.0000,0.0000,1.0000,0.0000,8.9947,28.0000
38,1,0.0060,4.0000,0.1250,0.5236,1.0000,0.0000,1.0000,0.0000,3.2197,33.0000
39,1,0.0060,4.0000,0.1250,0.5236,1.0000,0.0000,1.0000,0.0000,3.2197,33.0000
40,4,0.0067,2.0000,0.0900,0.4253,1.0000,0.0000,1.0000,0.0000,2.7692,26.0000
41,4,0.0067,2.0000,0.0900,0.4253,1.0000,0.0000,1.0000,0.0000,2.7692,26.0000
42,2,0.0066,3.0000,0.1071,0.3077,1.0000,0.0000,1.0000,0.0000,2.9557,29.0000
43,2,0.0066,3.0000,0.1071,0.3077,1.0000,0.0000,1.0000,0.0000,2.9557,29.0000
44,0
45,4,0.0231,3.0000,0.1309,0.2689,1.0000,0.0000,1.0000,0.0000,4.2339,32.0000
46,4,0.0231,3.0000,0.1309,0.2689,1.0000,0.0000,1.0000,0.0000,4.2339,32.0000
47,1,0.0062,3.0000,0.1154,0.6116,1.0000,0.0000,1.0000,0.0000,3.7037,27.0000
48,1,0.0062,3.0000,0.1154,0.6116,1.0000,0.0000,1.0000,0.0000,3.7037,27.0000
49,4,0.0043,2.0000,0.0787,0.3008,1.0000,0.0000,1.0000,0.0000,2.9101,28.0000
50,4,0.0043,2.0000,0.0787,0.3008,1.0000,0.0000,1.0000,0.0000,2.9101,28.0000
51,0
52,3,0.0051,2.6667,0.1026,0.2883,1.0000,0.0000,1.0000,0.0000,3.4188,27.0000
53,3,0.0051,2.6667,0.1026,0.2883,1.0000,0.0000,1.0000,0.0000,3.4188,27.0000
54,4,0.0392,3.2500,0.1471,0.2399,1.0000,0.0000,1.2500,0.0000,3.9683,28.0000
55,4,0.0392,3.2500,0.1471,0.2399,1.0000,0.0000,1.2500,0.0000,3.9683,28.0000
56,0
57,0
58,4,0.0107,2.5000,0.1062,0.3514,1.0000,0.0000,1.0000,0.0000,2.9101,28.0000
59,4,0.0107,2.5000,0.1062,0.3514,1.0000,0.0000,1.0000,0.0000,2.9101,28.0000
60,1,0.0031,2.0000,0.0769,0.7071,1.0000,0.0000,1.0000,0.0000,1.1396,27.0000
61,1,0.0031,2.0000,0.0769,0.7071,1.0000,0.0000,1.0000,0.0000,1.1396,27.0000
62,0
63,1,0.0033,2.0000,0.0800,0.0000,1.0000,0.0000,1.0000,0.0000,4.3077,26.0000
64,1,0.0033,2.0000,0.0800,0.0000,1.0000,0.0000,1.0000,0.0000,4.3077,26.0000
65,1,0.0048,2.0000,0.0952,0.0000,1.0000,0.0000,1.0000,0.0000,3.4632,22.0000
66,1,0.0048,2.0000,0.0952,0.0000,1.0000,0.0000,1.0000,0.0000,3.4632,22.0000
67,2,0.0057,2.0000,0.0833,0.0000,1.0000,0.0000,1.0000,0.0000,6.0847,28.0000
68,2,0.0057,2.0000,0.0833,0.0000,1.0000,0.0000,1.0000,0.0000,6.0847,28.0000
69,4,0.0100,3.0000,0.1283,0.2529,1.5000,140.4117,1.0000,0.0000,3.6923,26.0000
70,4,0.0100,3.0000,0.1283,0.2529,1.5000,140.4117,1.0000,0.0000,3.6923,26.0000
71,1,0.0099,4.0000,0.1379,0.0000,1.0000,0.0000,1.0000,0.0000,5.0575,30.0000
72,1,0.0099,4.0000,0.1379,0.0000,1.0000,0.0000,1.0000,0.0000,5.0575,30.0000
73,3,0.0427,2.6667,0.1442,0.1026,1.0000,0.0000,1.0000,0.0000,4.8276,30.0000
74,3,0.0427,2.6667,0.1442,0.1026,1.0000,0.0000,1.0000,0.0000,4.8276,30.0000
75,0
76,3,0.0086,3.0000,0.1107,0.2378,1.0000,0.0000,1.0000,0.0000,2.8226,32.0000
77,3,0.0086,3.0000,0.1107,0.2378,1.0000,0.0000,1.0000,0.0000,2.8226,32.0000
78,2,0.0360,4.0000,0.1644,0.2726,1.0000,0.0000,1.0000,0.0000,3.7433,34.0000
79,2,0.0360,4.0000,0.1644,0.2726,1.0000,0.0000,1.0000,0.0000,3.7433,34.0000
80,2,0.0897,4.5000,0.2365,0.2472,1.0000,0.0000,1.5000,0.0000,7.4074,28.0000
81,2,0.0897,4.5000,0.2365,0.2472,1.0000,0.0000,1.5000,0.0000,7.4074,28.0000
82,3,0.0202,4.0000,0.1589,0.2332,1.3333,14.6779,1.0000,0.0000,5.4924,33.0000
83,3,0.0202,4.0000,0.1589,0.2332,1.3333,14.6779,1.0000,0.0000,5.4924,33.0000
84,1,0.0303,5.0000,0.1921,0.1440,1.0000,0.0000,1.0000,0.0000,6.3492,36.0000
85,1,0.0303,5.0000,0.1921,0.1440,1.0000,0.0000,1.0000,0.0000,6.3492,36.0000
86,3,0.0041,2.0000,0.0747,0.0000,1.0000,0.0000,1.0000,0.0000,2.7586,30.0000
87,3,0.0041,2.0000,0.0747,0.0000,1.0000,0.0000,1.0000,0.0000,2.7586,30.0000
88,2,0.0142,3.5000,0.1433,0.5181,1.0000,0.0000,1.0000,0.0000,3.1746,28.0000
89,2,0.0142,3.5000,0.1433,0.5181,1.0000,0.0000,1.0000,0.0000,3.1746,28.0000
90,0
91,0
92,1,0.0246,4.0000,0.1731,0.3777,1.0000,0.0000,1.0000,0.0000,5.1282,27.0000
93,1,0.0246,4.0000,0.1731,0.3777,1.0000,0.0000,1.0000,0.0000,5.1282,27.0000
94,2,0.0049,2.0000,0.0776,0.0000,1.0000,0.0000,1.0000,0.0000,2.9885,30.0000
95,2,0.0049,2.0000,0.0776,0.0000,1.0000,0.0000,1.0000,0.0000,2.9885,30.0000
96,0
97,1,0.0095,3.0000,0.1212,0.2522,1.0000,0.0000,1.0000,0.0000,2.6738,34.0000
98,1,0.0095,3.0000,0.1212,0.2522,1.0000,0.0000,1.0000,0.0000,2.6738,34.0000
99,3,0.0389,4.0000,0.1881,0.2132,1.0000,0.0000,1.0000,0.0000,4.8387,32.0000
100,3,0.0389,4.0000,0.1881,0.2132,1.0000,0.0000,1.0000,0.0000,4.8387,32.0000
101,3,0.0041,2.0000,0.0747,0.4010,1.0000,0.0000,1.0000,0.0000,2.0690,30.0000
102,3,0.0041,2.0000,0.0747,0.4010,1.0000,0.0000,1.0000,0.0000,2.0690,30.0000
103,2,0.0119,3.0000,0.1367,0.0888,1.0000,0.0000,1.0000,0.0000,5.6650,29.0000
104,2,0.0119,3.0000,0.1367,0.0888,1.0000,0.0000,1.0000,0.0000,5.6650,29.0000
105,6,0.0582,2.8333,0.1433,0.1961,1.0000,0.0000,1.0000,0.0000,4.4974,28.0000
106,6,0.0582,2.8333,0.1433,0.1961,1.0000,0.0000,1.0000,0.0000,4.4974,28.0000
107,4,0.0296,4.5000,0.1680,0.2242,1.2500,49.2654,1.0000,0.0000,6.2366,31.0000
108,4,0.0296,4.5000,0.1680,0.2242,1.2500,49.2654,1.0000,0.0000,6.2366,31.0000
109,1,0.0456,4.0000,0.1975,0.4494,1.0000,0.0000,1.0000,0.0000,5.2910,28.0000
110,1,0.0456,4.0000,0.1975,0.4494,1.0000,0.0000,1.0000,0.0000,5.2910,28.0000
111,2,0.0019,2.0000,0.0606,0.0000,1.0000,0.0000,1.0000,0.0000,6.2389,34.0000
112,2,0.0019,2.0000,0.0606,0.0000,1.0000,0.0000,1.0000,0.0000,6.2389,34.0000
113,3,0.0169,3.3333,0.1509,0.1747,1.0000,0.0000,1.0000,0.0000,4.8433,27.0000
114,3,0.0169,3.3333,0.1509,0.1747,1.0000,0.0000,1.0000,0.0000,4.8433,27.0000
115,2,0.0234,3.0000,0.1218,0.1280,1.0000,0.0000,1.0000,0.0000,4.5977,30.0000
116,2,0.0234,3.0000,0.1218,0.1280,1.0000,0.0000,1.0000,0.0000,4.5977,30.0000
117,2,0.0049,2.0000,0.0776,0.0000,1.0000,0.0000,1.0000,0.0000,6.8966,30.0000
118,2,0.0049,2.0000,0.0776,0.0000,1.0000,0.0000,1.0000,0.0000,6.8966,30.0000
119,2,0.0252,3.5000,0.1363,0.0619,1.0000,0.0000,1.0000,0.0000,7.3864,33.0000
120,2,0.0252,3.5000,0.1363,0.0619,1.0000,0.0000,1.0000,0.0000,7.3864,33.0000
121,3,0.0238,3.3333,0.1492,0.0970,1.0000,0.0000,1.0000,0.0000,6.2366,31.0000
122,3,0.0238,3.3333,0.1492,0.0970,1.0000,0.0000,1.0000,0.0000,6.2366,31.0000
123,1,0.0025,2.0000,0.0690,0.0000,1.0000,0.0000,1.0000,0.0000,2.5287,30.0000
124,1,0.0025,2.0000,0.0690,0.0000,1.0000,0.0000,1.0000,0.0000,2.5287,30.0000
125,0
126,5,0.0114,2.0000,0.1070,0.3155,1.0000,0.0000,1.0000,0.0000,4.3290,22.0000
127,5,0.0114,2.0000,0.1070,0.3155,1.0000,0.0000,1.0000,0.0000,4.3290,22.0000
128,1,0.0065,2.0000,0.1111,0.7071,1.0000,0.0000,1.0000,0.0000,2.3392,19.0000
129,1,0.0065,2.0000,0.1111,0.7071,1.0000,0.0000,1.0000,0.0000,2.3392,19.0000
130,1,0.0053,2.0000,0.1000,0.7071,1.0000,0.0000,1.0000,0.0000,2.8571,21.0000
131,1,0.0053,2.0000,0.1000,0.7071,1.0000,0.0000,1.0000,0.0000,2.8571,21.0000
132,0
133,0
134,1,0.0148,7.0000,0.2414,0.3850,1.0000,0.0000,1.0000,0.0000,6.6667,30.0000
135,1,0.0148,7.0000,0.2414,0.3850,1.0000,0.0000,1.0000,0.0000,6.6667,30.0000
136,1,0.0107,5.0000,0.1601,0.3022,1.0000,0.0000,1.0000,0.0000,5.2101,35.0000
137,1,0.0107,5.0000,0.1601,0.3022,1.0000,0.0000,1.0000,0.0000,5.2101,35.0000
138,0
139,2,0.0067,2.0000,0.0900,0.0000,1.0000,0.0000,1.0000,0.0000,8.9231,26.0000
140,2,0.0067,2.0000,0.0900,0.0000,1.0000,0.0000,1.0000,0.0000,8.9231,26.0000
141,0
142,0
143,0
144,2,0.0382,4.5000,0.1923,0.3191,1.0000,0.0000,1.0000,0.0000,5.2874,30.0000
145,2,0.0382,4.5000,0.1923,0.3191,1.0000,0.0000,1.0000,0.0000,5.2874,30.0000
146,2,0.0265,3.5000,0.1900,0.1682,1.0000,0.0000,1.0000,0.0000,5.7471,30.0000
147,2,0.0265,3.5000,0.1900,0.1682,1.0000,0.0000,1.0000,0.0000,5.7471,30.0000
148,2,0.0099,3.0000,0.1078,0.4467,1.0000,0.0000,1.0000,0.0000,2.7586,30.0000
149,2,0.0099,3.0000,0.1078,0.4467,1.0000,0.0000,1.0000,0.0000,2.7586,30.0000
150,0
151,9,0.0506,3.4444,0.1603,0.1211,1.0000,0.0000,1.0000,0.0000,6.4394,33.0000
152,9,0.0506,3.4444,0.1603,0.1211,1.0000,0.0000,1.0000,0.0000,6.4394,33.0000
153,1,0.0036,3.0000,0.0882,0.0000,1.0000,0.0000,1.0000,0.0000,7.0588,35.0000
154,1,0.0036,3.0000,0.0882,0.0000,1.0000,0.0000,1.0000,0.0000,7.0588,35.0000
155,3,0.0145,3.6667,0.1172,0.2638,1.0000,0.0000,1.0000,0.0000,3.3868,34.0000
156,3,0.0145,3.6667,0.1172,0.2638,1.0000,0.0000,1.0000,0.0000,3.3868,34.0000
157,0
158,3,0.0180,3.0000,0.1404,0.4132,1.0000,0.0000,1.0000,0.0000,3.4392,28.0000
159,3,0.0180,3.0000,0.1404,0.4132,1.0000,0.0000,1.0000,0.0000,3.4392,28.0000
160,0
161,0
162,0
163,1,0.0222,7.0000,0.2735,0.3495,1.0000,0.0000,1.0000,0.0000,7.4074,27.0000
164,1,0.0222,7.0000,0.2735,0.3495,1.0000,0.0000,1.0000,0.0000,7.4074,27.0000
165,0
166,1,0.0199,6.0000,0.2370,0.3787,1.0000,0.0000,1.0000,0.0000,6.3492,28.0000
167,1,0.0199,6.0000,0.2370,0.3787,1.0000,0.0000,1.0000,0.0000,6.3492,28.0000
168,0
169,2,0.0062,2.5000,0.1000,0.2374,1.0000,0.0000,1.0000,0.0000,2.5641,27.0000
170,2,0.0062,2.5000,0.1000,0.2374,1.0000,0.0000,1.0000,0.0000,2.5641,27.0000
171,0
172,3,0.0703,3.6667,0.2077,0.2520,1.0000,0.0000,1.0000,0.0000,5.9113,29.0000
173,3,0.0703,3.6667,0.2077,0.2520,1.0000,0.0000,1.0000,0.0000,5.9113,29.0000
174,0
175,4,0.0584,2.7500,0.1447,0.1304,1.0000,0.0000,1.0000,0.0000,4.4974,28.0000
176,4,0.0584,2.7500,0.1447,0.1304,1.0000,0.0000,1.0000,0.0000,4.4974,28.0000
177,0
178,1,0.0025,2.0000,0.0690,0.7071,1.0000,0.0000,1.0000,0.0000,1.1494,30.0000
179,1,0.0025,2.0000,0.0690,0.7071,1.0000,0.0000,1.0000,0.0000,1.1494,30.0000
180,2,0.0054,2.5000,0.1042,0.3058,1.0000,0.0000,1.0000,0.0000,2.3333,25.0000
181,2,0.0054,2.5000,0.1042,0.3058,1.0000,0.0000,1.0000,0.0000,2.3333,25.0000
182,0
183,2,0.0060,3.0000,0.1071,0.0000,1.0000,0.0000,1.0000,0.0000,5.4187,29.0000
184,2,0.0060,3.0000,0.1071,0.0000,1.0000,0.0000,1.0000,0.0000,5.4187,29.0000
185,4,0.0073,2.5000,0.1018,0.0645,1.2500,116.3033,1.0000,0.0000,5.6650,29.0000
186,4,0.0073,2.5000,0.1018,0.0645,1.2500,116.3033,1.0000,0.0000,5.6650,29.0000
187,2,0.0217,3.0000,0.1380,0.1971,1.0000,0.0000,1.0000,0.0000,4.9231,26.0000
188,2,0.0217,3.0000,0.1380,0.1971,1.0000,0.0000,1.0000,0.0000,4.9231,26.0000
189,2,0.0523,4.5000,0.2842,0.1260,1.0000,0.0000,1.0000,0.0000,10.5413,27.0000
190,2,0.0523,4.5000,0.2842,0.1260,1.0000,0.0000,1.0000,0.0000,10.5413,27.0000
191,2,0.0043,2.5000,0.0926,0.3058,1.5000,65.3491,1.0000,0.0000,2.6455,28.0000
192,2,0.0043,2.5000,0.0926,0.3058,1.5000,65.3491,1.0000,0.0000,2.6455,28.0000
193,1,0.0057,3.0000,0.1111,0.6116,1.0000,0.0000,1.0000,0.0000,2.1164,28.0000
194,1,0.0057,3.0000,0.1111,0.6116,1.0000,0.0000,1.0000,0.0000,2.1164,28.0000
195,1,0.0200,3.0000,0.1782,0.1776,1.0000,0.0000,1.0000,0.0000,5.5385,26.0000
196,1,0.0200,3.0000,0.1782,0.1776,1.0000,0.0000,1.0000,0.0000,5.5385,26.0000
197,1,0.0795,4.0000,0.1970,0.2877,1.0000,0.0000,1.0000,0.0000,4.9911,34.0000
198,1,0.0795,4.0000,0.1970,0.2877,1.0000,0.0000,1.0000,0.0000,4.9911,34.0000
199,2,0.0436,4.0000,0.1944,0.2026,1.0000,0.0000,1.0000,0.0000,6.6667,31.0000
200,2,0.0436,4.0000,0.1944,0.2026,1.0000,0.0000,1.0000,0.0000,6.6667,31.0000
201,0
202,3,0.0165,3.0000,0.1322,0.1004,1.0000,0.0000,1.0000,0.0000,5.8468,32.0000
203,3,0.0165,3.0000,0.1322,0.1004,1.0000,0.0000,1.0000,0.0000,5.8468,32.0000
204,1,0.0114,3.0000,0.1237,0.1944,1.0000,0.0000,1.0000,0.0000,3.2086,34.0000
205,1,0.0114,3.0000,0.1237,0.1944,1.0000,0.0000,1.0000,0.0000,3.2086,34.0000
206,4,0.0305,2.7500,0.1215,0.2573,1.0000,0.0000,1.0000,0.0000,3.6559,31.0000
207,4,0.0305,2.7500,0.1215,0.2573,1.0000,0.0000,1.0000,0.0000,3.6559,31.0000
208,1,0.0022,2.0000,0.0645,0.0000,1.0000,0.0000,1.0000,0.0000,7.6613,32.0000
209,1,0.0022,2.0000,0.0645,0.0000,1.0000,0.0000,1.0000,0.0000,7.6613,32.0000
210,2,0.0492,4.5000,0.2372,0.1802,1.0000,0.0000,1.0000,0.0000,10.8374,29.0000
211,2,0.0492,4.5000,0.2372,0.1802,1.0000,0.0000,1.0000,0.0000,10.8374,29.0000
212,2,0.0184,3.5000,0.1559,0.0896,1.0000,0.0000,1.0000,0.0000,6.4516,31.0000
213,2,0.0184,3.5000,0.1559,0.0896,1.0000,0.0000,1.0000,0.0000,6.4516,31.0000
214,2,0.0062,2.0000,0.0865,0.0000,1.0000,0.0000,1.0000,0.0000,7.1225,27.0000
215,2,0.0062,2.0000,0.0865,0.0000,1.0000,0.0000,1.0000,0.0000,7.1225,27.0000
216,2,0.0115,2.5000,0.1058,0.3440,1.0000,0.0000,1.0000,0.0000,3.2258,31.0000
217,2,0.0115,2.5000,0.1058,0.3440,1.0000,0.0000,1.0000,0.0000,3.2258,31.0000
218,2,0.0251,2.5000,0.1333,0.1326,1.0000,0.0000,1.0000,0.0000,4.9261,29.0000
219,2,0.0251,2.5000,0.1333,0.1326,1.0000,0.0000,1.0000,0.0000,4.9261,29.0000
220,0
221,1,0.0100,4.0000,0.1600,0.5236,1.0000,0.0000,1.0000,0.0000,2.7692,26.0000
222,1,0.0100,4.0000,0.1600,0.5236,1.0000,0.0000,1.0000,0.0000,2.7692,26.0000
223,0
224,3,0.0635,3.0000,0.1705,0.1243,1.0000,0.0000,1.3333,0.0000,5.4187,29.0000
225,3,0.0635,3.0000,0.1705,0.1243,1.0000,0.0000,1.3333,0.0000,5.4187,29.0000
226,1,0.0141,5.0000,0.1818,0.2672,1.0000,0.0000,1.0000,0.0000,5.4924,33.0000
227,1,0.0141,5.0000,0.1818,0.2672,1.0000,0.0000,1.0000,0.0000,5.4924,33.0000
228,5,0.0124,2.8000,0.1150,0.1073,1.0000,0.0000,1.0000,0.0000,4.9462,31.0000
229,5,0.0124,2.8000,0.1150,0.1073,1.0000,0.0000,1.0000,0.0000,4.9462,31.0000
230,1,0.0159,5.0000,0.1944,0.3377,2.0000,257.3020,1.0000,0.0000,5.9113,29.0000
231,1,0.0159,5.0000,0.1944,0.3377,2.0000,257.3020,1.0000,0.0000,5.9113,29.0000
232,1,0.0185,6.0000,0.2112,0.4600,1.0000,0.0000,1.0000,0.0000,4.1379,30.0000
233,1,0.0185,6.0000,0.2112,0.4600,1.0000,0.0000,1.0000,0.0000,4.1379,30.0000
234,0
235,1,0.0237,4.0000,0.1812,0.0001,1.0000,0.0000,1.0000,0.0000,5.4348,24.0000
236,1,0.0237,4.0000,0.1812,0.0001,1.0000,0.0000,1.0000,0.0000,5.4348,24.0000
237,3,0.0375,3.6667,0.2015,0.3840,1.0000,0.0000,1.0000,0.0000,4.7431,23.0000
238,3,0.0375,3.6667,0.2015,0.3840,1.0000,0.0000,1.0000,0.0000,4.7431,23.0000
239,0
240,0
241,2,0.0020,2.0000,0.0625,0.0000,1.0000,0.0000,1.0000,0.0000,2.6515,33.0000
242,2,0.0020,2.0000,0.0625,0.0000,1.0000,0.0000,1.0000,0.0000,2.6515,33.0000
243,1,0.0022,2.0000,0.0645,0.0000,1.0000,0.0000,1.0000,0.0000,2.8226,32.0000
244,1,0.0022,2.0000,0.0645,0.0000,1.0000,0.0000,1.0000,0.0000,2.8226,32.0000
245,1,0.0069,3.0000,0.1067,0.0000,1.0000,0.0000,1.0000,0.0000,4.5161,31.0000
246,1,0.0069,3.0000,0.1067,0.0000,1.0000,0.0000,1.0000,0.0000,4.5161,31.0000
247,3,0.0130,3.3333,0.1285,0.1419,1.0000,0.0000,1.0000,0.0000,5.5914,31.0000
248,3,0.0130,3.3333,0.1285,0.1419,1.0000,0.0000,1.0000,0.0000,5.5914,31.0000
249,2,0.0099,3.0000,0.1285,0.0850,1.0000,0.0000,1.0000,0.0000,6.2069,30.0000
250,2,0.0099,3.0000,0.1285,0.0850,1.0000,0.0000,1.0000,0.0000,6.2069,30.0000
251,2,0.0053,2.5000,0.0929,0.0000,1.0000,0.0000,1.0000,0.0000,3.6946,29.0000
252,2,0.0053,2.5000,0.0929,0.0000,1.0000,0.0000,1.0000,0.0000,3.6946,29.0000
253,1,0.0356,5.0000,0.2236,0.5424,1.0000,0.0000,1.0000,0.0000,5.4348,24.0000
254,1,0.0356,5.0000,0.2236,0.5424,1.0000,0.0000,1.0000,0.0000,5.4348,24.0000
255,0
256,2,0.0126,3.0000,0.1076,0.1855,1.0000,0.0000,1.0000,0.0000,4.3011,31.0000
257,2,0.0126,3.0000,0.1076,0.1855,1.0000,0.0000,1.0000,0.0000,4.3011,31.0000
258,1,0.0079,3.0000,0.1143,0.4747,1.0000,0.0000,1.0000,0.0000,3.4483,29.0000
259,1,0.0079,3.0000,0.1143,0.4747,1.0000,0.0000,1.0000,0.0000,3.4483,29.0000
260,1,0.0033,2.0000,0.0800,0.0000,1.0000,0.0000,1.0000,0.0000,5.8462,26.0000
261,1,0.0033,2.0000,0.0800,0.0000,1.0000,0.0000,1.0000,0.0000,5.8462,26.0000
262,2,0.0132,4.0000,0.1494,0.1823,1.0000,0.0000,1.0000,0.0000,6.6667,30.0000
263,2,0.0132,4.0000,0.1494,0.1823,1.0000,0.0000,1.0000,0.0000,6.6667,30.0000
264,1,0.0023,2.0000,0.0667,0.0000,1.0000,0.0000,1.0000,0.0000,3.4409,31.0000
265,1,0.0023,2.0000,0.0667,0.0000,1.0000,0.0000,1.0000,0.0000,3.4409,31.0000
266,4,0.0060,2.2500,0.0881,0.2365,1.2500,82.4785,1.0000,0.0000,3.2020,29.0000
267,4,0.0060,2.2500,0.0881,0.2365,1.2500,82.4785,1.0000,0.0000,3.2020,29.0000
268,1,0.0036,2.0000,0.0833,0.0000,1.0000,0.0000,1.0000,0.0000,6.3333,25.0000
269,1,0.0036,2.0000,0.0833,0.0000,1.0000,0.0000,1.0000,0.0000,6.3333,25.0000
270,1,0.0290,5.0000,0.2143,0.4460,1.0000,0.0000,1.0000,0.0000,6.3333,25.0000
271,1,0.0290,5.0000,0.2143,0.4460,1.0000,0.0000,1.0000,0.0000,6.3333,25.0000
272,1,0.0031,2.0000,0.0769,0.0000,1.0000,0.0000,1.0000,0.0000,4.2735,27.0000
273,1,0.0031,2.0000,0.0769,0.0000,1.0000,0.0000,1.0000,0.0000,4.2735,27.0000
274,1,0.0189,5.0000,0.1773,0.5259,1.0000,0.0000,1.0000,0.0000,3.9080,30.0000
275,1,0.0189,5.0000,0.1773,0.5259,1.0000,0.0000,1.0000,0.0000,3.9080,30.0000
276,2,0.0114,3.0000,0.1217,0.1358,1.5000,294.4946,1.0000,0.0000,5.5556,28.0000
277,2,0.0114,3.0000,0.1217,0.1358,1.5000,294.4946,1.0000,0.0000,5.5556,28.0000
278,2,0.0075,3.5000,0.1201,0.1700,1.5000,119.1074,1.0000,0.0000,4.4355,32.0000
279,2,0.0075,3.5000,0.1201,0.1700,1.5000,119.1074,1.0000,0.0000,4.4355,32.0000
280,2,0.0324,4.0000,0.1750,0.4160,1.0000,0.0000,1.0000,0.0000,3.4483,29.0000
281,2,0.0324,4.0000,0.1750,0.4160,1.0000,0.0000,1.0000,0.0000,3.4483,29.0000
282,2,0.0053,2.0000,0.1000,0.5000,1.0000,0.0000,1.0000,0.0000,3.3333,21.0000
283,2,0.0053,2.0000,0.1000,0.5000,1.0000,0.0000,1.0000,0.0000,3.3333,21.0000
284,0
285,0
286,3,0.0213,3.0000,0.1434,0.2473,1.0000,0.0000,1.0000,0.0000,3.9080,30.0000
287,3,0.0213,3.0000,0.1434,0.2473,1.0000,0.0000,1.0000,0.0000,3.9080,30.0000
288,2,0.0023,2.0000,0.0667,0.0000,1.0000,0.0000,1.0000,0.0000,2.7957,31.0000
289,2,0.0023,2.0000,0.0667,0.0000,1.0000,0.0000,1.0000,0.0000,2.7957,31.0000
290,1,0.0106,3.0000,0.1276,0.3310,1.0000,0.0000,1.0000,0.0000,3.2020,29.0000
291,1,0.0106,3.0000,0.1276,0.3310,1.0000,0.0000,1.0000,0.0000,3.2020,29.0000
292,4,0.0238,3.5000,0.1501,0.2742,1.0000,0.0000,1.0000,0.0000,4.4335,29.0000
293,4,0.0238,3.5000,0.1501,0.2742,1.0000,0.0000,1.0000,0.0000,4.4335,29.0000
294,1,0.0053,3.0000,0.1071,0.6116,1.0000,0.0000,1.0000,0.0000,2.4631,29.0000
295,1,0.0053,3.0000,0.1071,0.6116,1.0000,0.0000,1.0000,0.0000,2.4631,29.0000
296,0
297,1,0.0198,6.0000,0.2609,0.4183,1.0000,0.0000,1.0000,0.0000,6.1594,24.0000
298,1,0.0198,6.0000,0.2609,0.4183,1.0000,0.0000,1.0000,0.0000,6.1594,24.0000
299,1,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,1.0000,0.0000,7.8818,29.0000
300,1,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,1.0000,0.0000,7.8818,29.0000
