tempo,quantidadePAs,articulation_points_percentage,betweenness,degree,closeness,eigenvector,lifespan,mobility,fragmentationImpact,k_connectivity,density,number_of_cars
375,1,1.562,0.02509,4.75,0.1012,0.09862,1,0,1,0,4.663,64
376,1,1.408,0.007402,3.833,0.08782,0.07259,1.167,137.7,1,0,3.058,71
377,1,1.429,0.01636,4,0.08807,0.0215,1,0,1.25,0,5.673,70
378,1,1.316,0.01541,3.75,0.08534,0.02331,1,0,1,0,4.702,76
379,1,1.299,0.00409,4.571,0.07621,0.03454,1,0,1,0,6.904,77
380,1,1.235,0.0412,4.5,0.1365,0.02131,1,0,1,0,7.994,81
381,1,1.22,0.01427,3.5,0.07675,0.03464,1,0,1,0,4.155,82
382,1,1.25,0.01563,3.429,0.09365,0.01922,1.286,165.5,1,0,4.209,80
383,1,1.235,0.02075,3.727,0.08952,0.02958,1.182,32,1,0,5.185,81
384,1,1.176,0.0004303,2.5,0.02976,6.461e-22,1.5,174,1,0,5.378,85
385,1,1.351,0.009323,2.8,0.06117,0.005507,1,0,1.1,0,3.702,74
386,1,1.351,0.003995,2.25,0.05809,0.0004112,1,0,1,0,9.034,74
387,1,1.19,0.02191,4.286,0.1175,0.029,1.286,90.45,1,0,5.594,84
388,1,1.266,0.01242,2.9,0.06076,0.001951,1.3,88.27,1,0,6.264,79
389,1,1.449,0.002195,2.5,0.04669,7.008e-09,1,0,1,0,7.289,69
390,1,1.515,0.004327,4,0.06479,0.06761,1,0,1,0,2.89,66
391,1,1.429,0.02107,2.429,0.1085,0.008301,1,0,1,0,5.88,70
392,1,1.408,0.0008282,3,0.04286,1.144e-21,1,0,1,0,4.225,71
393,1,1.316,0.0449,5,0.1096,0.04645,1,0,1,0,5.263,76
394,1,1.316,0.005465,2.833,0.06516,0.01399,1.167,51.3,1,0,7.754,76
395,1,1.205,0.004905,3.889,0.06651,0.0095,1,0,1,0,4.202,83
396,1,1.235,0.01069,3,0.07651,0.006281,1,0,1.222,0,6.543,81
397,1,1.22,0.01214,3,0.134,0.02259,1,0,1,0,5.601,82
398,1,1.299,0.008947,2.3,0.05693,0.002502,1,0,1,0,4.238,77
399,1,1.37,0.02664,4.571,0.125,0.05573,1.143,43.07,1,0,4.566,73
400,1,1.515,0.008654,3,0.0634,0.01309,1.333,335.4,1.167,0,4.476,66
401,1,1.515,0.0009615,2.25,0.03731,4.856e-13,1,0,1,0,4.895,66
402,1,1.515,0.004935,3.444,0.07496,0.02824,1,0,1,0,6.2,66
403,1,1.408,0.01901,5,0.108,0.05646,1,0,1,0,6.439,71
404,1,1.351,0.02202,4,0.1081,0.0321,1,0,1,0,3.332,74
405,1,1.449,0.0313,4,0.09106,0.03449,1,0,1,0,4.433,69
406,1,1.351,0.04051,2.727,0.09253,0.003526,1.091,45.2,1,0,6.035,74
407,1,1.299,0.002556,3.143,0.05316,0.0004618,1.143,59.76,1,0,6.562,77
408,1,1.205,0.01018,3.167,0.05558,0.01981,1.083,45.48,1,0,4.349,83
409,1,1.235,0.02093,4.375,0.08935,0.02122,1.125,65.79,1,0,7.099,81
410,1,1.22,0.0007407,2.4,0.03226,7.218e-22,1.6,247.7,1,0,6.926,82
411,1,1.235,0.01034,4,0.09413,0.02563,1,0,1,0,5.031,81
412,1,1.333,0.006201,2.75,0.06679,0.0008243,1,0,1,0,4.108,75
413,1,1.282,0.02054,4.714,0.1162,0.06791,1,0,1,0,4.895,78
414,1,1.299,0.009298,2.5,0.06482,0.01996,1,0,1,0,4.409,77
415,1,1.408,0.01633,3,0.07666,0.001946,1,0,1.143,0,8.491,71
416,1,1.333,0.02524,4.625,0.09169,0.05101,1.25,137.1,1,0,4.901,75
417,1,1.22,0.01142,3.167,0.07155,0.008149,1,0,1,0,4.216,82
418,1,1.205,0.009937,3.667,0.07685,0.03206,1.333,157.9,1.167,0,4.731,83
419,1,1.205,0.001104,2.667,0.03608,6.088e-11,1,0,1,0,4.525,83
420,1,1.25,0.001082,2.667,0.03741,1.192e-19,1,0,1.333,0,6.392,80
421,1,1.299,0.0005848,2.667,0.03509,2.439e-09,1.333,223.5,1,0,7.245,77
422,1,1.515,0.02376,3.286,0.09989,0.01858,1,0,1,0,5.501,66
423,1,1.389,0.007422,3.333,0.06603,0.01539,1.111,109.1,1,0,5.399,72
424,1,1.266,0.01685,8.667,0.1291,0.1439,1,0,1,0,4.933,79
425,1,1.408,0.00352,2.75,0.0652,0.004788,1.25,127.6,1,0,6.237,71
426,1,1.25,0.01131,3.857,0.07403,0.02554,1,0,1.143,0,4.778,80
427,1,1.25,0.0177,4.071,0.08042,0.03319,1.143,48.13,1,0,3.449,80
428,1,1.538,0.003307,3,0.05913,0.007825,1,0,1,0,3.942,65
429,1,1.37,0.01418,3.25,0.07092,0.01641,1,0,1,0,6.393,73
430,1,1.37,0.001565,4,0.05787,2.536e-09,1,0,1,0,5.099,73
431,1,1.389,0.007713,2.833,0.06688,0.005994,1.333,233.3,1,0,5.164,72
432,1,1.299,0.0005263,2.5,0.03289,7.437e-13,1.5,76.42,1,0,4.648,77
433,1,1.389,0.007948,3.25,0.08394,0.01325,1,0,1.25,0,5.438,72
434,1,1.429,0.01687,3.625,0.08436,0.02323,1,0,1,0,5.383,70
435,1,1.429,0.003197,2.75,0.0588,0.01302,1,0,1.25,0,5.383,70
436,1,1.333,0.002803,2.286,0.0379,6.621e-13,1.143,102.6,1,0,3.748,75
437,1,1.266,0.004255,2.556,0.04589,3.862e-06,1,0,1.111,0,2.726,79
438,1,1.429,0.007104,3.222,0.0727,0.02335,1.222,186.1,1,0,5.383,70
439,1,1.333,0.003517,3.5,0.06278,1.198e-05,1.167,83.6,1,0,4.396,75
440,1,1.333,0.05279,6.167,0.1231,0.03203,1,0,1,0,7.748,75
441,1,1.205,0.0005019,2.333,0.02947,7.282e-15,1.167,159.8,1,0,6.612,83
442,1,1.266,0.001665,3.286,0.04922,0.01675,1,0,1,0,4.901,79
443,1,1.316,0.003964,3.6,0.06306,0.08821,1.2,69.58,1,0,2.351,76
444,1,1.515,0.0004808,2,0.03077,1.929e-11,1,0,1,0,3.73,66
445,1,1.351,0.002473,2.5,0.04607,0.0002275,1.167,114.3,1,0,5.109,74
446,1,1.333,0.0003702,2,0.02703,2.193e-39,1,0,1,0,8.468,75
447,1,1.22,0.0169,4.75,0.09651,7.189e-07,1,0,1,0,11.68,82
448,1,1.136,0.02202,4.2,0.1014,6.894e-07,1,0,1,0,14.11,88
449,1,1.031,0.06579,3.5,0.09693,7.127e-05,1,0,1,0,13.4,97
450,1,0.8929,0.03656,3.8,0.1147,3.751e-06,1,0,1.4,0,10.89,112
451,1,0.9009,0.005683,5.286,0.07169,0.01281,1,0,1,0,7.584,111
452,1,1.064,0.009184,3.5,0.06403,0.02544,1.062,28.74,1,0,3.477,94
453,1,1.25,0.00838,2.545,0.05227,0.005835,1.091,26.21,1,0,5.095,80
454,1,1.316,0.02353,3.4,0.07684,0.01271,1,0,1,0,4.351,76
455,1,1.351,0.01084,3,0.08154,0.01552,1,0,1,0,5.924,74
456,1,1.282,0.004101,3,0.0624,0.01091,1,0,1,0,5.794,78
457,1,1.389,0.009738,3.4,0.07182,0.04783,1,0,1,0,2.817,72
458,1,1.587,0.009519,2.667,0.05528,0.04288,1,0,1,0,3.021,63
459,1,1.695,0.03751,5,0.1553,0.03986,1,0,1,0,8.124,59
460,1,1.449,0.02563,3.429,0.1101,0.05339,1,0,1,0,3.495,69
461,1,1.408,0.0006211,2,0.03036,2.698e-12,1,0,1,0,5.352,71
462,1,1.449,0.01149,4,0.1142,0.03591,1.167,103.8,1,0,6.223,69
463,1,1.37,0.01403,5.333,0.1576,0.05349,1.333,204.3,1,0,6.05,73
464,1,1.429,0.006309,4,0.08589,0.04455,1,0,1,0,5.259,70
465,1,1.25,0.0004869,2.5,0.03165,2.925e-32,1,0,1,0,5.854,80
466,1,1.235,0.02152,4.667,0.1226,0.01717,1,0,1,0,7.623,81
467,1,1.316,0.02063,3.75,0.07582,0.02224,1,0,1,0,4.772,76
468,1,1.316,0.008228,3.75,0.06846,0.0548,1.167,57.44,1,0,3.439,76
469,1,1.333,0.007881,3.714,0.07507,0.02308,1,0,1,0,4.144,75
470,1,1.37,0.01928,2.571,0.06311,0.001867,1,0,1.143,0,4.566,73
471,1,1.449,0.006453,2.5,0.06137,0.00668,1.1,52.72,1,0,4.987,69
472,1,1.493,0.02269,3.667,0.1156,0.03468,1.167,50.18,1,0,6.875,67
473,1,1.449,0.006923,3.25,0.07124,0.01813,1,0,1,0,4.646,69
474,1,1.493,0.0004662,2,0.0303,3.438e-16,1,0,1,0,3.709,67
475,1,1.37,0.008998,4.125,0.07733,0.03773,1,0,1,0,4.11,73
476,1,1.333,0.003642,4,0.07001,0.05437,1.182,83.62,1,0,3.964,75
477,1,1.389,0.01321,5.5,0.1094,0.06647,1,0,1,0,4.89,72
478,1,1.429,0.02574,3.625,0.08714,0.004983,1,0,1,0,5.59,70
479,1,1.235,0.02329,3.2,0.1059,0.001378,1.2,85.39,1.2,0,7.623,81
480,1,1.333,0.008626,3,0.07328,0.008939,1.1,42.12,1.1,0,5.658,75
481,1,1.333,0.002539,3,0.05366,0.001284,1.429,262.4,1.143,0,3.82,75
482,1,1.351,0.01812,3.125,0.1046,0.01301,1.375,241.5,1.125,0,6.997,74
483,1,1.299,0.00117,2.667,0.03889,1.84e-10,1,0,1.333,0,4.614,77
484,1,1.316,0.01725,3.444,0.09164,0.03753,1,0,1,0,4.175,76
485,1,1.316,0.002432,2.5,0.04922,0.005762,1,0,1,0,4.877,76
486,1,1.449,0.003439,2.833,0.06212,0.01468,1,0,1,0,3.794,69
487,1,1.587,0.005288,2.5,0.07816,0.02303,1,0,1,0,5.376,63
488,1,1.333,0.01106,3,0.08275,0.004306,1.25,179.4,1,0,4.252,75
489,1,1.587,0.0005288,2,0.03226,3.797e-13,1,0,1,0,4.608,63
490,1,1.724,0.01271,4.2,0.1318,0.07887,1,0,1,0,5.082,58
491,1,1.613,0.01158,2.875,0.06695,0.04017,1,0,1,0,2.591,62
492,1,1.613,0.0005464,2,0.03279,1.409e-11,1,0,1,0,6.928,62
493,1,1.37,0.02289,4,0.1171,0.04714,1,0,1,0,4.11,73
494,1,1.282,0.01073,4.2,0.0795,0.007616,1.2,96.32,1,0,5.528,78
495,1,1.316,0.004036,3.4,0.06568,0.00497,1,0,1.2,0,5.719,76
496,1,1.316,0.01388,3.8,0.1213,0.02059,1,0,1,0,7.088,76
497,1,1.351,0.00848,3,0.07109,0.008367,1,0,1,0,4.665,74
498,1,1.408,0.03251,3,0.1003,0.007648,1.333,134.2,1.167,0,5.151,71
499,1,1.493,0.006702,2.875,0.05655,0.001751,1,0,1,0,7.598,67
500,1,1.493,0.01008,3,0.06072,0.05347,1.125,139.2,1,0,2.804,67
501,1,1.587,0.00238,3.5,0.06443,0.06235,1,0,1,0,3.482,63
502,1,1.515,0.008894,3.75,0.1014,0.04184,1,0,1,0,5.315,66
503,1,1.389,0.0004024,2,0.02817,1.564e-16,1,0,1,0,7.825,72
504,1,1.282,0.01219,2.333,0.09856,0.01188,1,0,1,0,6.094,78
505,1,1.37,0.03884,4.727,0.09973,0.08381,1.182,171.9,1.091,0,3.539,73
506,1,1.389,0.06114,3.417,0.09128,0.0491,1.167,52.13,1.167,0,4.108,72
507,1,1.429,0.01115,3.571,0.0944,0.007814,1,0,1,0,6.625,70
508,1,1.19,0.0204,2.857,0.05794,8.73e-08,1,0,1,0,7.774,84
509,1,1.111,0.0007661,4,0.04494,2.857e-10,1,0,1,0,11.76,90
510,0,0,0,0,0,0,0,0,0,0,11.94,101
511,1,0.885,0.001072,3.2,0.03344,4.201e-11,1,0,1,0,11.92,113
512,1,0.8197,0.03094,4.8,0.06812,4.767e-06,1,0,1,0,12.41,122
513,1,0.8197,0.01276,3,0.09472,3.859e-06,1,0,1,0,12.83,122
514,1,0.7463,0.06203,4.889,0.1108,0.0009042,1,0,1,0,6.307,134
515,1,0.8264,0.008952,3.833,0.0569,2.671e-06,1,0,1,0,4.463,121
516,1,1.087,0.01235,2.714,0.05475,0.000924,1,0,1,0,6.617,92
517,1,1.149,0.004651,3.167,0.05704,0.001882,1,0,1.167,0,7.458,87
518,1,1.351,0.008095,3.333,0.05863,0.04055,1,0,1,0,3.628,74
519,1,1.429,0.007436,5.333,0.09997,0.09997,1,0,1,0,4.017,70
520,1,1.37,0.005477,3,0.07302,0.01123,1.5,386.9,1,0,4.566,73
521,1,1.408,0.00559,3.167,0.05843,0.05418,1,0,1,0,4.427,71
522,1,1.429,0.01179,4.333,0.1183,0.04765,1,0,1,0,7.495,70
523,1,1.408,0.01436,2.909,0.07092,0.01282,1.091,19.47,1,0,5.312,71
524,1,1.493,0.05783,4.75,0.1298,0.07717,1.25,144.3,1.125,0,5.066,67
525,1,1.449,0.01399,3.857,0.09351,0.03628,1.286,59.14,1,0,5.115,69
526,1,1.299,0.01246,2.833,0.08132,0.002666,1,0,1,0,5.366,77
527,1,1.22,0.005538,3.833,0.06381,0.02525,1.333,241.2,1,0,4.517,82
528,1,1.299,0.005709,4.4,0.07889,0.03452,1,0,1,0,5.673,77
529,1,1.282,0.09052,4.556,0.1226,0.03063,1.111,48.87,1.111,0,5.994,78
530,1,1.333,0.009134,3.7,0.07855,0.02406,1,0,1,0,6.09,75
531,1,1.235,0.002813,3.667,0.06321,0.02691,1.111,65.31,1,0,5.401,81
532,1,1.316,0.01862,3.167,0.0646,0.005874,1.333,174,1,0,4.386,76
533,1,1.266,0.003108,3.333,0.04518,5.434e-10,1.333,374.5,1,0,6.589,79
534,1,1.235,0.0005877,2.143,0.02893,6.995e-26,1,0,1,0,5,81
535,1,1.22,0.004067,4.167,0.06172,0.006275,1,0,1,0,4.456,82
536,1,1.429,0.007843,3,0.08646,0.01969,1.2,103,1,0,5.01,70
537,1,1.471,0.0147,3.25,0.09157,0.0262,1,0,1,0,5.97,68
538,1,1.429,0.005009,2.75,0.05397,0.008378,1.25,111.7,1,0,4.886,70
539,1,1.333,0.01612,4.5,0.1039,0.02499,1,0,1,0,3.964,75
540,1,1.389,0.03421,6,0.1311,0.02231,1,0,1,0,5.086,72
541,1,1.235,0.002833,3.556,0.07179,0.0234,1.111,74.27,1,0,4.383,81
542,1,1.351,0.08184,3.5,0.1091,0.0001994,1.167,87.22,1,0,8.404,74
543,1,1.22,0.009436,3.286,0.06018,0.0007893,1.143,157.6,1,0,5.812,82
544,1,1.25,0.01781,3.125,0.08055,0.004535,1.5,299.6,1.25,0,5.538,80
545,1,1.25,0.008763,4.667,0.06369,0.07368,1.667,331.7,1.333,0,4.715,80
546,1,1.37,0.0007825,3,0.04167,9.923e-08,1,0,1,0,5.784,73
547,1,1.471,0.004372,3.333,0.06989,0.002584,1,0,1,0,6.146,68
548,1,1.389,0.01268,4.5,0.1192,0.0428,1,0,1,0,6.221,72
549,1,1.471,0.02166,3.444,0.09133,0.04793,1,0,1,0,4.565,68
550,1,1.471,0.002488,2.5,0.04812,0.01471,1,0,1,0,3.6,68
551,1,1.471,0.008443,3.333,0.07418,0.005846,1,0,1,0,5.312,68
552,1,1.538,0.000496,2,0.03125,1.917e-14,2,571.3,1,0,5,65
553,1,1.515,0.0004808,2,0.03077,1.036e-12,1,0,1,0,6.946,66
554,1,1.333,0.01384,2.25,0.05436,0.001963,1,0,1.125,0,4.072,75
555,1,1.408,0.002262,3,0.0527,0.02309,1,0,1,0,4.225,71
556,1,1.515,0.0004808,2,0.03077,3.392e-33,2,1032,1,0,3.077,66
557,1,1.449,0.01457,2.8,0.09991,0.006467,1,0,1.2,0,9.463,69
558,1,1.282,0.003027,3,0.04778,0.001307,1,0,1,0,4.695,78
559,1,1.22,0.002639,2.8,0.04427,0.007042,1,0,1,0,2.559,82
560,1,1.266,0.002609,3,0.05543,0.009072,1.167,81.96,1,0,8.536,79
561,1,1.282,0.007612,2.727,0.05508,0.01266,1.091,62.01,1,0,4.229,78
562,1,1.266,0.01236,4.25,0.09563,0.04548,1,0,1,0,5.68,79
563,1,1.351,0.03843,4.857,0.1375,0.04275,1.286,127,1,0,6.331,74
564,1,1.408,0.004796,4.25,0.07982,0.01307,1,0,1,0,6.197,71
565,1,1.266,0.002731,3.2,0.05259,2.818e-05,1,0,1,0,7.368,79
566,1,1.25,0.02881,6,0.1218,0.05598,1.25,117.9,1,0,5.665,80
567,1,1.266,0.009796,3.4,0.09087,0.03473,1,0,1,0,4.317,79
568,1,1.408,0.007591,3,0.09203,0.002844,1.333,196.8,1,0,5.594,71
569,1,1.429,0.01685,3.778,0.09718,0.03662,1,0,1,0,5.756,70
570,1,1.351,0.01398,4.5,0.1116,0.02254,1.25,186.9,1,0,8.219,74
571,1,1.299,0.005333,3.2,0.05861,0.01132,1,0,1.2,0,5.4,77
572,1,1.333,0.004582,2.875,0.06724,0.01484,1,0,1,0,7.207,75
573,1,1.389,0.027,3.3,0.09235,0.02269,1.3,135.4,1,0,5.203,72
574,1,1.493,0.01213,4.25,0.1059,0.0341,1,0,1,0,5.925,67
575,1,1.266,0.01242,2.571,0.08146,0.01102,1,0,1,0,6.037,79
576,1,1.37,0.001109,2.667,0.0399,2.759e-18,1,0,1,0,5.632,73
577,1,1.25,0.02694,5.333,0.1039,0.09605,1.167,116.8,1,0,5.222,80
578,1,1.205,0.004546,2.75,0.05721,0.0009802,1,0,1,0,8.022,83
579,1,1.163,0.01317,4,0.195,0.01275,1,0,1,0,9.767,86
580,1,1.19,0.01079,3.5,0.07172,0.01137,1.1,68.77,1.1,0,8.147,84
581,1,1.205,0.007729,4,0.06969,0.01682,1,0,1,0,6.289,83
582,1,1.266,0.03628,4.25,0.108,0.002301,1,0,1,0,6.297,79
583,1,1.149,0.008947,4.667,0.1193,0.02182,1,0,1,0,6.87,87
584,1,1.235,0.07511,5.667,0.1477,0.02,1,0,1,0,8.519,81
585,1,1.205,0.007227,3.429,0.06114,0.01101,1,0,1,0,5.407,83
586,1,1.299,0.002281,3.5,0.04792,0.006437,1,0,1,0,3.623,77
587,1,1.562,0.01382,4.5,0.1501,0.02607,1,0,1,0,8.383,64
588,1,1.37,0.001174,2.5,0.04167,1.346e-09,1,0,1,0,5.936,73
589,1,1.235,0.02586,3.727,0.08482,0.03593,1,0,1,0,2.747,81
590,1,1.316,0.001742,2.333,0.03654,4.219e-09,1,0,1,0,4.842,76
591,1,1.471,0.004555,3.5,0.07369,0.07757,1.167,99.9,1,0,2.985,68
592,1,1.429,0.01268,4.167,0.09324,0.05171,1.167,134.1,1,0,4.513,70
593,1,1.351,0.009134,3,0.06715,0.01245,1.312,193.1,1.062,0,5.813,74
594,1,1.299,0.04234,5,0.1775,0.04067,1,0,1,0,7.758,77
595,1,1.266,0.006993,3.625,0.06443,0.01964,1.125,85.04,1,0,3.311,79
596,1,1.449,0.001819,3.714,0.05921,0.02706,1,0,1,0,5.115,69
597,1,1.351,0.01823,6,0.1526,0.08529,1.25,65.81,1,0,5.146,74
598,1,1.493,0.0004662,2,0.0303,7.566e-15,1,0,1,0,7.01,67
599,1,1.667,0.0138,4.4,0.1065,0.0817,1,0,1,0,3.729,60
600,1,1.923,0.01757,3.4,0.1035,0.04144,1,0,1,0,5.656,52
601,1,2.326,0.07317,5.5,0.1872,0.2632,1,0,1,0,5.759,43
602,0,0,0,0,0,0,0,0,0,0,3.136,42
603,1,2.381,0.008176,3.667,0.1069,0.09291,1,0,1,0,5.807,42
604,1,2.632,0.03837,4.4,0.2049,0.09195,1,0,1,0,8.962,38
605,1,2.778,0.02941,2.5,0.1175,0.07545,1.25,33.68,1,0,4.921,36
606,0,0,0,0,0,0,0,0,0,0,1.351,37
607,1,3.03,0.003024,2.5,0.07812,3.264e-06,1,0,1,0,6.818,33
608,1,2.778,0.003922,2.333,0.07333,0.1582,1,0,1,0,2.857,36
609,0,0,0,0,0,0,0,0,0,0,11.18,31
610,1,2.632,0.003003,2.5,0.07027,7.772e-07,1,0,1,0,5.832,38
611,1,3.03,0.01512,2.5,0.1039,0.1198,1,0,1,0,3.409,33
612,1,3.03,0.05746,3,0.1806,0.02176,1,0,1,0,9.091,33
613,1,2.703,0.006349,3.5,0.1086,0.1336,1,0,1,0,4.805,37
614,1,3.125,0.004301,2.667,0.08602,0.2051,1,0,1,0,2.419,32
615,1,3.03,0.002016,2,0.0625,2.103e-07,1,0,1,0,3.788,33
616,1,3.571,0.008547,2.5,0.1037,0.1404,1,0,1,0,4.233,28
617,1,3.333,0.01724,3.75,0.1597,0.11,1,0,1,0,7.356,30
618,1,2.632,0.02402,3.667,0.1396,0.2187,1.333,110.9,1.333,0,3.983,38
619,1,2.632,0.001502,2,0.05405,2.126e-10,1,0,1,0,2.418,38
620,1,2.857,0.003565,2,0.06618,7.957e-06,1,0,1,0,2.689,35
621,1,3.03,0.03528,3,0.1268,0,1,0,1.167,0,4.167,33
622,1,2.857,0.0404,4,0.1549,0.1402,1.667,224,1,0,5.21,35
623,1,2.632,0.002503,2,0.05856,3.686e-07,1,0,1,0,3.129,38
624,0,0,0,0,0,0,0,0,0,0,3.03,33
625,1,2.941,0.06581,4.5,0.1988,0.2059,1,0,1,0,4.635,34
626,1,3.226,0.03563,4.5,0.1859,0.3191,1,0,1,0,5.376,31
627,1,3.448,0.002646,2,0.07143,8.088e-08,1,0,1,0,6.404,29
628,1,3.03,0.06452,5,0.1749,0.2498,1,0,1,0,5.114,33
629,0,0,0,0,0,0,0,0,0,0,3.03,33
630,0,0,0,0,0,0,0,0,0,0,2.581,31
631,1,3.03,0.00336,2,0.06771,4.294e-05,1,0,1,0,1.705,33
632,1,2.941,0.01515,5,0.1558,0.4963,1,0,1,0,4.1,34
633,1,3.03,0.04335,3.25,0.1371,0.2662,1.25,92.72,1,0,4.545,33
634,1,3.03,0.02823,5,0.1833,0.3338,1,0,1,0,4.545,33
635,1,2.632,0.006757,4,0.1192,0.1221,1,0,1,0,5.121,38
636,1,2.703,0.03889,4,0.1719,0.1729,1,0,1.5,0,4.805,37
637,1,2.5,0.005848,3,0.09202,0.09172,1,0,1,0,4.359,40
638,1,2.778,0.001681,2,0.05714,2.119e-07,1,0,1,0,7.937,36
639,1,2.439,0.004103,2.4,0.06925,2.283e-06,1,0,1,0,5,41
640,1,2.439,0.03811,4.667,0.1503,0.1284,1.333,119.1,1,0,4.756,41
641,1,2.632,0.009259,2.5,0.08551,0,1,0,1.167,0,3.272,38
642,1,2.778,0.01092,3,0.09857,0.2309,1.5,296.6,1,0,2.698,36
643,0,0,0,0,0,0,0,0,0,0,8.556,34
644,0,0,0,0,0,0,0,0,0,0,3.453,37
645,1,2.703,0.003175,3,0.08333,9.44e-06,1,0,1,0,3.754,37
646,1,2.222,0.03858,3.5,0.1587,0.03872,1,0,1,0,5.556,45
647,1,2.439,0.08115,5.4,0.198,0.08083,1,0,1,0,7.561,41
648,1,2.439,0.01987,4,0.1282,0.3133,1,0,1,0,2.805,41
649,1,2.941,0.01515,3.25,0.1128,0.2846,1,0,1,0,3.209,34
650,1,2.778,0.001681,2,0.05714,2.534e-09,1,0,1,0,6.508,36
651,1,2.632,0.007007,2.333,0.08679,0.02259,1,0,1,0,6.97,38
652,1,2.778,0.05557,6.333,0.2162,0.2469,1.667,296.8,1,0,7.302,36
653,0,0,0,0,0,0,0,0,0,0,6.538,40
654,1,2.564,0.009483,3,0.08616,7.719e-06,1,0,1,0,4.588,39
655,1,2.326,0.003871,2,0.05745,4.121e-07,1,0,1,0,9.413,43
656,0,0,0,0,0,0,0,0,0,0,7.051,40
657,1,2.941,0.01136,7,0.2121,0.385,1,0,1,0,4.278,34
658,1,3.704,0.005128,2,0.08333,3.746e-05,1,0,1,0,2.279,27
659,1,3.846,0.03167,3.5,0.17,0.5038,1,0,1.5,0,4.308,26
660,1,3.571,0.005698,2.333,0.09259,0.2039,1,0,1,0,2.646,28
661,1,2.857,0.01901,3,0.1194,0.2723,1,0,1.333,0,4.034,35
662,1,2.703,0.03519,4.5,0.1867,0.1383,1,0,1,0,6.006,37
663,1,2.703,0.02426,4,0.1572,0.2635,1.5,73.38,1,0,3.604,37
664,1,3.125,0.002151,2,0.06452,4.378e-06,1,0,1,0,4.435,32
665,1,2.941,0.005682,2.667,0.09091,0.1272,1,0,1,0,3.03,34
666,1,2.941,0.04876,3.333,0.1979,0.06156,1.667,518.1,1,0,9.091,34
667,1,2.632,0.03679,3,0.1811,0.04166,1,0,1,0,10.81,38
668,1,2.778,0.0797,5,0.2323,0.1183,1,0,1,0,8.254,36
669,1,2.703,0.02857,5,0.1731,0.2746,1,0,1,0,4.805,37
670,1,2.5,0.01147,3.6,0.1078,0.06326,1,0,1,0,4.103,40
671,1,2.439,0.01795,3,0.1223,0.05453,1,0,1,0,6.829,41
672,1,2.222,0.02828,2.75,0.1338,0.04226,1,0,1,0,6.465,45
673,1,2.564,0.01963,3.4,0.147,0.08676,1,0,1,0,6.883,39
674,1,2.778,0.01345,2.5,0.1103,0.1454,1,0,1,0,3.333,36
675,1,2.941,0.001894,2,0.06061,4.92e-05,1,0,1,0,1.961,34
676,1,3.03,0.01344,3.333,0.1319,0.1457,1.333,418.5,1,0,4.924,33
677,1,2.778,0.05084,7,0.2305,0.4414,1,0,1,0,5.079,36
678,1,2.941,0.06818,5,0.2328,0.1005,1,0,1,0,7.843,34
679,1,2.941,0.01768,3.333,0.1258,0.09544,1,0,1,0,4.635,34
680,1,2.857,0.00713,4,0.1176,0.6154,1,0,1,0,1.681,35
681,1,3.448,0.07169,4.2,0.1945,0.1816,1,0,1,0,6.404,29
682,1,2.778,0.01092,3,0.09857,0.2309,1,0,1,0,3.016,36
683,1,3.03,0.007056,2.5,0.09167,5.345e-06,1,0,1,0,4.735,33
684,0,0,0,0,0,0,0,0,0,0,10.89,32
685,1,2.703,0.009841,2.2,0.07596,0.2574,1,0,1,0,1.802,37
686,1,2.703,0.007407,3.5,0.1028,0.1564,1,0,1,0,4.054,37
687,1,2.857,0.01426,3,0.1145,0.06872,1,0,1.5,0,6.05,35
688,1,2.778,0.01849,4,0.1159,0.2736,1,0,1,0,3.492,36
689,1,3.03,0.002016,2,0.0625,2.614e-07,1,0,1,0,4.924,33
690,1,3.03,0.0415,4.5,0.1812,0.2694,1,0,1,0,4.356,33
691,1,2.941,0.008996,3.5,0.1128,0.227,1,0,1,0,3.743,34
692,1,2.778,0.0112,5,0.1575,0.3851,1,0,1,0,3.492,36
693,1,2.5,0.01622,4,0.1334,0.2139,1,0,1,0,3.974,40
694,1,2.857,0.03209,4,0.152,0.1324,1,0,1.25,0,5.21,35
695,1,2.632,0.02215,2.5,0.1066,0.03674,1.5,128.4,1,0,5.548,38
696,1,2.439,0.006838,2.667,0.07833,0.1314,1.667,530.4,1,0,3.537,41
697,1,2.439,0.001282,2,0.05,3.659e-10,1,0,1,0,5.366,41
698,0,0,0,0,0,0,0,0,0,0,7.439,41
699,1,2.632,0.009009,2.75,0.08919,0.1026,1,0,1,0,3.841,38
700,1,2.941,0.003157,2,0.06566,6.622e-07,1,0,1,0,8.913,34
701,1,2.632,0.005255,2.5,0.07928,1.144e-05,1,0,1,0,2.987,38
702,1,2.941,0.0303,3.667,0.1322,0.2011,1.333,206.8,1,0,4.1,34
703,1,3.03,0.002016,2,0.0625,9.046e-06,1,0,1,0,2.083,33
704,1,2.941,0.01831,4.5,0.1744,0.1523,1,0,1,0,7.308,34
705,1,2.703,0.01561,2.833,0.1019,0.06272,1.167,42.05,1,0,4.655,37
706,1,2.703,0.0211,3.8,0.1389,0.1706,1.2,56.9,1,0,4.204,37
707,1,2.703,0.01852,4,0.1548,0.09682,1.333,192.3,1,0,7.958,37
708,0,0,0,0,0,0,0,0,0,0,5.668,39
