tempo,quantidadePAs,articulation_points_percentage,betweenness,degree,closeness,eigenvector,lifespan,mobility,fragmentationImpact,k_connectivity,density,number_of_cars
59,1,3.333,0.002463,2,0.06897,0.7071,1,0,1,0,1.839,30
60,1,3.448,0.009259,2.5,0.1048,6.701e-06,1,0,1,0,4.926,29
61,1,3.571,0.02906,2.2,0.115,0.1228,1,0,1,0,3.968,28
62,1,3.226,0.03008,4.75,0.1704,0.2506,1.5,108.3,1,0,6.452,31
63,1,3.571,0.04558,5,0.2155,0.4527,1,0,1,0,6.085,28
64,1,2.941,0.001894,2,0.06061,1.304e-08,1,0,1,0,6.417,34
65,1,3.704,0.01154,4,0.1571,0.2619,1,0,1,0,4.558,27
66,1,3.333,0.03633,2.75,0.1292,0.07845,1,0,1,0,5.057,30
67,1,3.333,0.004926,2,0.07759,3.758e-07,1,0,1,0,6.667,30
68,1,3.03,0.03562,4.333,0.1712,0.139,1,0,1,0,7.197,33
69,1,3.226,0.01941,3,0.1529,0.05746,1,0,1,0,6.667,31
70,1,3.333,0.002463,2,0.06897,2.114e-08,1,0,1,0,2.529,30
71,1,3.704,0.01538,5,0.1978,0.4333,1,0,1,0,4.274,27
72,1,4.762,0.008772,2,0.1083,0.401,1.333,44.19,1,0,3.333,21
73,1,5.263,0.006536,2,0.1111,0.7071,1,0,1,0,2.339,19
74,1,4.762,0.005263,2,0.1,0.5,1,0,1,0,3.333,21
75,0,0,0,0,0,0,0,0,0,0,3.896,22
76,1,3.448,0.002646,2,0.07143,1.324e-07,1,0,1,0,4.68,29
77,0,0,0,0,0,0,0,0,0,0,6.897,30
78,1,2.857,0.00713,3.5,0.1162,0.1289,1,0,1,0,5.042,35
79,0,0,0,0,0,0,0,0,0,0,1.994,27
80,0,0,0,0,0,0,0,0,0,0,8.308,26
81,1,3.226,0.002299,2,0.06667,2.552e-06,1,0,1,0,6.667,31
82,0,0,0,0,0,0,0,0,0,0,5.231,26
83,0,0,0,0,0,0,0,0,0,0,6.878,28
84,1,3.333,0.0468,4.5,0.2005,0.2412,1,0,1,0,6.207,30
85,1,3.333,0.02463,5,0.2086,0.2644,1,0,1,0,7.126,30
86,1,3.448,0.005291,3,0.1071,0.6116,1,0,1,0,2.217,29
87,0,0,0,0,0,0,0,0,0,0,6.878,28
88,1,3.03,0.01008,3,0.1213,0.07983,1,0,1,0,5.871,33
89,1,2.857,0.003565,3,0.08824,4.286e-06,1,0,1,0,7.059,35
90,1,2.941,0.01452,3.333,0.1103,0.2629,1,0,1,0,3.209,34
91,0,0,0,0,0,0,0,0,0,0,5.82,28
92,1,3.571,0.03063,3.25,0.1599,0.3522,1,0,1,0,3.968,28
93,0,0,0,0,0,0,0,0,0,0,3.385,26
94,0,0,0,0,0,0,0,0,0,0,3,25
95,0,0,0,0,0,0,0,0,0,0,4,25
96,1,3.704,0.02215,7,0.2735,0.3495,1,0,1,0,7.407,27
97,1,3.704,0.01692,4.5,0.1801,0.1502,1,0,1,0,9.402,27
98,1,3.571,0.01709,3,0.165,0.1699,1,0,1,0,5.82,28
99,1,4,0.007246,3,0.125,0.4325,1,0,1,0,3,25
100,1,3.704,0.01128,2.333,0.107,0.2293,1,0,1,0,2.849,27
101,0,0,0,0,0,0,0,0,0,0,3.385,26
102,1,3.448,0.06614,3.6,0.1787,0.2912,1,0,1,0,5.172,29
103,0,0,0,0,0,0,0,0,0,0,1.425,27
104,1,3.571,0.008547,3,0.1185,3.966e-05,1,0,1,0,4.233,28
105,1,3.571,0.02991,3.5,0.1704,0.08512,1,0,1,0,10.05,28
106,1,3.448,0.002646,2,0.07143,0.7071,1,0,1,0,1.232,29
107,0,0,0,0,0,0,0,0,0,0,2.667,25
108,1,3.704,0.003077,2,0.07692,1.158e-07,1,0,1,0,11.11,27
109,0,0,0,0,0,0,0,0,0,0,6.085,28
110,1,3.448,0.008818,3,0.1184,0.1069,1,0,1,0,5.419,29
111,1,4,0.01812,3,0.1667,0.2691,1,0,1,0,4,25
112,1,3.704,0.06154,4,0.2769,0.09255,1,0,1,0,10.26,27
113,1,3.571,0.002849,2,0.07407,1.677e-05,1,0,1,0,2.646,28
114,1,3.571,0.005698,3,0.1111,0.6116,1,0,1,0,2.116,28
115,1,3.846,0.02708,4,0.2042,0.2685,1,0,1,0,4.923,26
116,1,2.941,0.03977,4,0.1487,0.2088,1,0,1,0,4.813,34
117,1,3.226,0.0433,4,0.1944,0.1824,1.5,146.5,1,0,6.667,31
118,0,0,0,0,0,0,0,0,0,0,4.368,30
119,1,3.125,0.02222,4,0.1427,0.1507,1,0,1,0,5.847,32
120,1,2.941,0.02273,4,0.1485,0.3943,1,0,1,0,3.03,34
121,1,3.226,0.005747,3,0.1033,0.2374,1,0,1,0,3.441,31
122,0,0,0,0,0,0,0,0,0,0,8.172,31
123,1,3.448,0.09365,10,0.3673,0.4011,1,0,1,0,10.34,29
124,1,3.226,0.01839,4,0.1633,0.1468,1,0,1,0,6.667,31
125,1,3.704,0.01974,4,0.1603,0.1589,1,0,1,0,7.407,27
126,0,0,0,0,0,0,0,0,0,0,3.448,30
127,1,3.448,0.02381,3.5,0.1379,0.3999,1,0,1,0,3.941,29
128,0,0,0,0,0,0,0,0,0,0,4.743,23
129,1,3.846,0.01,4,0.16,0.5236,1,0,1,0,2.769,26
130,0,0,0,0,0,0,0,0,0,0,5.698,27
131,0,0,0,0,0,0,0,0,0,0,4.926,29
132,1,3.03,0.01411,4,0.1667,0.2317,1,0,1,0,4.924,33
133,1,3.226,0.01655,2.8,0.1157,0.1146,1,0,1,0,5.376,31
134,1,3.448,0.01587,5,0.1944,0.3377,1,0,1,0,6.158,29
135,0,0,0,0,0,0,0,0,0,0,4.368,30
136,0,0,0,0,0,0,0,0,0,0,1.839,30
137,0,0,0,0,0,0,0,0,0,0,4.71,24
138,1,4.348,0.03463,4,0.197,0.388,1,0,1,0,5.138,23
139,0,0,0,0,0,0,0,0,0,0,8.046,30
140,0,0,0,0,0,0,0,0,0,0,8.712,33
141,1,3.03,0.007056,2.5,0.09167,2.639e-05,1,0,1,0,2.841,33
142,0,0,0,0,0,0,0,0,0,0,2.621,32
143,1,3.226,0.006897,3,0.1067,1.775e-05,1,0,1,0,4.516,31
144,1,3.226,0.01379,6,0.2042,0.3679,1,0,1,0,5.376,31
145,1,3.333,0.006568,3.667,0.1264,0.1394,1,0,1,0,5.517,30
146,1,3.448,0.008818,3,0.1159,6.376e-05,1,0,1,0,4.187,29
147,1,4.167,0.03557,5,0.2236,0.5424,2,1122,1,0,5.435,24
148,0,0,0,0,0,0,0,0,0,0,3.692,26
149,1,3.226,0.01287,2.6,0.09614,0.2055,1,0,1,0,4.301,31
150,1,3.448,0.01323,2.5,0.1134,0.344,1.5,51.29,1,0,3.695,29
151,1,3.846,0.008889,2.333,0.1127,0.05665,1,0,1,0,6.769,26
152,1,3.333,0.02463,3,0.1814,0.1495,1,0,1,0,6.207,30
153,1,3.226,0.002299,2,0.06667,9.758e-06,1,0,1,0,3.011,31
154,1,3.448,0.005952,2.25,0.0881,0.2365,1,0,1,0,3.202,29
155,0,0,0,0,0,0,0,0,0,0,6,25
156,1,4,0.02899,4,0.1875,0.3777,1,0,1,0,6,25
157,0,0,0,0,0,0,0,0,0,0,4.558,27
158,1,3.333,0.0468,3,0.1649,0.192,1,0,1,0,4.138,30
159,1,3.704,0.01231,3,0.1264,0.1358,1,0,1,0,5.983,27
160,1,3.125,0.01792,5,0.1877,0.3224,1,0,1,0,4.234,32
161,1,3.571,0.0349,3.5,0.165,0.4412,1,0,1,0,3.175,28
162,0,0,0,0,0,0,0,0,0,0,5.238,21
163,1,3.704,0.003077,2,0.07692,1.137e-05,1,0,1,0,2.849,27
164,0,0,0,0,0,0,0,0,0,0,7.957,31
165,1,3.333,0.01601,2.5,0.1207,0.221,1.5,150.9,1,0,3.218,30
166,1,3.226,0.002299,2,0.06667,4.757e-06,1,0,1,0,2.796,31
167,1,3.571,0.008547,4,0.1481,0.5236,1,0,1,0,2.646,28
168,1,3.448,0.009259,3,0.125,0.1346,1,0,1,0,4.187,29
169,1,3.704,0.006154,3,0.1154,0.6116,1,0,1,0,2.849,27
170,0,0,0,0,0,0,0,0,0,0,3.704,28
171,0,0,0,0,0,0,0,0,0,0,6.522,24
172,1,3.571,0.009497,2.667,0.1208,0.05986,1,0,1,0,8.201,28
173,1,3.333,0.002463,2,0.06897,4.92e-05,1,0,1,0,2.069,30
174,1,3.571,0.02279,3,0.1556,0.2384,1,0,1,0,4.233,28
175,1,3.846,0.02444,3,0.145,0.4613,1.333,75.43,1,0,4.615,26
176,1,3.333,0.002463,2,0.06897,0.7071,2,313.1,1,0,1.149,30
177,1,3.448,0.006173,2.667,0.1012,0.1054,1.667,263.1,1,0,4.926,29
178,1,3.333,0.02381,4,0.1856,0.1028,1,0,1,0,11.26,30
179,1,3.333,0.003695,2.5,0.08621,0.3058,1.5,175.5,1,0,3.218,30
180,1,3.226,0.01379,3,0.1485,0.1792,1,0,1,0,4.516,31
181,0,0,0,0,0,0,0,0,0,0,5.665,29
182,1,3.333,0.04844,2.667,0.1186,0.203,1,0,1,0,4.368,30
183,1,3.571,0.002849,2,0.07407,0.7071,1,0,1,0,1.323,28
184,1,4.348,0.004329,2,0.09091,0.7071,1,0,1,0,2.767,23
185,1,3.571,0.002849,2,0.07407,1.166e-06,1,0,1,0,6.614,28
186,0,0,0,0,0,0,0,0,0,0,7.126,30
187,1,4,0.007246,2.333,0.1042,0.2039,1,0,1,0,2.667,25
188,1,3.704,0.01846,6,0.2356,0.3488,1,0,1,0,7.123,27
189,1,4,0.02174,6,0.2552,0.3488,1,0,1,0,7.333,25
190,1,4,0.02446,2.5,0.1296,0.3915,1,0,1,0,3.333,25
191,1,4,0.003623,2,0.08333,1.73e-18,2,742.7,1,0,4.667,25
192,1,3.571,0.0133,3,0.1252,0.3334,1,0,1,0,4.233,28
193,1,3.704,0.006154,3,0.1154,0.6116,1,0,1,0,2.564,27
194,1,3.571,0.01282,2.667,0.1188,0.2066,1,0,1,0,3.968,28
195,0,0,0,0,0,0,0,0,0,0,2.667,25
196,0,0,0,0,0,0,0,0,0,0,8.615,26
197,0,0,0,0,0,0,0,0,0,0,2.709,29
198,1,3.571,0.06838,6,0.2359,0.3751,1,0,1,0,6.614,28
199,0,0,0,0,0,0,0,0,0,0,6.158,29
200,0,0,0,0,0,0,0,0,0,0,2.759,30
201,1,3.125,0.04516,4,0.1808,0.1612,1,0,1,0,5.847,32
202,1,3.571,0.04217,4.5,0.2468,0.1881,1,0,1,0,9.259,28
203,1,3.226,0.002299,2,0.06667,4.323e-05,1,0,1,0,1.935,31
204,1,3.571,0.02422,4,0.1581,0.3922,1,0,1.5,0,4.497,28
205,1,3.571,0.01425,5,0.1905,0.4546,1,0,1,0,3.704,28
206,1,3.333,0.01232,2.5,0.1095,0.344,1,0,1,0,2.529,30
207,1,3.846,0.008889,3,0.1253,0.3768,1,0,1,0,3.385,26
208,0,0,0,0,0,0,0,0,0,0,1.425,27
209,1,4.348,0.004329,2,0.09091,3.186e-05,1,0,1,0,2.372,23
210,1,4.545,0.009524,2,0.1071,4.271e-05,1,0,1,0,3.03,22
211,1,3.846,0.01333,5,0.2,0.4623,1,0,1,0,6.154,26
212,1,3.226,0.03908,5,0.2025,0.2568,1,0,1,0,5.591,31
213,1,3.125,0.0638,5.5,0.2023,0.3969,1,0,1,0,5.04,32
214,1,3.571,0.008547,4,0.1481,0.1283,1.333,86.37,1,0,7.672,28
215,1,3.704,0.003077,2,0.07692,4.627e-10,1,0,1,0,3.419,27
216,1,3.448,0.05225,3.5,0.1691,0.1324,1,0,1,0,6.158,29
217,1,3.333,0.05076,4,0.2427,0.1024,1,0,1,0,10.57,30
218,1,2.778,0.01905,3,0.1219,0.1747,1,0,1,0,4.127,36
219,1,3.03,0.002016,2,0.0625,0.5,1,0,1,0,1.136,33
220,0,0,0,0,0,0,0,0,0,0,9.091,23
221,1,4.762,0.06316,4,0.245,0.3943,1,0,1,0,7.143,21
222,1,3.846,0.003333,2,0.08,0.7071,1,0,1,0,1.231,26
223,0,0,0,0,0,0,0,0,0,0,2.154,26
224,0,0,0,0,0,0,0,0,0,0,5.419,29
225,1,3.704,0.07231,5.5,0.2935,0.1501,1,0,1,0,13.68,27
226,0,0,0,0,0,0,0,0,0,0,2.91,28
227,1,3.571,0.002849,2,0.07407,8.519e-06,1,0,1,0,2.91,28
228,1,3.571,0.01425,2.5,0.1176,0.344,1,0,1,0,3.175,28
229,1,3.704,0.06962,5,0.2505,0.2675,1,0,1,0,6.838,27
230,0,0,0,0,0,0,0,0,0,0,11.69,26
231,1,3.704,0.0791,3.25,0.1843,0.1667,1,0,1,0,5.413,27
232,1,4.545,0.03333,5,0.2771,0.3291,1,0,1,0,8.658,22
233,1,4,0.01449,3,0.1488,0.331,1,0,1,0,4.333,25
234,1,3.448,0.0172,3.5,0.1561,0.2922,1,0,1,0,3.941,29
235,1,3.333,0.004926,3,0.1034,0.6116,1,0,1,0,3.678,30
236,1,3.333,0.004926,2,0.07759,3.225e-07,1,0,1,0,3.218,30
237,0,0,0,0,0,0,0,0,0,0,6.404,29
238,1,3.846,0.05833,4.25,0.2144,0.341,1,0,1,0,5.846,26
239,1,3.448,0.002646,2,0.07143,6.951e-06,1,0,1,0,4.68,29
240,1,4.762,0.005263,2,0.1,0.7071,1,0,1,0,2.381,21
241,1,4.762,0.02105,5,0.25,0.4623,1,0,1,0,5.714,21
242,0,0,0,0,0,0,0,0,0,0,1.812,24
243,0,0,0,0,0,0,0,0,0,0,0.4762,21
244,0,0,0,0,0,0,0,0,0,0,1.905,21
245,0,0,0,0,0,0,0,0,0,0,8.571,21
246,0,0,0,0,0,0,0,0,0,0,4.348,24
247,1,4.545,0.05238,2.5,0.2082,0.1007,1,0,1,0,9.957,22
248,0,0,0,0,0,0,0,0,0,0,4.926,29
249,1,3.571,0.03276,2.75,0.1269,0.3265,1.25,56.94,1,0,3.704,28
250,1,3.846,0.008889,2.333,0.1049,0.3154,1,0,1,0,2.462,26
251,1,3.704,0.02308,2.667,0.1329,0.3142,1.333,87.87,1,0,2.564,27
252,0,0,0,0,0,0,0,0,0,0,1.846,26
253,0,0,0,0,0,0,0,0,0,0,3.419,27
254,1,3.333,0.05172,5,0.2028,0.2161,1,0,1,0,6.207,30
255,1,3.03,0.0586,5.333,0.2427,0.131,1,0,1,0,10.42,33
256,1,3.448,0.005291,2,0.08036,3.572e-08,1.5,336.6,1,0,3.695,29
257,0,0,0,0,0,0,0,0,0,0,1.449,24
258,0,0,0,0,0,0,0,0,0,0,6,25
259,1,3.571,0.02279,3,0.1765,0.08604,1,0,1,0,7.937,28
260,1,3.226,0.008429,2.333,0.09277,0.2293,1,0,1,0,3.011,31
261,1,3.704,0.006154,3,0.1154,1.922e-05,1,0,1,0,3.704,27
262,0,0,0,0,0,0,0,0,0,0,4,26
263,1,3.448,0.01587,5,0.1786,0.5526,1,0,1,0,3.941,29
264,1,3.03,0.03259,4.667,0.1828,0.1184,1,0,1,0,8.144,33
265,1,3.571,0.01899,2.667,0.137,0.09687,1,0,1,0,7.143,28
266,1,3.226,0.00613,2.333,0.08741,1.151e-07,1,0,1,0,4.731,31
267,1,3.333,0.01642,3.667,0.1446,0.2808,1,0,1,0,4.598,30
268,1,3.333,0.007389,4,0.1379,0.5236,1,0,1,0,3.678,30
269,1,3.125,0.003226,2.5,0.08065,7.459e-06,1,0,1,0,4.032,32
270,0,0,0,0,0,0,0,0,0,0,3.871,31
271,1,3.448,0.007937,2.667,0.1056,0.3156,1,0,1,0,2.956,29
272,1,3.846,0.006667,3,0.12,4.983e-06,1,0,1,0,6.154,26
273,1,4,0.05918,3.333,0.1974,0.239,1,0,1,0,6.333,25
274,0,0,0,0,0,0,0,0,0,0,2.462,26
275,0,0,0,0,0,0,0,0,0,0,7.077,26
276,1,3.704,0.01115,2.75,0.1182,0.2075,1,0,1.25,0,3.989,27
277,1,3.846,0.003333,2,0.08,6.237e-06,1,0,1,0,6.462,26
278,1,4.167,0.01383,2.5,0.1254,0.1236,1,0,1,0,6.159,24
279,1,4,0.004831,2.333,0.09722,0.2039,1,0,1,0,3.333,25
280,1,3.846,0.003333,2,0.08,1.276e-08,2,281.5,1,0,4,26
281,1,4.167,0.003953,2,0.08696,4.711e-06,1,0,1,0,4.71,24
282,1,4.545,0.07143,6,0.3048,0.4155,1,0,1,0,8.658,22
283,1,4,0.003623,2,0.08333,0.7071,1,0,1,0,2.333,25
284,1,3.704,0.009231,4,0.1538,0.5236,1,0,1,0,3.419,27
285,1,3.333,0.01806,2.333,0.1086,0.2626,1,0,1,0,2.529,30
286,1,2.941,0.01136,3,0.1142,0.2471,1,0,1,0,4.1,34
287,1,3.226,0.005364,2.667,0.09444,0.1745,1,0,1,0,2.366,31
288,1,3.571,0.02422,3.5,0.1574,0.3803,1.5,415.4,1,0,4.497,28
289,1,3.571,0.01519,2.333,0.1127,0.5053,1,0,1.333,0,2.91,28
290,0,0,0,0,0,0,0,0,0,0,4.71,24
291,1,4.167,0.03162,2.5,0.1679,0.1905,1,0,1,0,5.435,24
292,1,3.448,0.03307,3.5,0.1794,0.1599,1.5,93.27,1,0,7.143,29
293,1,3.226,0.004598,3,0.1,1.639e-06,1,0,1,0,11.83,31
294,1,3.226,0.003831,2,0.07222,7.208e-06,1,0,1,0,3.871,31
295,1,3.448,0.02469,3,0.1434,0.2056,1,0,1,0,3.941,29
296,0,0,0,0,0,0,0,0,0,0,3.941,29
297,0,0,0,0,0,0,0,0,0,0,8.73,28
298,1,3.226,0.02299,5,0.2123,0.237,1,0,1,0,7.097,31
299,0,0,0,0,0,0,0,0,0,0,3.704,28
300,1,3.333,0.0312,3.667,0.1551,0.4079,1,0,1,0,4.138,30
301,0,0,0,0,0,0,0,0,0,0,7.077,26
302,1,3.448,0.005952,2.5,0.09524,0.1036,1,0,1,0,4.187,29
303,1,3.226,0.04713,4,0.1818,0.07422,1,0,1,0,12.47,31
304,1,2.941,0.006629,2.5,0.08889,3.721e-06,1,0,1,0,6.595,34
305,0,0,0,0,0,0,0,0,0,0,4.444,36
306,1,3.226,0.007663,2,0.08042,0.5258,1,0,1,0,1.72,31
307,0,0,0,0,0,0,0,0,0,0,6.154,26
308,1,3.571,0.03419,6,0.2269,0.4857,1,0,1,0,4.762,28
309,0,0,0,0,0,0,0,0,0,0,3.419,27
310,1,3.571,0.04558,3,0.1789,0.1145,1,0,1,0,6.085,28
311,0,0,0,0,0,0,0,0,0,0,3.667,25
312,0,0,0,0,0,0,0,0,0,0,4.926,29
313,0,0,0,0,0,0,0,0,0,0,5.195,22
314,0,0,0,0,0,0,0,0,0,0,2.857,21
315,1,4.545,0.0381,4,0.2143,0.3001,1,0,1,0,8.225,22
316,1,3.448,0.01235,2.333,0.1071,0.1473,1,0,1,0,3.448,29
317,1,3.226,0.01149,3,0.1215,0.3566,1,0,1,0,2.796,31
318,1,4.348,0.01515,3,0.1402,0.2667,1,0,1,0,4.743,23
319,0,0,0,0,0,0,0,0,0,0,7.609,24
320,1,3.704,0.03385,2.5,0.1207,0.3023,1,0,1,0,3.704,27
321,1,3.846,0.02333,4,0.2133,0.2063,1,0,1,0,7.385,26
322,0,0,0,0,0,0,0,0,0,0,4.743,23
323,1,4.545,0.04048,3.5,0.2024,0.3803,1,0,1,0,4.762,22
324,1,4.545,0.009524,3,0.1429,0.6116,1,0,1,0,3.463,22
325,1,4.167,0.01383,2.5,0.1275,0.4731,1,0,1,0,2.174,24
326,0,0,0,0,0,0,0,0,0,0,6.324,23
327,0,0,0,0,0,0,0,0,0,0,3.463,22
328,0,0,0,0,0,0,0,0,0,0,4.743,23
329,1,3.704,0.02872,3,0.1365,6.267e-05,1,0,1,0,5.128,27
330,1,3.333,0.08046,7,0.284,0.2388,1,0,1,0,11.03,30
331,1,3.226,0.03218,3,0.1316,0.1004,1.25,7.627,1,0,4.516,31
332,1,3.333,0.004926,3,0.1034,0.6116,1,0,1,0,3.448,30
333,1,3.448,0.06614,4,0.2101,0.2655,1,0,1,0,7.389,29
334,1,3.448,0.002646,2,0.07143,1.48e-06,1,0,1,0,8.128,29
335,1,3.226,0.004598,2,0.075,4.079e-60,1.5,281,1,0,6.882,31
336,1,3.226,0.002299,2,0.06667,3.028e-06,1,0,1,0,7.527,31
337,1,3.333,0.004926,3,0.1034,0.6116,1,0,1,0,1.839,30
338,1,3.448,0.003968,2.5,0.08929,4.492e-06,1,0,1,0,6.897,29
339,1,3.125,0.02312,3,0.1202,0.2648,1,0,1,0,3.226,32
340,1,3.448,0.003968,2.5,0.08929,1.7e-05,1,0,1,0,3.448,29
341,1,3.333,0.004926,3,0.1034,0.2618,1,0,1,0,2.989,30
342,1,4.167,0.1065,3,0.1889,0.1044,1.167,180.6,1,0,7.971,24
343,1,3.846,0.02,2.667,0.128,0.2619,1.333,119.9,1,0,3.692,26
344,0,0,0,0,0,0,0,0,0,0,7.368,20
345,0,0,0,0,0,0,0,0,0,0,5.789,20
346,1,5,0.009747,2,0.114,0.401,1,0,1,0,4.211,20
347,0,0,0,0,0,0,0,0,0,0,9.524,21
348,1,4,0.02295,3.667,0.1963,0.1342,1,0,1,0,11,25
349,0,0,0,0,0,0,0,0,0,0,1.609,30
350,0,0,0,0,0,0,0,0,0,0,0.3333,25
351,0,0,0,0,0,0,0,0,0,0,3.953,23
352,1,3.846,0.01,3,0.128,1.947e-05,1,0,1,0,4.308,26
353,0,0,0,0,0,0,0,0,0,0,1.333,25
354,1,3.571,0.009497,3,0.1218,0.1745,1,0,1,0,3.968,28
355,1,3.571,0.03989,2.5,0.184,0.05791,1,0,1,0,8.201,28
356,1,3.571,0.009972,2.5,0.1195,5.477e-06,1,0,1,0,11.64,28
357,1,3.125,0.08984,4,0.1932,0.1518,1.333,171.6,1.333,0,6.048,32
358,1,3.333,0.004926,3,0.1034,0.6116,1,0,1,0,2.989,30
359,0,0,0,0,0,0,0,0,0,0,4.187,29
360,1,2.326,0.01278,3.25,0.1078,0.07767,1,0,1,0,5.205,43
361,1,1.786,0.002405,2.571,0.05618,0.008502,1,0,1,0,4.286,56
362,1,1.515,0.01603,3.667,0.1169,0.03041,1,0,1,0,5.967,66
363,1,1.351,0.0008245,2.667,0.03729,4.051e-13,1.333,174.7,1,0,4.073,74
364,1,1.408,0.02597,3.143,0.08722,0.02763,1,0,1,0,2.978,71
365,1,1.667,0.00526,2.667,0.08047,0.00651,1,0,1,0,9.153,60
366,1,1.37,0.001643,2,0.03361,5.026e-11,1,0,1,0,4.833,73
367,1,1.299,0.00602,3,0.06266,0.021,1,0,1.125,0,3.999,77
368,1,1.389,0.01881,3.778,0.07116,0.0591,1.111,114.6,1,0,3.208,72
369,1,1.471,0.03995,4,0.1219,0.04068,1.182,39.6,1.091,0,5.751,68
370,1,1.351,0.004778,3.778,0.06825,0.003875,1,0,1,0,4.443,74
371,1,1.389,0.01046,3.286,0.08115,0.04423,1.143,109.2,1,0,4.421,72
372,1,1.408,0.009595,3.833,0.09086,0.0482,1.167,40.01,1,0,4.467,71
373,1,1.562,0.02048,2.75,0.077,8.041e-07,1.5,111.6,1,0,6.349,64
374,1,1.429,0.06706,4.167,0.1159,0.00592,1.333,122.9,1,0,6.087,70
