<<<<<<< HEAD
303,2,33,0.05
304,2,34,0.06
305,1,26,0.05
306,2,25,0.04
307,2,24,0.04
308,0,28,0.03
309,2,25,0.03
310,3,29,0.03
311,2,27,0.03
312,0,26,0.06
313,2,25,0.04
314,2,25,0.04
315,0,23,0.01
316,1,30,0.04
317,1,28,0.03
318,0,32,0.06
319,3,33,0.16
320,0,35,0.21
321,3,38,0.21
322,1,40,0.25
323,8,45,0.08
324,2,45,0.12
325,1,44,0.06
326,0,35,0.03
327,2,23,0.03
328,3,28,0.03
329,0,29,0.07
330,4,24,0.09
331,1,27,0.02
332,0,25,0.04
333,1,26,0.06
334,2,19,0.04
335,2,25,0.02
336,0,20,0.14
337,0,25,0.01
338,1,25,0.05
339,3,35,0.03
340,2,30,0.08
341,0,30,0.06
342,0,34,0.07
343,6,31,0.04
344,5,31,0.05
345,3,35,0.06
346,2,32,0.02
347,0,27,0.01
348,1,25,0.07
349,0,23,0.08
350,1,20,0.04
351,1,28,0.07
352,3,33,0.05
353,2,32,0.04
354,4,31,0.03
355,2,31,0.02
356,4,29,0.07
357,1,23,0.04
358,0,22,0.04
359,2,25,0.04
360,1,28,0.04
361,0,21,0.00
362,1,22,0.10
363,0,24,0.19
364,2,37,0.04
365,3,39,0.04
366,0,33,0.05
367,1,33,0.03
368,1,26,0.08
369,0,27,0.02
370,1,26,0.04
371,0,20,0.03
372,0,17,0.02
373,0,23,0.01
374,1,24,0.02
375,0,26,0.04
376,3,26,0.08
377,0,33,0.04
378,0,29,0.06
379,0,32,0.03
380,2,32,0.11
381,2,27,0.06
382,0,21,0.03
383,2,23,0.02
384,1,32,0.06
385,6,36,0.05
386,3,31,0.04
387,0,31,0.08
388,1,32,0.03
389,3,30,0.03
390,1,26,0.04
391,1,25,0.08
392,5,27,0.06
393,1,28,0.04
394,0,25,0.04
395,1,28,0.04
396,0,33,0.09
397,1,32,0.03
398,1,23,0.10
399,2,21,0.11
400,1,25,0.02
401,1,28,0.06
402,0,21,0.04
403,0,20,0.02
404,0,21,0.01
405,1,30,0.06
406,2,34,0.09
407,0,37,0.05
408,0,37,0.08
409,6,36,0.04
410,0,31,0.05
411,3,37,0.05
412,6,31,0.06
413,0,24,0.05
414,2,24,0.07
415,1,27,0.03
416,0,22,0.02
417,0,29,0.01
418,2,34,0.04
419,4,34,0.08
420,2,33,0.03
421,3,30,0.06
422,1,23,0.06
423,1,21,0.04
424,0,21,0.03
425,4,27,0.04
426,4,35,0.05
427,3,36,0.03
428,3,32,0.06
429,0,36,0.07
430,1,30,0.06
431,1,28,0.11
432,1,30,0.06
433,1,31,0.02
434,1,33,0.07
435,1,28,0.07
436,2,29,0.03
437,5,32,0.05
438,2,35,0.07
439,1,31,0.05
440,4,28,0.04
441,2,20,0.06
442,0,22,0.03
443,1,26,0.04
444,1,29,0.11
445,4,28,0.07
446,0,29,0.08
447,1,29,0.06
448,2,30,0.04
449,1,26,0.18
450,0,28,0.06
451,1,24,0.04
452,1,25,0.03
453,0,30,0.06
454,0,27,0.07
455,3,34,0.06
456,4,30,0.06
457,6,31,0.05
458,3,34,0.09
459,3,35,0.02
460,1,33,0.04
461,1,36,0.02
462,2,36,0.04
463,0,25,0.02
464,3,28,0.04
465,4,23,0.05
466,1,24,0.08
467,2,27,0.04
468,1,21,0.03
469,2,23,0.04
470,4,30,0.03
471,3,25,0.07
472,4,40,0.07
473,3,40,0.04
474,5,39,0.04
475,1,32,0.05
476,1,28,0.07
477,0,28,0.08
478,1,27,0.04
479,3,32,0.04
480,7,37,0.04
481,3,29,0.07
482,1,28,0.03
483,4,31,0.02
484,0,20,0.09
485,0,20,0.07
486,0,26,0.02
487,0,27,0.04
488,3,28,0.06
489,0,35,0.03
490,3,34,0.06
491,2,28,0.15
492,1,35,0.05
493,1,31,0.06
494,2,38,0.04
495,4,37,0.05
496,4,29,0.07
497,7,36,0.03
498,1,29,0.06
499,2,35,0.04
500,3,33,0.04
501,5,27,0.04
502,4,29,0.03
503,1,21,0.10
504,0,26,0.02
505,2,30,0.04
506,4,36,0.05
507,5,37,0.04
508,0,35,0.07
509,1,38,0.06
510,11,43,0.04
511,3,39,0.04
512,0,27,0.05
513,3,27,0.06
514,2,32,0.04
515,0,29,0.03
516,1,28,0.05
517,3,34,0.05
518,3,35,0.11
519,4,31,0.06
520,0,24,0.01
521,1,28,0.09
522,5,31,0.06
523,2,28,0.04
524,1,25,0.01
525,1,25,0.02
526,1,24,0.04
527,2,37,0.05
528,0,34,0.09
529,3,32,0.05
530,0,28,0.01
531,2,24,0.03
532,2,24,0.03
533,3,27,0.05
534,2,26,0.05
535,2,29,0.03
536,1,30,0.02
537,2,30,0.05
538,2,36,0.06
539,2,25,0.09
540,3,26,0.03
541,1,31,0.05
542,1,27,0.09
543,0,23,0.03
544,2,26,0.03
545,1,26,0.07
546,3,32,0.03
547,4,32,0.07
548,3,29,0.06
549,1,20,0.07
550,0,25,0.06
551,0,25,0.02
552,0,21,0.06
553,1,17,0.08
554,3,21,0.03
555,0,29,0.02
556,3,27,0.03
557,2,25,0.03
558,0,28,0.06
559,2,25,0.06
560,1,28,0.02
561,4,26,0.05
562,1,28,0.06
563,5,29,0.03
564,1,21,0.02
565,0,25,0.04
566,0,23,0.04
567,2,29,0.04
568,3,34,0.03
569,4,30,0.04
570,2,35,0.03
571,0,33,0.08
572,2,30,0.06
573,1,29,0.16
574,0,30,0.06
575,3,26,0.03
576,2,27,0.07
577,0,30,0.06
578,0,21,0.05
579,1,22,0.03
580,2,24,0.09
581,2,29,0.07
582,1,32,0.07
583,0,32,0.05
584,3,24,0.04
585,2,29,0.09
586,0,32,0.04
587,0,25,0.07
588,1,26,0.03
589,4,27,0.03
590,2,20,0.04
591,3,29,0.05
592,3,29,0.05
593,1,21,0.10
594,3,31,0.07
595,1,34,0.06
596,1,40,0.03
597,1,33,0.07
598,0,29,0.03
599,2,27,0.03
600,3,25,0.10
601,3,25,0.03
602,5,27,0.03
603,1,33,0.03
604,0,24,0.08
605,0,28,0.03
606,0,25,0.03
607,2,21,0.03
608,0,31,0.03
609,5,28,0.07
610,0,29,0.05
611,0,24,0.06
612,0,29,0.02
613,5,31,0.05
614,3,31,0.05
615,2,32,0.04
616,3,25,0.06
617,2,24,0.04
618,0,27,0.03
619,0,24,0.01
620,4,22,0.05
621,0,27,0.06
622,4,38,0.05
623,2,37,0.05
624,2,32,0.03
625,4,24,0.06
626,1,28,0.01
627,1,30,0.05
628,3,34,0.03
629,0,25,0.07
630,3,23,0.04
631,1,24,0.03
632,5,25,0.05
633,1,28,0.08
634,0,29,0.05
635,1,29,0.06
636,2,31,0.05
637,1,24,0.06
638,0,20,0.02
639,0,17,0.10
640,0,24,0.03
641,2,26,0.10
642,0,28,0.07
643,4,31,0.02
644,3,26,0.04
645,2,25,0.04
646,2,30,0.03
647,0,35,0.04
648,1,28,0.03
649,2,28,0.09
650,1,28,0.02
651,1,23,0.05
652,1,25,0.06
653,4,29,0.03
654,1,29,0.06
655,4,29,0.06
656,0,23,0.02
657,1,17,0.04
658,1,25,0.08
659,2,20,0.03
660,1,27,0.01
661,3,31,0.06
662,3,23,0.12
663,1,29,0.02
664,2,29,0.04
665,3,30,0.03
666,3,24,0.08
667,0,23,0.05
668,0,19,0.06
669,2,28,0.07
670,0,32,0.05
671,0,29,0.03
672,1,28,0.05
673,2,33,0.03
674,2,30,0.06
675,4,27,0.07
676,3,28,0.04
677,2,31,0.05
678,0,29,0.05
679,1,14,0.03
680,0,16,0.03
681,0,20,0.03
682,4,26,0.03
683,3,26,0.06
684,4,30,0.07
685,0,36,0.04
686,3,36,0.03
687,2,34,0.05
688,2,30,0.05
689,4,31,0.03
690,0,40,0.04
691,2,38,0.02
692,2,33,0.04
693,2,28,0.03
694,1,29,0.03
695,2,28,0.10
696,2,26,0.04
697,1,30,0.04
698,0,31,0.04
699,1,25,0.05
700,1,24,0.07
701,1,26,0.09
702,0,25,0.02
703,1,18,0.08
704,0,22,0.04
705,0,18,0.02
706,2,17,0.07
707,0,20,0.04
708,1,22,0.03
709,4,25,0.06
710,0,23,0.03
711,1,23,0.08
712,3,23,0.05
713,2,27,0.04
714,1,30,0.04
715,5,30,0.06
716,2,27,0.09
717,3,26,0.05
718,0,25,0.02
719,2,29,0.03
720,1,33,0.10
721,1,29,0.09
722,0,27,0.06
723,1,22,0.03
724,0,20,0.04
725,1,24,0.02
726,0,34,0.03
727,1,31,0.05
728,1,36,0.09
729,3,35,0.05
730,1,30,0.02
731,0,25,0.12
732,0,31,0.03
733,3,30,0.04
734,1,36,0.03
735,4,35,0.03
736,3,34,0.06
737,2,33,0.05
738,0,32,0.03
739,2,26,0.05
740,0,22,0.01
741,2,25,0.12
742,0,27,0.06
743,0,28,0.05
744,0,27,0.06
745,3,30,0.04
746,0,30,0.03
747,2,22,0.05
748,0,21,0.02
749,0,16,0.04
750,1,24,0.05
751,3,34,0.07
752,2,36,0.04
753,1,36,0.07
754,0,37,0.10
755,4,33,0.04
756,1,34,0.01
757,0,31,0.06
758,1,29,0.07
759,2,31,0.03
760,4,32,0.07
761,0,25,0.04
762,1,26,0.04
763,1,24,0.06
764,6,30,0.05
765,4,30,0.03
766,2,28,0.04
767,1,23,0.09
768,1,25,0.11
769,2,32,0.04
770,5,29,0.04
771,0,34,0.04
772,0,35,0.06
773,0,32,0.03
774,1,29,0.10
775,0,36,0.07
776,4,33,0.05
777,1,26,0.06
778,1,21,0.03
779,0,24,0.06
780,0,26,0.03
781,0,21,0.05
782,2,21,0.05
783,0,23,0.03
784,1,19,0.04
785,1,19,0.09
786,1,23,0.03
787,0,16,0.06
788,2,18,0.02
789,1,20,0.02
790,3,18,0.05
791,6,28,0.04
792,0,31,0.05
793,1,33,0.03
794,0,25,0.03
795,3,28,0.05
796,3,29,0.04
797,0,36,0.04
798,1,33,0.05
799,3,31,0.06
800,4,30,0.04
801,1,29,0.04
802,0,25,0.15
803,2,25,0.08
804,0,17,0.07
805,1,15,0.03
806,1,17,0.03
807,0,22,0.01
808,2,24,0.04
809,1,26,0.04
810,1,24,0.04
811,1,21,0.04
812,1,18,0.08
813,0,14,0.07
814,1,19,0.02
815,0,21,0.10
816,0,24,0.02
817,0,25,0.05
818,1,23,0.04
819,0,25,0.04
820,2,30,0.05
821,2,31,0.06
822,1,34,0.02
823,1,28,0.07
824,0,36,0.04
825,1,32,0.06
826,1,33,0.05
827,2,35,0.09
828,2,25,0.04
829,1,22,0.04
830,4,25,0.04
831,0,29,0.05
832,0,31,0.03
833,1,32,0.04
834,4,26,0.10
835,3,24,0.02
836,0,25,0.08
837,3,29,0.05
838,0,24,0.07
839,0,23,0.02
840,0,22,0.03
841,2,25,0.02
842,1,29,0.07
843,0,33,0.06
844,3,29,0.04
845,1,27,0.09
846,4,33,0.02
847,3,33,0.04
848,2,29,0.05
849,0,33,0.04
850,1,30,0.04
851,2,28,0.04
852,2,30,0.06
853,2,30,0.06
854,1,29,0.03
855,0,26,0.06
856,2,23,0.02
857,2,23,0.03
858,1,23,0.03
859,1,26,0.08
860,0,29,0.04
861,1,33,0.03
862,6,33,0.04
863,1,33,0.07
864,2,31,0.06
865,0,26,0.07
866,1,23,0.06
867,1,35,0.07
868,3,38,0.04
869,1,36,0.04
870,1,31,0.09
871,1,29,0.07
872,2,39,0.06
873,1,33,0.14
874,0,40,0.15
875,3,46,0.23
876,2,49,0.06
877,5,44,0.04
878,9,38,0.06
879,4,43,0.05
880,3,26,0.03
881,0,25,0.02
882,6,29,0.07
883,0,24,0.01
884,0,24,0.06
885,2,21,0.04
886,2,25,0.05
887,5,38,0.05
888,5,41,0.10
889,4,41,0.04
890,2,32,0.03
891,0,27,0.04
892,1,22,0.07
893,4,25,0.04
894,2,19,0.06
895,0,21,0.03
896,0,23,0.03
897,1,27,0.04
898,5,26,0.03
899,1,27,0.02
900,2,29,0.06
901,1,33,0.02
902,0,26,0.03
903,0,26,0.09
904,1,21,0.06
905,1,21,0.03
906,0,23,0.03
907,1,20,0.05
908,3,21,0.05
909,2,22,0.03
910,2,23,0.04
911,1,22,0.07
912,1,25,0.08
913,1,22,0.03
914,5,17,0.07
915,1,25,0.05
916,2,26,0.06
917,0,21,0.11
918,0,22,0.03
919,1,21,0.02
920,2,23,0.05
921,3,30,0.03
922,0,31,0.05
923,2,28,0.11
924,3,26,0.04
925,0,21,0.03
926,1,21,0.02
927,1,22,0.04
928,1,24,0.03
929,0,31,0.05
930,3,37,0.07
931,4,46,0.04
932,0,45,0.04
933,2,38,0.09
934,4,34,0.03
935,1,29,0.06
936,0,29,0.06
937,3,28,0.06
938,0,24,0.06
939,3,32,0.08
940,1,30,0.06
941,3,30,0.03
942,1,23,0.08
943,2,27,0.04
944,4,37,0.06
945,1,38,0.06
946,1,31,0.05
947,7,34,0.04
948,2,30,0.09
949,3,39,0.03
950,2,33,0.05
951,2,27,0.06
952,0,28,0.06
953,3,28,0.03
954,0,27,0.08
955,0,26,0.04
956,1,37,0.02
957,5,28,0.05
958,1,33,0.04
959,2,34,0.04
960,2,31,0.06
961,3,30,0.05
962,1,30,0.03
963,1,31,0.03
964,0,32,0.05
965,1,29,0.08
966,0,32,0.02
967,3,28,0.07
968,4,32,0.04
969,1,28,0.06
970,1,23,0.08
971,0,17,0.08
972,0,17,0.07
973,0,17,0.02
974,0,28,0.05
975,0,34,0.05
976,1,34,0.06
977,3,32,0.05
978,4,32,0.07
979,1,27,0.03
980,1,19,0.16
981,0,19,0.04
982,0,17,0.04
983,1,18,0.03
984,5,21,0.06
985,0,29,0.04
986,2,36,0.02
987,0,28,0.07
988,3,28,0.04
989,0,23,0.01
990,2,25,0.04
991,2,27,0.06
992,0,26,0.09
993,0,24,0.04
994,6,29,0.04
995,0,30,0.07
996,0,34,0.02
997,3,29,0.08
998,0,37,0.03
999,3,46,0.07
1000,2,40,0.06
1001,2,34,0.02
1002,0,28,0.06
1003,2,32,0.04
1004,2,33,0.08
1005,2,26,0.04
1006,0,21,0.04
1007,0,30,0.02
1008,2,31,0.02
1009,2,27,0.07
1010,0,31,0.06
1011,5,36,0.03
1012,8,27,0.03
1013,4,25,0.08
1014,3,32,0.06
1015,0,35,0.04
1016,1,32,0.10
1017,1,30,0.05
1018,0,25,0.06
1019,2,26,0.04
1020,0,20,0.12
1021,1,23,0.05
1022,0,30,0.05
1023,2,42,0.03
1024,2,41,0.07
1025,5,36,0.03
1026,3,37,0.03
1027,0,27,0.07
1028,0,25,0.03
1029,1,23,0.03
1030,1,27,0.03
1031,3,27,0.05
1032,0,26,0.03
1033,1,27,0.04
1034,5,32,0.03
1035,2,36,0.07
1036,3,36,0.04
1037,0,26,0.04
1038,1,33,0.08
1039,3,28,0.04
1040,2,29,0.07
1041,3,29,0.03
1042,1,26,0.08
1043,0,31,0.02
1044,2,30,0.06
1045,5,32,0.05
1046,3,31,0.04
1047,0,33,0.12
1048,5,31,0.06
1049,1,32,0.04
1050,2,28,0.05
1051,2,31,0.07
1052,2,28,0.03
1053,1,27,0.07
1054,0,25,0.04
1055,1,23,0.04
1056,1,20,0.04
1057,2,22,0.03
1058,0,23,0.09
1059,2,32,0.08
1060,4,30,0.04
1061,2,31,0.03
1062,3,33,0.05
1063,0,24,0.08
1064,1,19,0.05
1065,0,22,0.01
1066,1,32,0.12
1067,6,35,0.04
1068,0,31,0.04
1069,0,31,0.05
1070,0,24,0.08
1071,2,33,0.06
1072,6,37,0.06
1073,1,37,0.08
1074,3,42,0.06
1075,3,36,0.04
1076,0,33,0.07
1077,10,35,0.05
1078,2,34,0.03
1079,1,37,0.02
1080,0,29,0.08
1081,4,32,0.04
1082,2,33,0.05
1083,2,35,0.05
1084,0,33,0.02
1085,0,25,0.03
1086,6,27,0.05
1087,1,25,0.06
1088,1,28,0.04
1089,4,30,0.09
1090,3,32,0.05
1091,3,34,0.05
1092,1,27,0.11
1093,1,22,0.04
1094,2,26,0.05
1095,1,21,0.06
1096,0,29,0.07
1097,0,27,0.07
1098,4,32,0.04
1099,4,31,0.06
1100,1,27,0.04
1101,1,28,0.11
1102,1,27,0.01
1103,0,28,0.09
1104,6,34,0.03
1105,1,34,0.03
1106,0,31,0.07
1107,5,35,0.06
1108,1,36,0.07
1109,2,27,0.02
1110,3,24,0.04
1111,2,29,0.02
1112,2,25,0.17
1113,1,29,0.03
1114,0,32,0.05
1115,0,33,0.09
1116,0,27,0.06
1117,1,24,0.06
1118,1,25,0.07
1119,1,25,0.06
1120,0,20,0.02
1121,2,22,0.05
1122,0,30,0.04
1123,2,24,0.05
1124,3,26,0.06
1125,4,30,0.06
1126,1,29,0.04
1127,2,30,0.04
1128,1,25,0.05
1129,1,28,0.03
1130,3,25,0.09
1131,1,21,0.02
1132,0,19,0.01
1133,0,17,0.02
1134,0,22,0.07
1135,0,27,0.02
1136,0,28,0.04
1137,3,25,0.05
1138,1,24,0.05
1139,1,21,0.03
1140,0,22,0.07
1141,2,24,0.07
1142,0,21,0.05
1143,1,22,0.06
1144,1,24,0.01
1145,0,21,0.05
1146,2,26,0.02
1147,1,24,0.02
1148,2,18,0.02
1149,0,19,0.06
1150,0,21,0.04
1151,1,19,0.06
1152,1,24,0.03
1153,0,27,0.02
1154,3,32,0.07
1155,2,33,0.10
1156,2,35,0.02
1157,3,32,0.05
1158,0,37,0.04
1159,3,34,0.03
1160,4,35,0.05
1161,4,35,0.05
1162,0,29,0.05
1163,0,28,0.04
1164,1,24,0.07
1165,2,23,0.03
1166,0,21,0.03
1167,4,20,0.09
1168,2,24,0.06
1169,3,25,0.05
1170,1,27,0.03
1171,1,23,0.05
1172,3,22,0.03
1173,2,22,0.03
1174,1,29,0.07
1175,0,20,0.03
1176,2,22,0.03
1177,1,28,0.02
1178,3,31,0.06
1179,4,34,0.06
1180,4,38,0.05
1181,1,33,0.04
1182,0,30,0.03
1183,1,35,0.05
1184,4,35,0.04
1185,3,30,0.06
1186,3,35,0.02
1187,1,37,0.02
1188,3,33,0.14
1189,3,32,0.06
1190,1,27,0.06
1191,2,32,0.06
1192,0,29,0.04
1193,2,29,0.05
1194,3,22,0.03
1195,1,17,0.04
1196,2,26,0.03
1197,2,31,0.09
1198,3,31,0.08
1199,1,26,0.04
1200,1,27,0.05
1201,0,29,0.03
1202,2,30,0.03
1203,0,38,0.03
1204,4,34,0.08
1205,4,39,0.06
1206,6,32,0.03
1207,2,27,0.07
1208,1,30,0.02
1209,0,22,0.07
1210,3,25,0.02
1211,3,28,0.03
1212,1,34,0.10
1213,0,30,0.11
1214,1,18,0.07
1215,0,17,0.03
1216,1,19,0.03
1217,1,24,0.03
1218,0,23,0.11
1219,0,24,0.04
1220,1,25,0.04
1221,0,28,0.05
1222,2,34,0.05
1223,2,39,0.02
1224,1,37,0.07
1225,1,32,0.04
1226,0,28,0.03
1227,1,21,0.04
1228,1,26,0.06
1229,3,26,0.07
1230,2,28,0.03
1231,2,33,0.10
1232,1,34,0.03
1233,3,30,0.04
1234,2,24,0.07
1235,2,21,0.07
1236,0,22,0.02
1237,5,27,0.07
1238,3,35,0.11
1239,1,30,0.09
1240,1,31,0.02
1241,0,29,0.06
1242,2,36,0.03
1243,0,31,0.09
1244,1,24,0.08
1245,1,22,0.02
1246,0,20,0.04
1247,2,25,0.03
1248,2,29,0.04
1249,1,31,0.06
1250,0,28,0.05
1251,4,33,0.05
1252,2,29,0.02
1253,1,22,0.03
1254,1,23,0.03
1255,3,33,0.05
1256,1,33,0.06
1257,3,35,0.06
1258,5,41,0.04
1259,1,37,0.01
1260,1,21,0.06
1261,4,27,0.08
1262,4,36,0.04
1263,0,36,0.07
1264,1,34,0.08
1265,2,29,0.03
1266,2,24,0.03
1267,2,21,0.11
1268,0,26,0.05
1269,1,27,0.05
1270,4,28,0.04
1271,4,25,0.03
1272,1,24,0.04
1273,1,22,0.07
1274,2,25,0.05
1275,3,27,0.08
1276,3,33,0.04
1277,1,33,0.12
1278,1,35,0.07
1279,5,35,0.04
1280,2,32,0.08
1281,7,30,0.04
1282,0,24,0.04
1283,2,23,0.04
1284,3,26,0.04
1285,1,25,0.07
1286,0,20,0.06
1287,3,34,0.04
1288,4,26,0.07
1289,0,30,0.03
1290,2,30,0.03
1291,5,25,0.05
1292,1,31,0.03
1293,3,31,0.06
1294,4,31,0.05
1295,2,28,0.06
1296,4,34,0.03
1297,1,31,0.05
1298,4,34,0.04
1299,3,30,0.03
1300,4,24,0.02
1301,1,17,0.13
1302,0,20,0.05
1303,0,21,0.05
1304,1,26,0.04
1305,1,29,0.08
1306,3,33,0.05
1307,1,26,0.04
1308,0,32,0.05
1309,2,29,0.08
1310,1,30,0.04
1311,1,23,0.07
1312,3,30,0.04
1313,3,35,0.03
1314,3,24,0.12
1315,3,29,0.02
1316,5,27,0.03
1317,1,28,0.08
1318,3,34,0.06
1319,0,31,0.08
1320,0,34,0.01
1321,1,31,0.05
1322,0,29,0.05
1323,4,31,0.04
1324,0,29,0.05
1325,3,31,0.07
1326,2,36,0.04
1327,3,34,0.06
1328,2,30,0.05
1329,1,28,0.03
1330,0,25,0.07
1331,1,28,0.03
1332,1,22,0.04
1333,0,24,0.01
1334,0,18,0.07
1335,2,29,0.05
1336,3,31,0.07
1337,2,37,0.02
1338,5,30,0.05
1339,2,30,0.09
1340,3,30,0.03
1341,2,25,0.04
1342,1,23,0.07
1343,4,31,0.05
1344,1,27,0.04
1345,4,23,0.04
1346,2,24,0.03
1347,1,18,0.08
1348,1,22,0.02
1349,3,23,0.04
1350,1,22,0.06
1351,3,30,0.04
1352,1,28,0.06
1353,2,30,0.04
1354,2,30,0.04
1355,1,22,0.06
1356,3,30,0.03
1357,2,21,0.05
1358,3,25,0.08
1359,4,30,0.04
