tempo,quantidadePAs,betweenness,degree,closeness,eigenvector,lifespan,mobility,fragmentationImpact,k_connectivity,density,number_of_cars
780,2,0.0022,2.5000,0.0467,0.0000,1.0000,0.0000,1.0000,0.0000,7.2038,69.0000
781,2,0.0022,2.5000,0.0467,0.0000,1.0000,0.0000,1.0000,0.0000,7.2038,69.0000
782,2,0.0031,3.0000,0.0587,0.0442,1.0000,0.0000,1.0000,0.0000,3.0303,66.0000
783,2,0.0031,3.0000,0.0587,0.0442,1.0000,0.0000,1.0000,0.0000,3.0303,66.0000
784,9,0.0203,3.8889,0.1124,0.0314,1.0000,0.0000,1.0000,0.0000,5.6315,70.0000
785,9,0.0203,3.8889,0.1124,0.0314,1.0000,0.0000,1.0000,0.0000,5.6315,70.0000
786,2,0.0273,3.5000,0.1245,0.0309,1.5000,178.7455,1.0000,0.0000,4.4266,71.0000
787,2,0.0273,3.5000,0.1245,0.0309,1.5000,178.7455,1.0000,0.0000,4.4266,71.0000
788,7,0.0095,4.5714,0.0800,0.0254,1.0000,0.0000,1.0000,0.0000,5.0526,76.0000
789,7,0.0095,4.5714,0.0800,0.0254,1.0000,0.0000,1.0000,0.0000,5.0526,76.0000
790,4,0.0054,3.2500,0.0628,0.0132,1.0000,0.0000,1.0000,0.0000,7.7895,76.0000
791,4,0.0054,3.2500,0.0628,0.0132,1.0000,0.0000,1.0000,0.0000,7.7895,76.0000
792,6,0.0047,5.0000,0.0777,0.0265,1.0000,0.0000,1.0000,0.0000,4.2609,83.0000
793,6,0.0047,5.0000,0.0777,0.0265,1.0000,0.0000,1.0000,0.0000,4.2609,83.0000
794,8,0.0087,2.7500,0.0688,0.0041,1.0000,0.0000,1.1250,0.0000,6.8052,82.0000
795,8,0.0087,2.7500,0.0688,0.0041,1.0000,0.0000,1.1250,0.0000,6.8052,82.0000
796,3,0.0059,7.6667,0.1304,0.1017,1.3333,89.7262,1.0000,0.0000,5.7890,83.0000
797,3,0.0059,7.6667,0.1304,0.1017,1.3333,89.7262,1.0000,0.0000,5.7890,83.0000
798,10,0.0103,2.7000,0.0708,0.0181,1.1000,123.1454,1.0000,0.0000,4.2720,77.0000
799,10,0.0103,2.7000,0.0708,0.0181,1.1000,123.1454,1.0000,0.0000,4.2720,77.0000
800,8,0.0208,3.5000,0.0976,0.0266,1.2500,96.6944,1.0000,0.0000,4.7184,73.0000
801,8,0.0208,3.5000,0.0976,0.0266,1.2500,96.6944,1.0000,0.0000,4.7184,73.0000
802,4,0.0496,4.2500,0.1256,0.0714,1.2500,333.4185,1.2500,0.0000,4.4755,66.0000
803,4,0.0496,4.2500,0.1256,0.0714,1.2500,333.4185,1.2500,0.0000,4.4755,66.0000
804,4,0.0033,3.0000,0.0569,0.0025,1.0000,0.0000,1.0000,0.0000,4.6133,67.0000
805,4,0.0033,3.0000,0.0569,0.0025,1.0000,0.0000,1.0000,0.0000,4.6133,67.0000
806,7,0.0043,3.7143,0.0689,0.0331,1.1429,65.3504,1.1429,0.0000,5.3995,68.0000
807,7,0.0043,3.7143,0.0689,0.0331,1.1429,65.3504,1.1429,0.0000,5.3995,68.0000
808,2,0.0264,6.5000,0.1654,0.0553,1.0000,0.0000,1.0000,0.0000,6.6801,71.0000
809,2,0.0264,6.5000,0.1654,0.0553,1.0000,0.0000,1.0000,0.0000,6.6801,71.0000
810,5,0.0098,4.0000,0.0781,0.0245,1.0000,0.0000,1.0000,0.0000,3.5676,75.0000
811,5,0.0098,4.0000,0.0781,0.0245,1.0000,0.0000,1.0000,0.0000,3.5676,75.0000
812,5,0.0157,3.6000,0.1138,0.0742,1.0000,0.0000,1.0000,0.0000,4.6377,70.0000
813,5,0.0157,3.6000,0.1138,0.0742,1.0000,0.0000,1.0000,0.0000,4.6377,70.0000
814,7,0.0454,3.0000,0.1115,0.0045,1.1429,97.2649,1.0000,0.0000,6.2940,74.0000
815,7,0.0454,3.0000,0.1115,0.0045,1.1429,97.2649,1.0000,0.0000,6.2940,74.0000
816,9,0.0137,3.1111,0.0963,0.0111,1.0000,0.0000,1.0000,0.0000,6.3603,78.0000
817,9,0.0137,3.1111,0.0963,0.0111,1.0000,0.0000,1.0000,0.0000,6.3603,78.0000
818,16,0.0074,2.7500,0.0500,0.0139,1.1250,95.1602,1.0000,0.0000,4.0552,83.0000
819,16,0.0074,2.7500,0.0500,0.0139,1.1250,95.1602,1.0000,0.0000,4.0552,83.0000
820,11,0.0258,4.7273,0.1005,0.0324,1.1818,81.9341,1.0000,0.0000,7.0679,81.0000
821,11,0.0258,4.7273,0.1005,0.0324,1.1818,81.9341,1.0000,0.0000,7.0679,81.0000
822,5,0.0013,3.0000,0.0405,0.0000,1.2000,95.2080,1.0000,0.0000,6.7294,83.0000
823,5,0.0013,3.0000,0.0405,0.0000,1.2000,95.2080,1.0000,0.0000,6.7294,83.0000
824,5,0.0044,2.8000,0.0472,0.0004,1.0000,0.0000,1.0000,0.0000,5.0286,82.0000
825,5,0.0044,2.8000,0.0472,0.0004,1.0000,0.0000,1.0000,0.0000,5.0286,82.0000
826,8,0.0108,3.8750,0.0739,0.0447,1.0000,0.0000,1.0000,0.0000,3.9298,76.0000
827,8,0.0108,3.8750,0.0739,0.0447,1.0000,0.0000,1.0000,0.0000,3.9298,76.0000
828,6,0.0168,3.3333,0.1003,0.0319,1.1667,112.9691,1.1667,0.0000,4.8618,78.0000
829,6,0.0168,3.3333,0.1003,0.0319,1.1667,112.9691,1.1667,0.0000,4.8618,78.0000
830,6,0.0050,3.5000,0.0548,0.0259,1.1667,119.2356,1.1667,0.0000,4.6480,77.0000
831,6,0.0050,3.5000,0.0548,0.0259,1.1667,119.2356,1.1667,0.0000,4.6480,77.0000
832,6,0.0188,3.1667,0.0849,0.0020,1.0000,0.0000,1.0000,0.0000,8.6117,71.0000
833,6,0.0188,3.1667,0.0849,0.0020,1.0000,0.0000,1.0000,0.0000,8.6117,71.0000
834,11,0.0204,4.0000,0.0755,0.0348,1.0909,51.2806,1.0909,0.0000,5.0090,75.0000
835,11,0.0204,4.0000,0.0755,0.0348,1.0909,51.2806,1.0909,0.0000,5.0090,75.0000
836,5,0.0205,4.8000,0.1110,0.0117,1.0000,0.0000,1.0000,0.0000,4.1253,82.0000
837,5,0.0205,4.8000,0.1110,0.0117,1.0000,0.0000,1.0000,0.0000,4.1253,82.0000
838,4,0.0044,4.0000,0.0679,0.0216,1.0000,0.0000,1.0000,0.0000,4.5548,83.0000
839,4,0.0044,4.0000,0.0679,0.0216,1.0000,0.0000,1.0000,0.0000,4.5548,83.0000
840,4,0.0007,3.0000,0.0366,0.0000,1.0000,0.0000,1.0000,0.0000,4.5254,83.0000
841,4,0.0007,3.0000,0.0366,0.0000,1.0000,0.0000,1.0000,0.0000,4.5254,83.0000
842,4,0.0010,2.7500,0.0376,0.0000,1.0000,0.0000,1.2500,0.0000,6.1111,81.0000
843,4,0.0010,2.7500,0.0376,0.0000,1.0000,0.0000,1.2500,0.0000,6.1111,81.0000
844,1,0.0003,2.0000,0.0260,0.0000,1.0000,0.0000,1.0000,0.0000,6.9930,78.0000
845,1,0.0003,2.0000,0.0260,0.0000,1.0000,0.0000,1.0000,0.0000,6.9930,78.0000
846,3,0.0221,4.3333,0.0938,0.0366,1.0000,0.0000,1.0000,0.0000,5.2917,67.0000
847,3,0.0221,4.3333,0.0938,0.0366,1.0000,0.0000,1.0000,0.0000,5.2917,67.0000
848,9,0.0029,2.8889,0.0556,0.0098,1.0000,0.0000,1.0000,0.0000,5.5164,72.0000
849,9,0.0029,2.8889,0.0556,0.0098,1.0000,0.0000,1.0000,0.0000,5.5164,72.0000
850,4,0.0029,5.0000,0.0710,0.0556,1.0000,0.0000,1.0000,0.0000,4.8361,79.0000
851,4,0.0029,5.0000,0.0710,0.0556,1.0000,0.0000,1.0000,0.0000,4.8361,79.0000
852,2,0.0056,3.0000,0.0845,0.0081,1.0000,0.0000,1.0000,0.0000,5.7512,72.0000
853,2,0.0056,3.0000,0.0845,0.0081,1.0000,0.0000,1.0000,0.0000,5.7512,72.0000
854,4,0.0020,3.0000,0.0449,0.0000,1.0000,0.0000,1.0000,0.0000,4.7222,81.0000
855,4,0.0020,3.0000,0.0449,0.0000,1.0000,0.0000,1.0000,0.0000,4.7222,81.0000
856,9,0.0080,4.5556,0.0791,0.0337,1.0000,0.0000,1.0000,0.0000,3.6709,80.0000
857,9,0.0080,4.5556,0.0791,0.0337,1.0000,0.0000,1.0000,0.0000,3.6709,80.0000
858,2,0.0042,2.5000,0.0615,0.0065,1.0000,0.0000,1.0000,0.0000,3.7992,67.0000
859,2,0.0042,2.5000,0.0615,0.0065,1.0000,0.0000,1.0000,0.0000,3.7992,67.0000
860,12,0.0174,2.9167,0.0693,0.0120,1.0000,0.0000,1.0000,0.0000,6.2024,73.0000
861,12,0.0174,2.9167,0.0693,0.0120,1.0000,0.0000,1.0000,0.0000,6.2024,73.0000
862,10,0.0397,3.2000,0.0957,0.0132,1.0000,0.0000,1.1000,0.0000,5.0352,74.0000
863,10,0.0397,3.2000,0.0957,0.0132,1.0000,0.0000,1.1000,0.0000,5.0352,74.0000
864,8,0.0236,3.2500,0.1046,0.0210,1.2500,150.5913,1.0000,0.0000,5.2426,72.0000
865,8,0.0236,3.2500,0.1046,0.0210,1.2500,150.5913,1.0000,0.0000,5.2426,72.0000
866,3,0.0009,2.3333,0.0345,0.0000,2.0000,194.0511,1.0000,0.0000,4.4429,77.0000
867,3,0.0009,2.3333,0.0345,0.0000,2.0000,194.0511,1.0000,0.0000,4.4429,77.0000
868,3,0.0124,4.0000,0.0934,0.0360,1.0000,0.0000,1.0000,0.0000,5.3272,73.0000
869,3,0.0124,4.0000,0.0934,0.0360,1.0000,0.0000,1.0000,0.0000,5.3272,73.0000
870,9,0.0174,3.8889,0.0844,0.0162,1.0000,0.0000,1.0000,0.0000,5.7121,72.0000
871,9,0.0174,3.8889,0.0844,0.0162,1.0000,0.0000,1.0000,0.0000,5.7121,72.0000
872,8,0.0153,3.6250,0.0852,0.0296,1.1250,59.1791,1.1250,0.0000,5.4658,70.0000
873,8,0.0153,3.6250,0.0852,0.0296,1.1250,59.1791,1.1250,0.0000,5.4658,70.0000
874,5,0.0102,3.4000,0.0653,0.0238,1.2000,19.7251,1.0000,0.0000,3.7838,75.0000
875,5,0.0102,3.4000,0.0653,0.0238,1.2000,19.7251,1.0000,0.0000,3.7838,75.0000
876,7,0.0020,2.2857,0.0359,0.0000,1.0000,0.0000,1.0000,0.0000,2.7264,79.0000
877,7,0.0020,2.2857,0.0359,0.0000,1.0000,0.0000,1.0000,0.0000,2.7264,79.0000
878,8,0.0050,2.5000,0.0607,0.0062,1.0000,0.0000,1.0000,0.0000,5.5487,70.0000
879,8,0.0050,2.5000,0.0607,0.0062,1.0000,0.0000,1.0000,0.0000,5.5487,70.0000
880,4,0.0036,3.7500,0.0704,0.0000,1.0000,0.0000,1.0000,0.0000,4.3604,75.0000
881,4,0.0036,3.7500,0.0704,0.0000,1.0000,0.0000,1.0000,0.0000,4.3604,75.0000
882,3,0.0285,3.6667,0.1061,0.0002,1.0000,0.0000,1.0000,0.0000,7.7838,75.0000
883,3,0.0285,3.6667,0.1061,0.0002,1.0000,0.0000,1.0000,0.0000,7.7838,75.0000
884,8,0.0148,2.5000,0.0653,0.0017,1.1250,119.9204,1.0000,0.0000,6.6552,84.0000
885,8,0.0148,2.5000,0.0653,0.0017,1.1250,119.9204,1.0000,0.0000,6.6552,84.0000
886,7,0.0078,3.7143,0.0820,0.0340,1.0000,0.0000,1.0000,0.0000,5.0633,79.0000
887,7,0.0078,3.7143,0.0820,0.0340,1.0000,0.0000,1.0000,0.0000,5.0633,79.0000
888,5,0.0045,4.4000,0.0732,0.1839,1.2000,68.3434,1.0000,0.0000,2.1404,76.0000
889,5,0.0045,4.4000,0.0732,0.1839,1.2000,68.3434,1.0000,0.0000,2.1404,76.0000
890,6,0.0016,2.3333,0.0439,0.0159,1.0000,0.0000,1.0000,0.0000,3.5897,66.0000
891,6,0.0016,2.3333,0.0439,0.0159,1.0000,0.0000,1.0000,0.0000,3.5897,66.0000
892,2,0.0011,3.0000,0.0450,0.0000,1.0000,0.0000,1.0000,0.0000,5.1833,74.0000
893,2,0.0011,3.0000,0.0450,0.0000,1.0000,0.0000,1.0000,0.0000,5.1833,74.0000
894,4,0.0044,3.5000,0.0597,0.0000,1.0000,0.0000,1.0000,0.0000,8.2883,75.0000
895,4,0.0044,3.5000,0.0597,0.0000,1.0000,0.0000,1.0000,0.0000,8.2883,75.0000
896,4,0.0221,4.7500,0.1024,0.0000,1.0000,0.0000,1.0000,0.0000,11.7736,82.0000
897,4,0.0221,4.7500,0.1024,0.0000,1.0000,0.0000,1.0000,0.0000,11.7736,82.0000
898,2,0.0191,4.0000,0.1116,0.0000,1.0000,0.0000,1.0000,0.0000,14.0021,88.0000
899,2,0.0191,4.0000,0.1116,0.0000,1.0000,0.0000,1.0000,0.0000,14.0021,88.0000
900,4,0.0676,3.7500,0.1083,0.0005,1.0000,0.0000,1.0000,0.0000,13.3162,97.0000
901,4,0.0676,3.7500,0.1083,0.0005,1.0000,0.0000,1.0000,0.0000,13.3162,97.0000
902,5,0.0335,3.6000,0.1108,0.0000,1.0000,0.0000,1.2000,0.0000,11.1326,112.0000
903,5,0.0335,3.6000,0.1108,0.0000,1.0000,0.0000,1.2000,0.0000,11.1326,112.0000
904,6,0.0055,4.6667,0.0611,0.0173,1.0000,0.0000,1.0000,0.0000,7.8296,111.0000
905,6,0.0055,4.6667,0.0611,0.0173,1.0000,0.0000,1.0000,0.0000,7.8296,111.0000
906,15,0.0105,3.9333,0.0697,0.0257,1.2000,126.4576,1.0000,0.0000,3.6605,94.0000
907,15,0.0105,3.9333,0.0697,0.0257,1.2000,126.4576,1.0000,0.0000,3.6605,94.0000
908,6,0.0122,3.1667,0.0608,0.0116,1.5000,329.3030,1.0000,0.0000,4.7619,85.0000
909,6,0.0122,3.1667,0.0608,0.0116,1.5000,329.3030,1.0000,0.0000,4.7619,85.0000
910,6,0.0096,3.6667,0.0821,0.0110,1.0000,0.0000,1.0000,0.0000,4.5455,77.0000
911,6,0.0096,3.6667,0.0821,0.0110,1.0000,0.0000,1.0000,0.0000,4.5455,77.0000
912,3,0.0207,4.6667,0.1237,0.0385,1.0000,0.0000,1.0000,0.0000,5.9459,75.0000
913,3,0.0207,4.6667,0.1237,0.0385,1.0000,0.0000,1.0000,0.0000,5.9459,75.0000
914,11,0.0157,2.6364,0.0793,0.0095,1.0000,0.0000,1.0000,0.0000,5.7609,78.0000
915,11,0.0157,2.6364,0.0793,0.0095,1.0000,0.0000,1.0000,0.0000,5.7609,78.0000
916,7,0.0125,3.5714,0.0742,0.0427,1.0000,0.0000,1.0000,0.0000,2.9680,73.0000
917,7,0.0125,3.5714,0.0742,0.0427,1.0000,0.0000,1.0000,0.0000,2.9680,73.0000
918,4,0.0211,4.0000,0.0837,0.1503,1.2500,83.7938,1.0000,0.0000,2.8274,64.0000
919,4,0.0211,4.0000,0.0837,0.1503,1.2500,83.7938,1.0000,0.0000,2.8274,64.0000
920,2,0.0399,6.5000,0.1692,0.0620,1.0000,0.0000,1.0000,0.0000,8.1823,59.0000
921,2,0.0399,6.5000,0.1692,0.0620,1.0000,0.0000,1.0000,0.0000,8.1823,59.0000
922,5,0.0165,3.4000,0.0756,0.0325,1.0000,0.0000,1.2000,0.0000,3.3954,70.0000
923,5,0.0165,3.4000,0.0756,0.0325,1.0000,0.0000,1.2000,0.0000,3.3954,70.0000
924,5,0.0068,2.8000,0.0706,0.0121,1.0000,0.0000,1.0000,0.0000,5.1750,73.0000
925,5,0.0068,2.8000,0.0706,0.0121,1.0000,0.0000,1.0000,0.0000,5.1750,73.0000
926,4,0.0101,3.7500,0.1133,0.0379,1.0000,0.0000,1.0000,0.0000,6.5839,70.0000
927,4,0.0101,3.7500,0.1133,0.0379,1.0000,0.0000,1.0000,0.0000,6.5839,70.0000
928,4,0.0150,4.0000,0.1184,0.0327,1.2500,161.0895,1.2500,0.0000,6.0502,73.0000
929,4,0.0150,4.0000,0.1184,0.0327,1.2500,161.0895,1.2500,0.0000,6.0502,73.0000
930,5,0.0044,4.0000,0.0724,0.0313,1.2000,245.1218,1.0000,0.0000,5.2588,70.0000
931,5,0.0044,4.0000,0.0724,0.0313,1.2000,245.1218,1.0000,0.0000,5.2588,70.0000
932,3,0.0134,4.6667,0.0753,0.0347,1.0000,0.0000,1.0000,0.0000,6.2342,80.0000
933,3,0.0134,4.6667,0.0753,0.0347,1.0000,0.0000,1.0000,0.0000,6.2342,80.0000
934,8,0.0348,4.0000,0.1356,0.0090,1.0000,0.0000,1.0000,0.0000,7.1665,82.0000
935,8,0.0348,4.0000,0.1356,0.0090,1.0000,0.0000,1.0000,0.0000,7.1665,82.0000
936,5,0.0307,4.0000,0.0913,0.0205,1.0000,0.0000,1.0000,0.0000,4.5455,77.0000
937,5,0.0307,4.0000,0.0913,0.0205,1.0000,0.0000,1.0000,0.0000,4.5455,77.0000
938,14,0.0133,3.5714,0.0678,0.0441,1.1429,49.8966,1.0000,0.0000,3.5088,76.0000
939,14,0.0133,3.5714,0.0678,0.0441,1.1429,49.8966,1.0000,0.0000,3.5088,76.0000
940,11,0.0099,3.9091,0.0794,0.0414,1.0909,29.3831,1.0000,0.0000,3.8947,76.0000
941,11,0.0099,3.9091,0.0794,0.0414,1.0909,29.3831,1.0000,0.0000,3.8947,76.0000
942,6,0.0131,2.6667,0.0602,0.0012,1.0000,0.0000,1.0000,0.0000,4.7390,74.0000
943,6,0.0131,2.6667,0.0602,0.0012,1.0000,0.0000,1.0000,0.0000,4.7390,74.0000
944,11,0.0052,3.0000,0.0627,0.0251,1.1818,121.1070,1.0000,0.0000,4.8861,70.0000
945,11,0.0052,3.0000,0.0627,0.0251,1.1818,121.1070,1.0000,0.0000,4.8861,70.0000
946,6,0.0227,3.1667,0.1118,0.0232,1.3333,175.2157,1.0000,0.0000,6.5581,67.0000
947,6,0.0227,3.1667,0.1118,0.0232,1.3333,175.2157,1.0000,0.0000,6.5581,67.0000
948,5,0.0088,3.4000,0.0820,0.0099,1.2000,246.3919,1.0000,0.0000,4.6888,69.0000
949,5,0.0088,3.4000,0.0820,0.0099,1.2000,246.3919,1.0000,0.0000,4.6888,69.0000
950,2,0.0005,2.0000,0.0303,0.0000,1.0000,0.0000,1.0000,0.0000,3.8444,67.0000
951,2,0.0005,2.0000,0.0303,0.0000,1.0000,0.0000,1.0000,0.0000,3.8444,67.0000
952,8,0.0095,4.6250,0.0852,0.0364,1.3750,130.2549,1.0000,0.0000,4.0335,73.0000
953,8,0.0095,4.6250,0.0852,0.0364,1.3750,130.2549,1.0000,0.0000,4.0335,73.0000
954,7,0.0057,3.2857,0.0578,0.0177,1.0000,0.0000,1.0000,0.0000,4.1081,75.0000
955,7,0.0057,3.2857,0.0578,0.0177,1.0000,0.0000,1.0000,0.0000,4.1081,75.0000
956,4,0.0031,4.0000,0.0642,0.0000,1.2500,77.3763,1.0000,0.0000,4.9687,72.0000
957,4,0.0031,4.0000,0.0642,0.0000,1.2500,77.3763,1.0000,0.0000,4.9687,72.0000
958,4,0.0124,3.5000,0.0781,0.0008,1.0000,0.0000,1.0000,0.0000,5.5131,71.0000
959,4,0.0124,3.5000,0.0781,0.0008,1.0000,0.0000,1.0000,0.0000,5.5131,71.0000
960,3,0.0323,3.3333,0.1148,0.0031,1.0000,0.0000,1.3333,0.0000,7.6235,81.0000
961,3,0.0323,3.3333,0.1148,0.0031,1.0000,0.0000,1.3333,0.0000,7.6235,81.0000
962,8,0.0058,2.7500,0.0587,0.0046,1.2500,88.9269,1.1250,0.0000,5.8378,75.0000
963,8,0.0058,2.7500,0.0587,0.0046,1.2500,88.9269,1.1250,0.0000,5.8378,75.0000
964,5,0.0023,3.0000,0.0517,0.0231,1.0000,0.0000,1.0000,0.0000,3.6491,76.0000
965,5,0.0023,3.0000,0.0517,0.0231,1.0000,0.0000,1.0000,0.0000,3.6491,76.0000
966,11,0.0072,3.3636,0.0813,0.0160,1.0000,0.0000,1.0909,0.0000,6.6316,76.0000
967,11,0.0072,3.3636,0.0813,0.0160,1.0000,0.0000,1.0909,0.0000,6.6316,76.0000
968,2,0.0005,2.5000,0.0325,0.0000,1.0000,0.0000,1.0000,0.0000,4.3290,78.0000
969,2,0.0005,2.5000,0.0325,0.0000,1.0000,0.0000,1.0000,0.0000,4.3290,78.0000
970,6,0.0188,3.6667,0.1060,0.0552,1.0000,0.0000,1.0000,0.0000,4.0702,76.0000
971,6,0.0188,3.6667,0.1060,0.0552,1.0000,0.0000,1.0000,0.0000,4.0702,76.0000
972,5,0.0020,2.8000,0.0520,0.0225,1.2000,155.4473,1.0000,0.0000,4.7568,75.0000
973,5,0.0020,2.8000,0.0520,0.0225,1.2000,155.4473,1.0000,0.0000,4.7568,75.0000
974,8,0.0053,3.0000,0.0606,0.0104,1.0000,0.0000,1.0000,0.0000,3.5611,70.0000
975,8,0.0053,3.0000,0.0606,0.0104,1.0000,0.0000,1.0000,0.0000,3.5611,70.0000
976,4,0.0132,3.5000,0.0950,0.0237,1.2500,41.5684,1.0000,0.0000,5.4275,63.0000
977,4,0.0132,3.5000,0.0950,0.0237,1.2500,41.5684,1.0000,0.0000,5.4275,63.0000
978,5,0.0070,2.8000,0.0734,0.0020,1.2000,140.4322,1.0000,0.0000,4.1081,75.0000
979,5,0.0070,2.8000,0.0734,0.0020,1.2000,140.4322,1.0000,0.0000,4.1081,75.0000
980,2,0.0098,6.0000,0.1069,0.1377,1.0000,0.0000,1.0000,0.0000,4.6083,63.0000
981,2,0.0098,6.0000,0.1069,0.1377,1.0000,0.0000,1.0000,0.0000,4.6083,63.0000
982,4,0.0081,4.0000,0.1033,0.0577,1.2500,151.1148,1.0000,0.0000,5.4446,58.0000
983,4,0.0081,4.0000,0.1033,0.0577,1.2500,151.1148,1.0000,0.0000,5.4446,58.0000
984,6,0.0088,3.1667,0.0722,0.0455,1.0000,0.0000,1.0000,0.0000,2.3268,62.0000
985,6,0.0088,3.1667,0.0722,0.0455,1.0000,0.0000,1.0000,0.0000,2.3268,62.0000
986,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
987,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
988,4,0.0264,5.0000,0.1038,0.0858,1.0000,0.0000,1.0000,0.0000,4.0355,74.0000
989,4,0.0264,5.0000,0.1038,0.0858,1.0000,0.0000,1.0000,0.0000,4.0355,74.0000
990,5,0.0101,4.0000,0.0716,0.0042,1.0000,0.0000,1.2000,0.0000,5.8941,78.0000
991,5,0.0101,4.0000,0.0716,0.0042,1.0000,0.0000,1.2000,0.0000,5.8941,78.0000
992,5,0.0021,2.8000,0.0426,0.0000,1.0000,0.0000,1.2000,0.0000,5.9298,76.0000
993,5,0.0021,2.8000,0.0426,0.0000,1.0000,0.0000,1.2000,0.0000,5.9298,76.0000
994,6,0.0054,2.8333,0.0712,0.0141,1.1667,88.5206,1.0000,0.0000,7.2796,77.0000
995,6,0.0054,2.8333,0.0712,0.0141,1.1667,88.5206,1.0000,0.0000,7.2796,77.0000
996,5,0.0193,3.2000,0.0672,0.0014,1.0000,0.0000,1.0000,0.0000,4.7390,74.0000
997,5,0.0193,3.2000,0.0672,0.0014,1.0000,0.0000,1.0000,0.0000,4.7390,74.0000
998,2,0.0054,2.5000,0.0804,0.0160,1.0000,0.0000,1.0000,0.0000,5.0704,71.0000
999,2,0.0054,2.5000,0.0804,0.0160,1.0000,0.0000,1.0000,0.0000,5.0704,71.0000
1000,5,0.0101,3.8000,0.0736,0.0218,1.2000,128.0564,1.0000,0.0000,7.7341,67.0000
1001,5,0.0101,3.8000,0.0736,0.0218,1.2000,128.0564,1.0000,0.0000,7.7341,67.0000
1002,7,0.0060,2.4286,0.0531,0.0153,1.1429,159.2288,1.0000,0.0000,3.2924,68.0000
1003,7,0.0060,2.4286,0.0531,0.0153,1.1429,159.2288,1.0000,0.0000,3.2924,68.0000
1004,5,0.0011,2.6000,0.0432,0.0000,1.0000,0.0000,1.0000,0.0000,3.5330,63.0000
1005,5,0.0011,2.6000,0.0432,0.0000,1.0000,0.0000,1.0000,0.0000,3.5330,63.0000
1006,6,0.0049,2.5000,0.0618,0.0053,1.0000,0.0000,1.0000,0.0000,5.2013,67.0000
1007,6,0.0049,2.5000,0.0618,0.0053,1.0000,0.0000,1.0000,0.0000,5.2013,67.0000
1008,2,0.0006,2.5000,0.0347,0.0000,1.0000,0.0000,1.0000,0.0000,8.0670,73.0000
1009,2,0.0006,2.5000,0.0347,0.0000,1.0000,0.0000,1.0000,0.0000,8.0670,73.0000
1010,3,0.0113,3.0000,0.1045,0.0287,1.0000,0.0000,1.0000,0.0000,6.0802,81.0000
1011,3,0.0113,3.0000,0.1045,0.0287,1.0000,0.0000,1.0000,0.0000,6.0802,81.0000
1012,10,0.0248,3.5000,0.0857,0.0289,1.0000,0.0000,1.0000,0.0000,3.5913,74.0000
1013,10,0.0248,3.5000,0.0857,0.0289,1.0000,0.0000,1.0000,0.0000,3.5913,74.0000
1014,11,0.0557,4.0909,0.1020,0.0709,1.0909,30.9169,1.0909,0.0000,4.1857,73.0000
1015,11,0.0557,4.0909,0.1020,0.0709,1.0909,30.9169,1.0909,0.0000,4.1857,73.0000
1016,4,0.0083,3.5000,0.0980,0.0118,1.0000,0.0000,1.0000,0.0000,6.1972,71.0000
1017,4,0.0083,3.5000,0.0980,0.0118,1.0000,0.0000,1.0000,0.0000,6.1972,71.0000
1018,11,0.0167,2.6364,0.0514,0.0000,1.0000,0.0000,1.0000,0.0000,7.7740,84.0000
1019,11,0.0167,2.6364,0.0514,0.0000,1.0000,0.0000,1.0000,0.0000,7.7740,84.0000
1020,1,0.0005,3.0000,0.0337,0.0000,1.0000,0.0000,1.0000,0.0000,11.7353,90.0000
1021,1,0.0005,3.0000,0.0337,0.0000,1.0000,0.0000,1.0000,0.0000,11.7353,90.0000
1022,1,0.0002,2.0000,0.0198,0.0000,1.0000,0.0000,1.0000,0.0000,11.6482,102.0000
1023,1,0.0002,2.0000,0.0198,0.0000,1.0000,0.0000,1.0000,0.0000,11.6482,102.0000
1024,7,0.0674,2.4286,0.0809,0.0000,1.0000,0.0000,1.0000,0.0000,11.8995,113.0000
1025,7,0.0674,2.4286,0.0809,0.0000,1.0000,0.0000,1.0000,0.0000,11.8995,113.0000
1026,5,0.0245,3.4000,0.0460,0.0000,1.0000,0.0000,1.0000,0.0000,12.1418,123.0000
1027,5,0.0245,3.4000,0.0460,0.0000,1.0000,0.0000,1.0000,0.0000,12.1418,123.0000
1028,2,0.0326,4.5000,0.1393,0.0000,1.0000,0.0000,1.5000,0.0000,12.7896,122.0000
1029,2,0.0326,4.5000,0.1393,0.0000,1.0000,0.0000,1.5000,0.0000,12.7896,122.0000
1030,9,0.0629,5.3333,0.1149,0.0013,1.2222,92.5486,1.0000,0.0000,6.5874,134.0000
1031,9,0.0629,5.3333,0.1149,0.0013,1.2222,92.5486,1.0000,0.0000,6.5874,134.0000
1032,15,0.0113,3.8000,0.0605,0.0000,1.0000,0.0000,1.0000,0.0000,4.3626,122.0000
1033,15,0.0113,3.8000,0.0605,0.0000,1.0000,0.0000,1.0000,0.0000,4.3626,122.0000
1034,4,0.0004,2.0000,0.0234,0.0000,1.0000,0.0000,1.0000,0.0000,6.5456,92.0000
1035,4,0.0004,2.0000,0.0234,0.0000,1.0000,0.0000,1.0000,0.0000,6.5456,92.0000
1036,5,0.0030,2.6000,0.0476,0.0017,1.2000,62.2008,1.0000,0.0000,7.1317,88.0000
