tempo,quantidadePAs,betweenness,degree,closeness,eigenvector,lifespan,mobility,fragmentationImpact,kConnectivity,density,number_of_cars
112,1,0.0067,3.0000,0.1200,0.0000,1.0000,0.0000,15.0000,1.0000,6.7692,26.0000
113,2,0.0028,2.0000,0.0741,0.0000,1.0000,0.0000,14.0000,1.0000,3.3069,14.0000
114,2,0.0350,3.5000,0.1646,0.2103,1.0000,0.0000,15.0000,2.5000,3.3846,13.0000
115,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
116,1,0.0296,6.0000,0.2112,0.0001,1.0000,0.0000,17.0000,3.0000,6.4368,30.0000
117,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
118,1,0.0154,3.0000,0.1538,0.2691,1.0000,0.0000,18.0000,1.0000,4.5584,27.0000
119,1,0.0087,3.0000,0.1364,0.6116,1.0000,0.0000,15.0000,1.0000,4.7431,23.0000
120,2,0.0167,3.5000,0.1500,0.1889,1.0000,0.0000,12.0000,1.5000,3.6923,13.0000
121,1,0.0215,6.0000,0.2462,0.2896,1.0000,0.0000,18.0000,1.0000,8.5470,27.0000
122,2,0.0877,4.5000,0.2512,0.2439,1.0000,0.0000,12.5000,2.5000,4.5584,13.5000
123,2,0.1040,7.0000,0.2784,0.1795,1.0000,0.0000,13.0000,3.5000,5.8201,14.0000
124,1,0.0085,4.0000,0.1481,0.0000,1.0000,0.0000,16.0000,1.0000,6.8783,28.0000
125,3,0.0066,2.3333,0.0904,0.0000,1.0000,0.0000,15.0000,1.3333,1.6092,10.0000
126,1,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,15.0000,1.0000,7.3892,29.0000
127,3,0.0138,3.3333,0.1305,0.2452,1.0000,0.0000,18.3333,1.0000,1.4337,10.3333
128,3,0.0242,5.3333,0.2145,0.2506,1.3333,71.7390,17.0000,1.3333,2.4691,9.0000
129,2,0.0198,3.5000,0.1470,0.0989,1.0000,0.0000,18.0000,1.5000,3.6946,14.5000
130,6,0.0276,2.5000,0.1128,0.0000,1.1667,70.7931,17.0000,1.6667,1.0732,5.5000
131,1,0.0033,2.0000,0.0800,0.0000,1.0000,0.0000,15.0000,1.0000,8.3077,26.0000
132,1,0.0043,2.0000,0.0909,0.0000,1.0000,0.0000,14.0000,1.0000,8.3004,23.0000
133,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
135,1,0.0842,5.0000,0.2909,0.4487,1.0000,0.0000,13.0000,4.0000,8.5714,21.0000
136,4,0.0100,3.2500,0.1300,0.1209,1.2500,100.2196,12.0000,1.2500,1.7692,6.5000
137,1,0.0145,5.0000,0.2083,0.4623,1.0000,0.0000,15.0000,1.0000,6.0000,25.0000
138,2,0.0584,4.5000,0.2573,0.2556,1.0000,0.0000,12.0000,2.5000,4.7431,11.5000
139,1,0.0058,2.0000,0.1053,0.7071,1.0000,0.0000,15.0000,1.0000,3.1579,20.0000
140,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
141,1,0.0423,8.0000,0.2857,0.5155,1.0000,0.0000,15.0000,4.0000,7.1429,29.0000
142,1,0.0106,4.0000,0.1429,0.0000,1.0000,0.0000,12.0000,2.0000,9.6059,29.0000
143,2,0.0380,3.0000,0.1880,0.0000,1.0000,0.0000,10.5000,1.5000,3.9474,10.0000
144,1,0.0110,2.0000,0.1429,0.7071,1.0000,0.0000,12.0000,1.0000,3.8095,15.0000
145,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
146,1,0.0429,4.0000,0.2143,0.5164,1.0000,0.0000,13.0000,3.0000,6.4935,22.0000
147,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
148,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
149,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
150,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
151,2,0.0026,2.0000,0.0562,0.0000,1.0000,0.0000,25.0000,1.0000,1.6463,20.5000
152,4,0.0166,3.2500,0.1219,0.2242,1.0000,0.0000,20.0000,1.7500,0.9470,8.2500
153,2,0.0100,3.0000,0.1280,0.0000,1.5000,215.5317,15.0000,1.0000,4.3077,13.0000
154,2,0.0419,3.5000,0.1639,0.2130,1.5000,316.7584,15.0000,2.0000,2.7218,16.0000
155,4,0.0225,3.2500,0.1518,0.1308,1.0000,0.0000,16.0000,1.5000,1.6667,7.7500
156,1,0.0031,2.0000,0.0769,0.0000,1.0000,0.0000,13.0000,1.0000,13.3903,27.0000
157,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
158,2,0.0072,2.0000,0.0938,0.6015,1.0000,0.0000,19.0000,1.0000,1.1667,12.5000
159,2,0.0093,2.5000,0.1048,0.0000,1.0000,0.0000,21.0000,1.5000,1.6010,14.5000
160,1,0.1579,4.0000,0.3789,0.0874,2.0000,449.7053,9.0000,3.0000,22.6316,20.0000
161,1,0.0145,4.0000,0.1736,0.0000,3.0000,138.0033,13.0000,1.0000,9.3333,25.0000
162,2,0.0043,2.0000,0.0909,0.0000,1.0000,0.0000,16.0000,1.0000,1.7787,11.5000
163,3,0.0144,2.6667,0.1219,0.3333,1.3333,135.9694,16.0000,1.6667,1.3333,8.6667
164,2,0.0091,3.5000,0.1458,0.2618,1.0000,0.0000,14.0000,1.0000,3.0000,12.5000
165,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
166,3,0.0290,3.0000,0.1252,0.0000,1.0000,0.0000,14.3333,2.0000,2.3767,11.3333
167,1,0.0200,4.0000,0.1960,0.2428,1.0000,0.0000,17.0000,1.0000,7.0769,26.0000
168,1,0.0246,5.0000,0.1877,0.3373,1.0000,0.0000,19.0000,2.0000,4.8276,30.0000
169,2,0.0114,5.0000,0.1515,0.2162,1.0000,0.0000,22.0000,1.5000,2.2282,17.0000
170,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
171,1,0.0171,7.0000,0.2593,0.3850,2.0000,563.4107,16.0000,1.0000,8.2011,28.0000
172,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
173,3,0.0122,3.0000,0.1243,0.0460,1.0000,0.0000,17.0000,1.3333,2.0161,10.6667
174,3,0.0038,2.0000,0.0722,0.0000,1.0000,0.0000,15.0000,1.0000,2.6523,10.3333
175,1,0.0022,2.0000,0.0645,0.0000,1.0000,0.0000,17.0000,1.0000,6.6532,32.0000
176,3,0.0513,4.0000,0.2023,0.1525,1.6667,420.6710,13.0000,2.0000,2.9982,9.3333
177,3,0.0105,2.3333,0.1140,0.3154,1.0000,0.0000,18.0000,1.3333,0.9662,8.0000
178,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
179,3,0.0250,2.6667,0.1366,0.1317,1.0000,0.0000,13.0000,1.6667,2.1739,8.0000
180,1,0.0036,2.0000,0.0833,0.0000,1.0000,0.0000,16.0000,1.0000,4.6667,25.0000
181,1,0.0033,2.0000,0.0800,0.0000,1.0000,0.0000,13.0000,1.0000,8.3077,26.0000
182,6,0.0216,3.1667,0.1388,0.1081,1.0000,0.0000,13.0000,1.6667,1.1084,4.8333
183,2,0.0222,7.5000,0.2488,0.1519,1.0000,0.0000,14.0000,1.5000,6.8182,16.5000
184,1,0.0181,4.0000,0.1406,0.0000,1.0000,0.0000,20.0000,3.0000,4.5455,33.0000
185,3,0.0244,2.3333,0.1209,0.0000,1.0000,0.0000,15.0000,1.6667,2.2177,10.6667
186,1,0.0033,2.0000,0.0800,0.0000,1.0000,0.0000,19.0000,1.0000,4.3077,26.0000
187,1,0.0053,3.0000,0.1071,0.0000,1.0000,0.0000,20.0000,1.0000,4.1872,29.0000
188,9,0.0362,3.1111,0.1276,0.1157,1.0000,0.0000,15.0000,1.7778,0.6140,3.7778
189,2,0.0084,3.0000,0.1042,0.0000,1.0000,0.0000,22.0000,1.5000,2.3016,18.0000
190,1,0.0020,2.0000,0.0625,0.0000,1.0000,0.0000,20.0000,1.0000,3.5985,33.0000
191,3,0.0103,2.0000,0.0928,0.0000,1.3333,131.3202,17.0000,1.3333,1.5195,9.0000
192,2,0.0562,4.0000,0.2137,0.3022,1.0000,0.0000,16.0000,3.0000,3.0000,12.5000
193,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
194,1,0.0048,2.0000,0.0952,0.0000,1.0000,0.0000,19.0000,1.0000,2.1645,22.0000
195,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
196,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
197,2,0.0066,4.5000,0.1364,0.2311,1.0000,0.0000,22.0000,1.0000,2.2282,17.0000
198,1,0.0043,3.0000,0.0968,0.0000,1.0000,0.0000,16.0000,1.0000,8.8710,32.0000
199,3,0.0107,4.0000,0.1328,0.1394,1.0000,0.0000,18.0000,1.6667,2.2579,11.3333
200,1,0.0031,2.0000,0.0769,0.0000,1.0000,0.0000,16.0000,1.0000,4.8433,27.0000
201,1,0.0031,2.0000,0.0769,0.0000,1.0000,0.0000,17.0000,1.0000,4.2735,27.0000
202,5,0.0420,2.6000,0.1429,0.1124,1.0000,0.0000,12.0000,1.8000,1.2923,5.2000
203,2,0.0111,2.5000,0.1121,0.0653,1.0000,0.0000,15.0000,1.0000,3.3333,15.0000
204,5,0.0370,2.6000,0.1265,0.0259,1.0000,0.0000,14.2000,1.4000,1.7814,7.8000
205,6,0.0133,2.0000,0.0703,0.0000,1.1667,80.8012,16.0000,1.6667,1.4620,6.5000
206,1,0.0025,2.0000,0.0690,0.0000,1.0000,0.0000,18.0000,1.0000,6.4368,30.0000
207,2,0.0087,2.0000,0.1023,0.0000,1.0000,0.0000,15.0000,1.0000,2.5692,11.5000
208,2,0.0115,4.0000,0.1524,0.1391,1.0000,0.0000,16.0000,1.0000,4.1935,15.5000
209,1,0.0429,3.0000,0.2165,0.0822,1.0000,0.0000,13.0000,1.0000,10.3896,22.0000
210,1,0.0028,2.0000,0.0741,0.0000,1.0000,0.0000,16.0000,1.0000,7.6720,28.0000
211,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
212,1,0.0158,4.0000,0.2000,0.5236,1.0000,0.0000,14.0000,1.0000,5.2381,21.0000
213,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
214,2,0.0043,2.0000,0.0726,0.0000,1.0000,0.0000,17.0000,1.0000,4.4355,16.0000
215,1,0.0399,5.0000,0.2308,0.2172,1.0000,0.0000,11.0000,2.0000,11.6402,28.0000
216,1,0.0217,5.0000,0.2083,0.5526,1.0000,0.0000,18.0000,2.0000,4.0000,25.0000
217,1,0.0025,2.0000,0.0690,0.0000,1.0000,0.0000,22.0000,1.0000,2.2989,30.0000
218,4,0.0346,2.7500,0.1486,0.2033,1.0000,0.0000,14.0000,2.0000,1.3587,6.0000
219,2,0.0888,5.5000,0.2877,0.2771,1.0000,0.0000,14.0000,4.5000,4.6667,12.5000
220,2,0.0028,2.0000,0.0741,0.0000,1.0000,0.0000,21.0000,1.0000,1.1905,14.0000
221,2,0.0419,2.5000,0.1752,0.0111,2.0000,270.5213,15.0000,1.5000,4.1379,15.0000
222,1,0.0615,8.0000,0.3462,0.2075,1.0000,0.0000,16.0000,2.0000,15.3846,27.0000
223,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
224,1,0.0048,2.0000,0.0952,0.0000,2.0000,215.9985,12.0000,1.0000,8.6580,22.0000
225,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
226,1,0.0053,2.0000,0.1000,0.0000,1.0000,0.0000,15.0000,1.0000,4.7619,21.0000
227,1,0.0023,2.0000,0.0667,0.0000,1.0000,0.0000,19.0000,1.0000,4.9462,31.0000
228,1,0.0036,3.0000,0.0882,0.0000,1.0000,0.0000,19.0000,1.0000,4.5378,35.0000
229,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
230,1,0.0215,3.0000,0.1626,0.0477,1.0000,0.0000,20.0000,1.0000,7.4597,32.0000
231,1,0.0605,5.0000,0.1857,0.2136,1.0000,0.0000,18.0000,4.0000,6.8254,36.0000
232,1,0.0114,3.0000,0.1323,0.0000,1.0000,0.0000,16.0000,1.0000,7.1429,28.0000
233,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
234,3,0.0051,2.0000,0.0833,0.0000,1.0000,0.0000,17.0000,1.0000,1.4245,9.0000
235,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
236,2,0.0237,3.5000,0.1717,0.1266,1.0000,0.0000,8.0000,1.5000,5.7971,12.0000
237,4,0.0057,2.5000,0.0906,0.0000,1.0000,0.0000,16.0000,1.2500,1.6667,7.7500
238,1,0.0060,4.0000,0.1250,0.0000,1.0000,0.0000,19.0000,1.0000,6.2500,33.0000
239,1,0.0132,6.0000,0.2143,0.4183,1.0000,0.0000,21.0000,1.0000,4.9261,29.0000
240,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
241,1,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,17.0000,1.0000,4.6798,29.0000
242,2,0.0086,3.5000,0.1207,0.2763,1.0000,0.0000,20.0000,1.5000,1.9540,15.0000
243,2,0.0290,4.0000,0.2127,0.2526,1.0000,0.0000,16.0000,1.5000,3.3333,12.5000
244,2,0.0190,4.0000,0.1984,0.5059,1.0000,0.0000,13.0000,1.0000,3.6797,11.0000
245,4,0.1062,3.7500,0.1987,0.1647,1.0000,0.0000,12.2500,2.2500,1.8519,6.7500
246,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
247,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
248,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
249,2,0.0057,2.5000,0.0929,0.0000,1.0000,0.0000,18.0000,1.0000,3.0108,15.5000
250,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
251,1,0.0302,3.0000,0.1860,0.0415,1.0000,0.0000,15.0000,1.0000,11.5530,33.0000
252,1,0.0016,2.0000,0.0556,0.0000,1.0000,0.0000,25.0000,1.0000,4.0541,37.0000
253,4,0.0028,2.0000,0.0644,0.0000,1.0000,0.0000,19.0000,1.0000,1.2478,8.5000
254,3,0.0103,2.6667,0.1162,0.1583,1.0000,0.0000,17.0000,1.3333,1.4245,9.0000
255,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
256,3,0.0079,2.3333,0.1087,0.2039,1.0000,0.0000,18.0000,1.0000,0.9662,8.0000
257,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
258,3,0.0326,4.0000,0.1784,0.2325,1.0000,0.0000,13.0000,1.6667,2.5556,8.3333
259,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
260,1,0.0040,2.0000,0.0870,0.7071,1.0000,0.0000,18.0000,1.0000,2.5362,24.0000
261,3,0.0596,4.3333,0.2627,0.1513,1.0000,0.0000,9.0000,2.0000,4.7619,7.0000
262,3,0.0103,2.0000,0.0928,0.0001,1.0000,0.0000,19.0000,1.3333,0.9497,9.0000
263,6,0.0134,2.8333,0.1174,0.2789,1.0000,0.0000,16.0000,1.1667,0.6810,5.1667
264,5,0.0057,2.8000,0.0871,0.2072,1.0000,0.0000,21.2000,1.2000,0.6032,7.2000
265,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
266,3,0.0193,2.3333,0.1215,0.0000,1.0000,0.0000,14.0000,1.6667,1.8889,8.3333
267,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
268,1,0.0092,3.0000,0.1190,0.3310,1.0000,0.0000,18.0000,1.0000,4.0860,31.0000
269,1,0.0020,2.0000,0.0625,0.0000,1.0000,0.0000,22.0000,1.0000,3.9773,33.0000
