tempo,quantidadePAs,betweenness,degree,closeness,eigenvector,lifespan,mobility,fragmentationImpact,kConnectivity,density,number_of_cars
0,0
1,0
2,0
3,0
4,4
5,3
6,2
7,9
8,1
9,5
10,4
11,6
12,1
13,1
14,2
15,2
16,0
17,2
18,5
19,1
20,3
21,1
22,3
23,2
24,1
25,2
26,1
27,3
28,1
29,3
30,5
31,1
32,7
33,3
34,4
35,0
36,7
37,3
38,0
39,3
40,3
41,3
42,3
43,3
44,1
45,1
46,5
47,3
48,0
49,2
50,4
51,7
52,7
53,1
54,3
55,1
56,4
57,3
58,5
59,3
60,9
61,3
62,2
63,3
64,4
65,3
66,2
67,0
68,1
69,5
70,0
71,4
72,4
73,2
74,2
75,2
76,3
77,3
78,4
79,6
80,0
81,1
82,4
83,3
84,1
85,2
86,2
87,4
88,1
89,1
90,0
91,7
92,3
93,3
94,2
95,0
96,1
97,1
98,4
99,2
100,1
101,5
102,2
103,1
104,4
105,4
106,1
107,4
108,2
109,1
110,2
111,4
112,1
113,1
114,2
115,3
116,1
117,6
118,4
119,1
120,3
121,1
122,1
123,0
124,2
125,2
126,2
127,6
128,1
129,1
130,1
131,3
132,1
133,2
134,4
135,2
136,0
137,3
138,3
139,1
140,2
141,2
142,2
143,4
144,2
145,3
146,1
147,3
148,1
149,3
150,3
151,2
152,0
153,6
154,5
155,7
156,1
157,2
158,5
159,0
160,1
161,3
162,3
163,1
164,1
165,4
166,4
167,6
168,6
169,1
170,0
171,3
172,1
173,3
174,4
175,0
176,2
177,5
178,6
179,5
180,2
181,5
182,5
183,1
184,2
185,2
186,4
187,2
188,1
189,0
190,1
191,5
192,2
193,2
194,1
195,3
196,1
197,1
198,3
199,0
200,3
201,6
202,0
203,1
204,1
205,5
206,2
207,3
208,0
209,2
210,3
211,2
212,5
213,1
214,1
215,2
216,4
217,0
218,1
219,3
220,2
221,1
222,1
223,2
224,1
225,7
226,0
227,2
228,3
229,3
230,1
231,2
232,0
233,0
234,0
235,0
236,2
237,4
238,1
239,0
240,2
241,1
242,0
243,3
244,0
245,2
246,1
247,2
248,2
249,4
250,2
251,2
252,1
253,4
254,6
255,3
256,3
257,3
258,2
259,1
260,0
261,5
262,1
263,10
264,5
265,2
266,5
267,5
268,4
269,2
270,4
271,4
272,4
273,0
274,6
275,1
276,1
277,4
278,4
279,1
280,4
281,7
282,4
283,0
284,3
285,2
286,1
287,5
288,3
289,0
290,3
291,2
292,0
293,3
294,2
295,4
296,1
297,5
298,1
299,2
300,1
301,4
302,0
303,2
304,1
305,4
306,1
307,4
308,1
309,1
310,3
311,4
312,2
313,2
314,0
315,2
316,1
317,4
318,3
319,0
320,4
321,5
322,4
323,1
324,1
325,2
326,1
327,1
328,0
329,2
330,3
331,0
332,4
333,7
334,1
335,3
336,1
337,5
338,5
339,2
340,3
341,4
342,3
343,0
344,3
345,0
346,1
347,5
348,0
349,1
350,2
351,2
352,1
353,1
354,0
355,2
356,3
357,2
358,4
359,1
360,3
361,6
362,9
363,9
364,7
365,12
366,5
367,3
368,5
369,8
370,4
371,8
372,11
373,5
374,8
375,3
376,4
377,14
378,10
379,6
380,3
381,5
382,11
383,12
384,13
385,5
386,8
387,6
388,8
389,11
390,7
391,7
392,7
393,8
394,8
395,6
396,4
397,4
398,12
399,17
400,2
401,4
402,7
403,7
404,4
405,12
406,4
407,9
408,5
409,11
410,3
411,10
412,11
413,9
414,8
415,5
416,7
417,12
418,11
419,7
420,10
421,11
422,5
423,6
424,5
425,3
426,6
427,6
428,2
429,7
430,10
431,6
432,6
433,8
434,7
435,8
436,5
437,13
438,15
439,9
440,9
441,6
442,15
443,12
444,4
445,8
446,6
447,7
448,4
449,2
450,0
451,4
452,12
453,18
454,7
455,9
456,12
457,3
458,10
459,7
460,5
461,9
462,7
463,4
464,6
465,6
466,4
467,6
468,6
469,16
470,7
471,11
472,6
473,6
474,12
475,14
476,6
477,21
478,7
479,4
480,6
481,8
482,10
483,6
484,9
485,8
486,10
487,9
488,7
489,9
490,5
491,5
492,12
493,2
494,18
495,9
496,9
497,10
498,8
499,11
500,6
501,8
502,8
503,6
504,6
505,9
506,11
507,8
508,6
509,7
510,7
511,6
512,7
513,9
514,2
515,5
516,8
517,13
