tempo,quantidadePAs,betweenness,degree,closeness,eigenvector,lifespan,mobility,fragmentationImpact,kConnectivity,density,number_of_cars
108,2,0.0067,3.0000,0.1200,0.2618,1.0000,0.0000,17.0000,1.0000,2.1538,13.0000
109,1,0.0313,6.0000,0.2807,0.1960,2.0000,290.7167,14.0000,1.0000,13.7566,28.0000
110,2,0.0111,4.0000,0.1500,0.1843,1.0000,0.0000,14.0000,1.0000,4.1872,14.5000
111,1,0.0025,2.0000,0.0690,0.0000,1.0000,0.0000,15.0000,1.0000,7.8161,30.0000
112,1,0.0033,2.0000,0.0800,0.0000,1.0000,0.0000,16.0000,1.0000,7.3846,26.0000
113,2,0.0923,7.0000,0.3990,0.1806,1.0000,0.0000,10.0000,1.5000,9.2308,13.0000
114,2,0.0028,2.0000,0.0741,0.0000,1.0000,0.0000,14.0000,1.0000,3.0423,14.0000
115,3,0.0044,2.0000,0.0774,0.0000,1.0000,0.0000,17.0000,1.0000,1.7241,9.6667
116,2,0.0123,2.5000,0.1331,0.0761,1.0000,0.0000,17.0000,1.0000,3.5613,13.5000
117,6,0.0755,4.0000,0.2058,0.0988,1.0000,0.0000,12.0000,1.6667,1.5126,5.8333
118,5,0.0736,3.4000,0.1854,0.1004,1.2000,102.6921,11.0000,2.0000,1.8925,6.2000
119,1,0.0023,2.0000,0.0667,0.0000,1.0000,0.0000,19.0000,1.0000,5.8065,31.0000
120,1,0.1452,4.0000,0.2580,0.1348,3.0000,524.3644,15.0000,4.0000,9.8485,33.0000
121,1,0.0038,3.0000,0.0909,0.0000,2.0000,1001.6369,21.0000,1.0000,5.1693,34.0000
122,1,0.0022,2.0000,0.0645,0.0000,1.0000,0.0000,17.0000,1.0000,5.6452,32.0000
123,1,0.0720,6.0000,0.2749,0.1100,1.0000,0.0000,14.0000,2.0000,10.8871,32.0000
124,2,0.0172,4.0000,0.1697,0.0826,1.0000,0.0000,15.0000,1.0000,6.8966,15.0000
125,2,0.0097,3.5000,0.1328,0.1205,1.0000,0.0000,14.0000,1.0000,5.6452,16.0000
126,2,0.0356,3.5000,0.2076,0.1350,1.5000,117.8944,13.0000,1.5000,5.0265,14.0000
127,6,0.0284,3.5000,0.1383,0.2036,1.3333,110.9043,13.1667,1.5000,0.9677,5.1667
128,1,0.0053,3.0000,0.1071,0.0000,1.0000,0.0000,13.0000,1.0000,8.6207,29.0000
129,1,0.0043,2.0000,0.0909,0.0000,1.0000,0.0000,16.0000,1.0000,5.5336,23.0000
130,1,0.0062,3.0000,0.1154,0.0000,1.0000,0.0000,16.0000,1.0000,6.5527,27.0000
131,3,0.0152,2.3333,0.1080,0.0000,1.0000,0.0000,15.0000,1.6667,2.4691,9.3333
132,1,0.0246,5.0000,0.2196,0.2124,1.0000,0.0000,16.0000,1.0000,7.8161,30.0000
133,2,0.0222,4.0000,0.1758,0.1993,1.0000,0.0000,19.0000,1.5000,2.9356,16.5000
134,5,0.0594,4.0000,0.1664,0.1866,1.0000,0.0000,15.2000,1.8000,1.2903,6.4000
135,2,0.0505,3.5000,0.1669,0.0732,1.0000,0.0000,13.0000,2.5000,4.5977,15.0000
136,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
137,3,0.0033,2.3333,0.0805,0.2039,1.0000,0.0000,19.0000,1.0000,1.1494,10.0000
138,3,0.0338,5.0000,0.2268,0.2865,1.0000,0.0000,14.0000,1.6667,2.5556,8.3333
139,1,0.0277,6.0000,0.2783,0.3787,1.0000,0.0000,16.0000,1.0000,7.9710,24.0000
140,2,0.0046,3.0000,0.1000,0.0000,1.0000,0.0000,13.0000,1.0000,6.5591,15.5000
141,2,0.0038,2.0000,0.0682,0.0000,1.0000,0.0000,16.0000,1.0000,6.5954,17.0000
142,2,0.0222,4.0000,0.1458,0.3571,1.0000,0.0000,17.0000,2.0000,2.2727,16.5000
143,4,0.0055,2.2500,0.0856,0.0543,1.0000,0.0000,18.0000,1.0000,1.2784,8.2500
144,4,0.0193,2.7500,0.1239,0.0000,1.5000,353.4746,17.0000,1.5000,1.4516,7.7500
145,3,0.0366,4.3333,0.1991,0.1556,1.0000,0.0000,16.3333,1.0000,2.6210,10.6667
146,1,0.0138,4.0000,0.1633,0.2428,1.0000,0.0000,17.0000,1.0000,6.6667,31.0000
147,4,0.0283,4.5000,0.1781,0.1708,1.0000,0.0000,13.0000,2.0000,1.8391,7.5000
148,1,0.0580,5.0000,0.2451,0.2961,1.0000,0.0000,13.0000,2.0000,8.0000,25.0000
149,3,0.0103,2.3333,0.1148,0.0592,1.0000,0.0000,14.0000,1.0000,2.2792,9.0000
150,3,0.0444,3.3333,0.1634,0.1527,1.0000,0.0000,13.0000,2.0000,2.2939,10.3333
151,2,0.0406,3.5000,0.1523,0.0000,1.0000,0.0000,12.0000,2.0000,3.7931,15.0000
152,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
153,6,0.0798,3.6667,0.2007,0.0870,1.0000,0.0000,11.0000,1.6667,1.7921,5.1667
154,5,0.0090,2.0000,0.0781,0.0000,1.2000,60.5727,18.0000,1.4000,0.8468,6.4000
155,7,0.0426,3.2857,0.1463,0.2358,1.4286,74.2282,12.0000,1.7143,0.8210,4.2857
156,1,0.0033,2.0000,0.0800,0.0000,2.0000,540.2090,16.0000,1.0000,6.4615,26.0000
157,2,0.0167,3.0000,0.1458,0.0000,1.0000,0.0000,15.0000,1.5000,3.3846,13.0000
158,5,0.0085,3.6000,0.1352,0.1658,1.2000,213.5515,15.0000,1.0000,1.2698,5.6000
159,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
160,1,0.0028,2.0000,0.0741,0.0000,2.0000,821.6132,18.0000,1.0000,5.5556,28.0000
161,3,0.0094,2.6667,0.1045,0.0564,1.0000,0.0000,16.0000,1.0000,2.6515,11.0000
162,3,0.0272,3.6667,0.1682,0.2254,1.3333,159.8311,17.0000,1.3333,1.6420,9.6667
163,1,0.0286,4.0000,0.2121,0.2933,1.0000,0.0000,12.0000,1.0000,9.9567,22.0000
164,1,0.0799,5.0000,0.2222,0.3226,1.0000,0.0000,15.0000,2.0000,6.6138,28.0000
165,4,0.0188,3.0000,0.1438,0.0728,1.0000,0.0000,13.0000,1.2500,2.3690,8.0000
166,4,0.0151,2.5000,0.1134,0.0122,1.0000,0.0000,13.2500,1.0000,1.8817,7.7500
167,6,0.0046,2.6667,0.0917,0.0770,1.1667,69.5404,16.0000,1.0000,0.8244,5.1667
168,6,0.0410,3.0000,0.1409,0.1295,1.0000,0.0000,14.0000,1.5000,0.9852,4.8333
169,2,0.0314,5.5000,0.2049,0.1212,1.5000,211.0897,12.0000,2.0000,4.3678,15.0000
170,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
171,3,0.0168,3.3333,0.1507,0.1895,1.0000,0.0000,14.0000,1.3333,2.1164,9.3333
172,1,0.0036,2.0000,0.0833,0.0000,1.0000,0.0000,14.0000,1.0000,9.6667,25.0000
173,3,0.0532,3.6667,0.2109,0.1104,1.0000,0.0000,13.0000,1.6667,3.6155,9.3333
174,2,0.0241,4.0000,0.1470,0.2443,1.5000,105.0112,16.5000,1.0000,2.4731,15.5000
175,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
176,3,0.0584,4.3333,0.2608,0.1956,1.0000,0.0000,11.0000,1.3333,3.3846,8.6667
177,5,0.0303,3.2000,0.1502,0.3944,1.0000,0.0000,18.0000,1.8000,0.7312,6.2000
178,5,0.0148,2.4000,0.1141,0.0464,1.0000,0.0000,14.0000,1.2000,1.5172,6.0000
179,5,0.0596,2.4000,0.1686,0.0229,1.0000,0.0000,10.0000,1.6000,2.8966,6.0000
180,3,0.0082,2.3333,0.0950,0.0690,1.0000,0.0000,16.0000,1.0000,1.7625,10.0000
181,4,0.0236,3.0000,0.1347,0.0784,1.2500,194.6138,16.0000,1.7500,1.7742,7.7500
182,5,0.0365,3.4000,0.1582,0.0936,1.6000,144.3229,12.2000,1.8000,1.7011,6.0000
183,1,0.0023,2.0000,0.0667,0.0000,1.0000,0.0000,16.0000,1.0000,5.8065,31.0000
184,2,0.0085,2.5000,0.1037,0.1404,1.5000,267.2930,20.0000,1.0000,1.8519,14.0000
185,1,0.0158,3.0000,0.1553,0.3834,1.0000,0.0000,15.0000,1.0000,4.7101,24.0000
186,3,0.0203,3.0000,0.1399,0.0436,1.0000,0.0000,14.0000,1.6667,2.8736,9.6667
187,2,0.0080,2.5000,0.0978,0.0000,1.0000,0.0000,14.0000,1.5000,4.6237,15.5000
188,1,0.0067,3.0000,0.1200,0.0001,1.0000,0.0000,18.0000,1.0000,3.6923,26.0000
189,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
190,1,0.0036,2.0000,0.0833,0.0000,1.0000,0.0000,16.0000,1.0000,9.0000,25.0000
191,5,0.0370,3.2000,0.1677,0.2328,1.0000,0.0000,14.0000,1.4000,1.1077,5.2000
192,3,0.0056,2.0000,0.0867,0.0000,1.3333,298.3870,14.0000,1.0000,2.1538,8.6667
193,2,0.0291,3.0000,0.1653,0.1666,1.0000,0.0000,13.0000,1.5000,3.9409,14.5000
194,1,0.0028,2.0000,0.0741,0.0000,1.0000,0.0000,18.0000,1.0000,3.7037,28.0000
195,4,0.0516,3.5000,0.1745,0.1208,1.0000,0.0000,15.2500,1.7500,1.6626,7.2500
196,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
197,1,0.0031,2.0000,0.0769,0.0000,1.0000,0.0000,14.0000,1.0000,11.3960,27.0000
198,4,0.0351,3.5000,0.1665,0.3921,1.2500,66.5162,17.0000,2.0000,1.0345,7.5000
199,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
200,3,0.0326,4.0000,0.1786,0.1314,1.0000,0.0000,14.0000,1.3333,2.6820,10.0000
201,6,0.0330,2.8333,0.1224,0.1771,1.0000,0.0000,16.1667,1.6667,0.7885,5.1667
202,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
203,1,0.0291,6.0000,0.2707,0.2043,1.0000,0.0000,14.0000,1.0000,12.8079,29.0000
204,1,0.0065,3.0000,0.1032,0.0000,1.0000,0.0000,22.0000,1.0000,3.6290,32.0000
205,5,0.0148,2.8000,0.1239,0.0858,1.0000,0.0000,12.0000,1.2000,1.6256,5.8000
206,2,0.0291,4.0000,0.2009,0.1938,1.0000,0.0000,18.0000,1.5000,3.4483,14.5000
207,3,0.0156,3.6667,0.1441,0.2312,1.0000,0.0000,17.0000,1.0000,1.6487,10.3333
208,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
209,1,0.0085,3.0000,0.1185,0.4747,1.0000,0.0000,19.0000,1.0000,3.1746,28.0000
210,3,0.0211,2.3333,0.1268,0.3844,1.0000,0.0000,16.0000,1.6667,1.3285,8.0000
211,1,0.0260,4.0000,0.1894,0.5334,1.0000,0.0000,16.0000,2.0000,4.7431,23.0000
212,5,0.0689,3.4000,0.1775,0.1216,1.0000,0.0000,10.0000,2.0000,1.9943,5.4000
213,1,0.0774,5.0000,0.2503,0.0611,1.0000,0.0000,13.0000,3.0000,10.6855,32.0000
214,1,0.0302,5.0000,0.2162,0.0798,1.0000,0.0000,14.0000,1.0000,9.6591,33.0000
215,1,0.0079,4.0000,0.1429,0.0000,1.0000,0.0000,14.0000,1.0000,10.5911,29.0000
216,5,0.0511,2.8000,0.1417,0.2698,1.0000,0.0000,13.0000,1.8000,1.1396,5.4000
217,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
218,1,0.0345,5.0000,0.2943,0.1217,1.0000,0.0000,14.0000,1.0000,15.4839,31.0000
219,3,0.0339,5.0000,0.1945,0.2236,1.0000,0.0000,19.0000,2.0000,2.0521,12.3333
220,2,0.0066,2.5000,0.0889,0.0000,1.0000,0.0000,19.0000,1.5000,2.0499,17.0000
221,1,0.0909,6.0000,0.3247,0.2083,1.0000,0.0000,13.0000,3.0000,12.2530,23.0000
222,1,0.0571,5.0000,0.2593,0.4629,1.0000,0.0000,14.0000,3.0000,6.9264,22.0000
223,2,0.0031,2.0000,0.0769,0.0000,1.0000,0.0000,20.0000,1.0000,1.2821,13.5000
224,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
225,7,0.0416,2.4286,0.1389,0.0349,1.0000,0.0000,12.0000,1.5714,1.4426,4.1429
226,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
227,2,0.0053,2.0000,0.0804,0.0000,1.0000,0.0000,19.0000,1.0000,2.0936,14.5000
228,3,0.0142,3.3333,0.1450,0.1948,1.0000,0.0000,17.0000,1.3333,1.6755,9.3333
229,3,0.0176,2.3333,0.1183,0.1014,1.0000,0.0000,16.0000,1.3333,1.8062,9.6667
230,1,0.0285,4.0000,0.2490,0.1835,1.0000,0.0000,15.0000,1.0000,9.5238,28.0000
231,2,0.0431,5.0000,0.2720,0.1498,1.0000,0.0000,15.0000,1.5000,6.6952,13.5000
232,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
233,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
234,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
235,1,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,20.0000,1.0000,5.4187,29.0000
236,2,0.0246,4.0000,0.1408,0.3586,1.0000,0.0000,15.0000,2.0000,2.8736,15.0000
237,3,0.0138,2.6667,0.1191,0.1077,1.0000,0.0000,17.0000,1.3333,1.6487,10.3333
238,1,0.0271,4.0000,0.2069,0.0705,1.0000,0.0000,15.0000,1.0000,10.1149,30.0000
239,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
240,2,0.0074,4.0000,0.1379,0.2091,1.0000,0.0000,16.0000,1.0000,3.1034,15.0000
241,1,0.0286,4.0000,0.1984,0.5335,1.0000,0.0000,15.0000,2.0000,4.7619,22.0000
242,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
243,3,0.0097,2.3333,0.1093,0.3154,1.0000,0.0000,17.0000,1.3333,1.1111,8.3333
244,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
245,2,0.0095,2.5000,0.1238,0.2374,1.0000,0.0000,15.0000,1.0000,2.1645,11.0000
246,1,0.0333,3.0000,0.2344,0.1313,1.0000,0.0000,13.0000,1.0000,9.9567,22.0000
247,3,0.0060,2.6667,0.1111,0.2883,1.0000,0.0000,15.0000,1.0000,1.5556,8.3333
248,2,0.0524,4.5000,0.2857,0.1689,1.0000,0.0000,9.0000,1.0000,7.7922,11.0000
249,4,0.0344,3.0000,0.1713,0.1058,1.2500,87.1322,14.0000,1.5000,1.9089,7.2500
250,3,0.0448,4.0000,0.2259,0.2447,1.0000,0.0000,14.0000,1.6667,2.2167,9.6667
251,2,0.0308,4.0000,0.1571,0.4472,1.0000,0.0000,18.0000,2.0000,1.9943,13.5000
252,2,0.0321,4.5000,0.1758,0.3800,1.0000,0.0000,19.5000,1.0000,1.9841,14.0000
253,4,0.0108,2.2500,0.1039,0.0828,1.2500,63.6550,18.0000,1.2500,0.9972,6.7500
254,3,0.0164,3.3333,0.1509,0.1789,1.0000,0.0000,16.0000,1.3333,1.8993,9.0000
255,3,0.0057,2.6667,0.0977,0.0000,1.0000,0.0000,11.0000,1.0000,3.5249,10.0000
256,3,0.0302,3.3333,0.1492,0.0244,1.0000,0.0000,11.0000,1.6667,4.5455,11.0000
257,3,0.0049,3.0000,0.1034,0.1541,1.0000,0.0000,13.0000,1.0000,2.0690,10.0000
258,2,0.0072,2.0000,0.0938,0.6015,1.5000,295.0216,17.0000,1.0000,1.5000,12.5000
259,1,0.0033,2.0000,0.0800,0.0000,1.0000,0.0000,17.0000,1.0000,7.3846,26.0000
260,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
261,4,0.0118,2.5000,0.1005,0.0800,1.0000,0.0000,16.0000,1.2500,1.2097,8.0000
262,1,0.0246,3.0000,0.1731,0.1302,1.0000,0.0000,17.0000,1.0000,5.9829,27.0000
